Original,EN,Positive,Negative,Neutral,Compound
燈光美，氣氛佳，酒好喝，服務一級棒❤️,"Beautiful light, good atmosphere, good wine, service first -level sticks ❤️",0.519,0.0,0.481,0.8658
氣氛很好的一間酒吧🥰看世足和射飛鏢很過癮 服務生人都親切 值得再去 …,"A bar with a good atmosphere 的 Watching the World Football and Shooting Darts are very enjoyable Worships, they are kind and worth going ...",0.413,0.0,0.587,0.9197
很好的氛圍 朋友小聚的好地方,"A good atmosphere, a good place for friends Xiaoju",0.597,0.0,0.403,0.836
讚！頂級 mojito,praise!Top Mojito,0.0,0.0,1.0,0.0
老闆娘超親切  環境很美非常適合拍照  調酒好喝。,"The boss's super -friendly environment is very beautiful, very suitable for taking pictures and bartending.",0.485,0.0,0.515,0.9061
"氣氛單調
適合年輕人一群人自己來","Monotonous atmosphere
Suitable for young people to come by themselves",0.0,0.0,1.0,0.0
調酒好喝，有飛鏢機可以玩nice place,"Blooming is delicious, there is a dart machine to play Nice Place",0.497,0.0,0.503,0.836
酒很讚，很多妹子香~,"The wine is great, many girls are fragrant ~",0.339,0.0,0.661,0.6249
酒好喝！店員親切！,Sake -like excitement!The clerk is kind!,0.618,0.0,0.382,0.7568
朋友小酌、聊天的輕鬆場所,A relaxed place for friends to drink and chat,0.474,0.0,0.526,0.743
Bartender很帥 美眉熱情又正,"Bartender is handsome and beautiful, enthusiastic and positive",0.777,0.0,0.223,0.9313
調酒師和工作人員都很棒✨,The bartender and the staff are great 调,0.369,0.0,0.631,0.6249
閒逛的好地方，喝點雞尾酒，玩飛鏢！工作人員非常出色！,"Wandering a good place, drink some cocktails, and play darts!The staff is very good!",0.452,0.0,0.548,0.8433
友善的員工，良好的設計，但雞尾酒不太好,"Friendly employees, good design, but cocktails are not very good",0.28,0.237,0.483,-0.0987
全是女孩吧。良好的氛圍和美味的飲料！,It's all girls.Good atmosphere and delicious drinks!,0.4,0.0,0.6,0.6114
閒逛的好地方！,Good place to wander!,0.516,0.0,0.484,0.4926
喜歡它！,Like it!,0.736,0.0,0.264,0.4199
魅力四射👍 …,Charm Four Shooting 射 ...,0.403,0.0,0.597,0.4019
