Original,EN,Positive,Negative,Neutral,Compound
氣氛好，空間舒服。酒類多變！,The atmosphere is good and the space is comfortable.The alcohol is changeable!,0.225,0.0,0.775,0.4926
"It's really a relax to drink liqueur with free talking place.
這真是放鬆喝酒聊天好場所！","It's really a relax to drink Liqueur with free talking places.
This is really a good place for drinking and chatting!",0.356,0.0,0.644,0.8735
燈光美 氣氛佳 很適合放鬆的地方,The light and beautiful atmosphere is very suitable for relaxation,0.486,0.0,0.514,0.8207
絕對超過五星滿分的啦,Absolutely exceed the five -star full points,0.0,0.0,1.0,0.0
老闆娘很會聊，很放鬆的地方,"The boss can talk very well, very relaxed place",0.468,0.0,0.532,0.7311
小姐親切！水餃🥟好吃😋、又能唱歌🎤 …,Miss is kind!Dumplings 😋 delicious 能 能 能 能 能 🎤 🎤 🎤 ...,0.204,0.082,0.715,0.5255
老闆娘很親切,The boss is very kind,0.48,0.0,0.52,0.5709
氣氛美燈光佳,The atmosphere is beautiful,0.565,0.0,0.435,0.5994
飛鏢吧、唱歌、調酒...非常開心,"Dart darts, sing, bartender ... very happy",0.4,0.0,0.6,0.6115
闆娘人好，超推薦,"Good Ban Niang, super recommended",0.652,0.273,0.076,0.6124
"另外還有飛鏢和日本卡拉OK，是一個可以以合理的價格享受樂趣的女孩酒吧。
這裡的南媽媽個性很好，帶她去娛樂場所也不會感到尷尬。
還可以喝燒酒和清酒，很棒。
我經常去這個地方，因為我可以從以鯨魚和大海而聞名的近海酒廠買到稀有的燒酒。

新增時間：2023.2.21
在科羅納之後，我三年來第一次來到這家商店。
以前駐紮的日本人很多，現在顧客一半是台灣人，一半是日本人。

雖然媽媽和姊姊都在酒吧，但我很感激她們照顧我、陪伴我😊

我衷心感謝您讓這些美好的商店繼續存在而沒有消失💐","There are also darts and Japanese karaoke, which is a girl bar that can enjoy fun at a reasonable price.
The Nan's mother here is very good, and it will not be embarrassing to take her to the entertainment venue.
You can also drink shochu and sake, which is great.
I often go to this place because I can buy rare shochu from the offshore winery famous for whales and sea.

New time: 2023.2.21
After Colona, ​​I came to this store for the first time in three years.
There were many Japanese people stationed before, and now half of the customers are Taiwanese and half of them are Japanese.

Although my mother and sister are in a bar, I am grateful for them to take care of me and accompany me.

I sincerely thank you for letting these beautiful stores continue to exist without disappearing.",0.205,0.0,0.795,0.9867
"最低消費500元。
我們有飛鏢和卡拉OK。
那裡有很好的工作人員，他們會說日語。含稅10%","The minimum consumption is 500 yuan.
We have darts and karaoke.
There are good staff there, they can speak Japanese.10% tax",0.127,0.0,0.873,0.4404
有飛鏢，可以玩得很開心。媽媽很可愛又善良。這是一家好店。,"There are darts, you can have fun.Mom is cute and kind.This is a good shop.",0.312,0.0,0.688,0.7096
服務不錯，一般，工作人員很細心，價格也不貴，還有卡拉OK,"The service is good, general, the staff is very careful, the price is not expensive, and the karaoke is also karaoke",0.201,0.0,0.799,0.5849
不推薦日本人。,Japanese people are not recommended.,0.0,0.285,0.715,-0.1511
價格合理，工作人員可愛,"The price is reasonable, the staff is cute",0.3,0.0,0.7,0.4588
非常友善的人群...,Very friendly crowd ...,0.538,0.0,0.462,0.5413
不錯的店(^_-),Good shop (^_-),0.592,0.0,0.408,0.4404
日本小吃、卡拉OK、飛鏢,"Japanese snacks, karaoke, darts, darts",0.0,0.0,1.0,0.0
很棒的聊天吧,Great chat,0.804,0.0,0.196,0.6249
