Original,EN,Positive,Negative,Neutral,Compound
"很讚的調酒❤️
很少遇到酒體真的夠重的調酒！

很舒服。","Very good bartending ❤️
I rarely encounter a bartender that is really heavy enough!

Very comfortable.",0.321,0.0,0.679,0.7951
朋友們包廂前往，調酒和shot都好讚！！！,"Friends go in the box, bartender and shot are so good!IntersectionIntersection",0.253,0.0,0.747,0.5255
"氛圍很好 不過地點有點隱密 第一次去的人可能會迷路ಠ◡ಠ

給那些找不到路的人：從中山國小捷運三號出口出來右轉，過土地公廟後馬上右轉進小巷子，走約30秒，左手邊有一間窗簾圍著的店就是了","The atmosphere is very good, but the place where the place is a bit hidden may be lost for the first time.

Give those who cannot find a way: Exit from the No. 3 MRT of Zhongshan Elementary School to turn right and turn right after passing the land temple, immediately turn right into the alley, walk for about 30 seconds, there is a shop around the left hand side.",0.084,0.039,0.878,0.5341
"老闆很帥！親切又很會調酒 真心好喝
店內氣氛很好 適合好友小聚～ 推爆！","The boss is handsome!Certainful and very good alcohol, really delicious
The atmosphere in the store is very good suitable for friends to gather ~ push explosion!",0.39,0.0,0.61,0.9333
寶藏小（名）店🍸,Treasure Small (Name) Shop 名,0.355,0.0,0.645,0.296
課程體驗非常充實 CP值很高,The curriculum experience is very full of CP value very high,0.194,0.0,0.806,0.34
"內行人才知道的好地方
經典調酒好喝空間安靜
Bartender真的做到「Bartender 」
用心做好每一杯酒
不譁眾取寵低調的好店
適合想認認真真品嚐好酒的人","A good place that internal people know
Classic bartending and delicious space is quiet
Bartender really achieves ""Bartender""
Make each glass of wine with your heart
Do not get a good shop with low -key pets
Suitable for those who want to really taste the wine seriously",0.208,0.106,0.686,0.7842
大推 溫馨舒適 適合朋友們一起聚會 老闆人帥又會調酒 改天再找朋友一起來喝,Push warm and comfortable suitable for friends to meet together the boss handsome and bartender and then find friends to drink together,0.462,0.0,0.538,0.9274
氣氛佳有質感而且調酒好喝，適合跟好友小酌的優質酒吧,The atmosphere is good and has a good texture and is delicious. It is suitable,0.442,0.0,0.558,0.8591
調酒厲害，酒精足、酒感可調整，適合愛調酒的一起來,"The bartending is great, the alcohol is sufficient and the wine can be adjusted.",0.24,0.0,0.76,0.6249
這間真的讚有夠好喝的,This really likes it to be delicious enough,0.531,0.0,0.469,0.7778
氣氛很棒 酒好喝,The atmosphere is great and drinking,0.451,0.0,0.549,0.6249
氛圍 實力都很棒的bar 希望更多人能發現,"BAR, who has great atmosphere, hope more people can discover",0.467,0.0,0.533,0.7906
氣氛很好適合喝酒聊天的小酒吧 推,The atmosphere is very good for drinking and chatting.,0.285,0.0,0.715,0.4927
"適合小聚或一個人前往的小BAR,大推！很喜歡😘！ …","Suitable for a small bar or a person to go alone, push!I like it very much!Mowing",0.162,0.105,0.734,0.2695
想放鬆的時候很適合來的酒館，氣氛好環境也舒服,"When you want to relax, it is very suitable for the tavern, and the atmosphere is also comfortable.",0.333,0.0,0.667,0.7579
精緻舒服的小bar 有一些特別的調酒~,The delicate and comfortable little bar has some special bartending ~,0.474,0.0,0.526,0.7351
老闆超帥又超爆好聊天，氣氛超好！,"The boss is super handsome and super explosive, and the atmosphere is super good!",0.668,0.0,0.332,0.9589
讚爆(๑´ㅂ`๑),讚 Explosion (๑´ ㅂ `๑),0.0,0.0,1.0,0.0
"非常細緻的小店
去一次就愛上","Very detailed shop
Go to love once",0.412,0.0,0.588,0.6369
氣氛很好，適合佇足的好地方,"The atmosphere is very good, suitable for a good place",0.432,0.0,0.568,0.7264
怎麼可以有這麼好喝的酒,How can there be such a delicious wine,0.346,0.0,0.654,0.5719
"氣氛很讚
老闆超帥","The atmosphere is great
The boss is super handsome",0.651,0.0,0.349,0.9042
酒香氣氛佳🤩推推🤩🤩 …,The atmosphere of wine is good 🤩🤩 push ...,0.244,0.0,0.756,0.4404
裝潢很舒服，老闆很Nice,"The decoration is very comfortable, the boss is very nice",0.455,0.0,0.545,0.7708
適合朋友小聚的好地方,A good place for friends to gather together,0.5,0.0,0.5,0.7184
推推 很溫馨的小店,Push a very warm shop,0.354,0.0,0.646,0.2944
有夠好喝,It's delicious enough,0.649,0.0,0.351,0.5719
Claid 讚！,Claid praise!,0.796,0.0,0.204,0.5983
讚啦,Praise,1.0,0.0,0.0,0.5574
"從外面看起來不像酒吧，喜歡他們提供的非常小的空間，所以感覺溫馨舒適，還有一點，非常安靜！ 💯 台北的酒吧大多裝潢精美、設計精美，但光顧酒吧的人卻太吵鬧，不知道如何享受和欣賞這個地方。

我點的飲料都很不錯，選擇不是很多，但很特別。調酒師也很友善。

總的來說，我喜歡它！ ✨","It does not look like a bar, I like very small space they provide, so I feel warm and comfortable, and there is one more, very quiet!Most of the bars in Taipei are exquisitely decorated and exquisitely designed, but the people who patronize the bar are too noisy. I don't know how to enjoy and appreciate this place.

The drinks I ordered are very good. There are not many choices, but very special.The bartender is also very friendly.

Overall, I like it!Bleak",0.257,0.035,0.707,0.9738
可愛的小隱藏酒吧！座位不多，但服務很好。飲料非常美味而且也很獨特。,"Cute little hidden bar!There are not many seats, but the service is good.The drink is very delicious and unique.",0.314,0.0,0.686,0.8308
小型舒適的酒吧，最多可容納 10 個座位。調酒師很友善，飲料也恰到好處。有點難找，但它位於一樓，位於其中一個「工作室」內。不是在飯店裡面！,"Small and comfortable bars can accommodate up to 10 seats.The bartender is very friendly and the drink is just right.It is a bit difficult, but it is located on the first floor and in one of the ""studios"".Not in the restaurant!",0.106,0.039,0.855,0.4476
我最喜歡的酒吧之一❤️,One of my favorite bars ❤️,0.333,0.0,0.667,0.4588
很棒的員工和雞尾酒！,Great employees and cocktails!,0.594,0.0,0.406,0.6588
很棒的雞尾酒和非常好的調酒師。服務非常出色,A great cocktail and a very good bartender.The service is excellent,0.579,0.0,0.421,0.8999
很棒的酒吧和良好的氛圍！,A great bar and a good atmosphere!,0.593,0.0,0.407,0.807
用心的小店,Attentive shop,0.0,0.0,1.0,0.0
克萊德太棒了，技巧高超，氣氛很酷！值得再去一次,"Claid is great, the skills are superb, and the atmosphere is cool!It's worth going again",0.464,0.0,0.536,0.8858
優質的服務、舒適的氛圍和美味的雞尾酒！,"High -quality services, comfortable atmosphere and delicious cocktail!",0.549,0.0,0.451,0.807
入口很神秘，酒好喝👍 …,"The entrance is very mysterious, the wine is so delicious ...",0.322,0.0,0.678,0.6948
