Original,EN,Positive,Negative,Neutral,Compound
有個母老虎是我的女神,A mother tiger is my goddess,0.0,0.0,1.0,0.0
娃娃超可愛☺️,Doll super cute 可️,0.775,0.0,0.225,0.7845
三五好友，喝個小酒的好地方。,"Three or five friends, a good place to drink a small wine.",0.375,0.0,0.625,0.7184
正點，不來可惜,"Positive, unfortunate",0.545,0.455,0.0,0.1531
唱歌 喝酒休閒好地方,"Singing, drinking and leisure place",0.0,0.0,1.0,0.0
服務態度很差,The service attitude is poor,0.0,0.437,0.563,-0.4767
水水水讚讚讚,Water Shuishui praise,0.643,0.0,0.357,0.5574
讚👍 …,Praise ...,0.783,0.0,0.217,0.5574
態度優,Excellent attitude,0.787,0.0,0.213,0.5719
充滿活力的地方,Vibrant place,0.773,0.0,0.227,0.5267
👍👍👍 …,👍👍👍 …,0.0,0.0,1.0,0.0
讚👍 …,Praise ...,0.783,0.0,0.217,0.5574
"無最低消費制度，會計透明（含10%服務費）。
提供飛鏢（實際遊戲費用）和卡拉OK（免費）。大多數顧客都是當地人，但也歡迎日本顧客。","There is no minimum consumption system, accounting transparency (including 10%service fee).
Provide darts (actual game costs) and karaoke (free).Most customers are locals, but also welcome Japanese customers.",0.131,0.052,0.817,0.5267
消費還好貴了點,Consumption is a bit expensive,0.0,0.0,1.0,0.0
他們在室內吸煙，這使得他們呼吸困難,"They smoke indoors, which makes them difficult to breathe",0.0,0.238,0.762,-0.3612
涼快~好地方！,Cool ~ Good place!,0.733,0.0,0.267,0.6696
超好玩～,Super fun ~,0.878,0.0,0.122,0.802
唱歌喝酒聊天的好地方,"Good place to sing, drink, chat",0.367,0.0,0.633,0.4404
菜菜好漂亮,Cai cuisine is so beautiful,0.555,0.0,0.445,0.7177
好,good,1.0,0.0,0.0,0.4404
好消遣好地方,Good pastime and good place,0.659,0.0,0.341,0.7003
棒棒的,Stunned,0.0,1.0,0.0,-0.1027
喝酒唱歌好地方,Drink and sing well,0.412,0.0,0.588,0.2732
