Original,EN,Positive,Negative,Neutral,Compound
十幾年的客人，該給的沒少過！,十幾年的客人，該給的沒少過！,0.0,0.0,1.0,0.0
氣氛不錯  但妹子短缺,"The atmosphere is good, but the girl is shortage",0.17,0.218,0.611,-0.1406
是個喝酒看運動比賽地方,It's a place to drink and watch sports competitions,0.0,0.0,1.0,0.0
氣氛好，放鬆的好地方。,"The atmosphere is good, a good place to relax.",0.592,0.0,0.408,0.8271
小酌放鬆的好地方,Good place for drinking,0.492,0.0,0.508,0.4404
氛圍不錯,Good atmosphere,0.744,0.0,0.256,0.4404
破酒吧貴的要死,Broken bar is expensive to die,0.0,0.636,0.364,-0.7906
親切溫馨，可以打鏢,"Careful and warm, you can hit a dart",0.368,0.0,0.632,0.3612
燈光美氣氛佳,Beautiful light atmosphere,0.661,0.0,0.339,0.5994
老闆熱情 東西好吃,The boss is enthusiastic and delicious,0.633,0.0,0.367,0.7845
習慣在這兒喝！,Get used to drink here!,0.0,0.0,1.0,0.0
很放鬆的地方,很放鬆的地方,0.0,0.0,1.0,0.0
還沒去過,Haven't been to,0.0,0.0,1.0,0.0
還行,還行,0.0,0.0,1.0,0.0
氣氛佳,Good atmosphere,0.744,0.0,0.256,0.4404
糟糕透頂,Boring,0.0,1.0,0.0,-0.3182
服務親切,Intimate service,0.0,0.0,1.0,0.0
優質酒吧！,High -quality bar!,0.0,0.0,1.0,0.0
親切,kind,1.0,0.0,0.0,0.5267
舊舊的,Old -fashioned,0.0,0.0,1.0,0.0
度過一個有趣的夜晚的好地方。  老闆和工作人員都很好。  只是有點舊需要改造。,Specifies a good place for a interesting night.Both the boss and the staff are very good.It's just a bit old.,0.237,0.0,0.763,0.6808
"另一個酒吧
裡面沒什麼特別的
即使冬天冷氣也很冷，我把外套放在裡面。
剛好適合 1 杯飲料","Another bar
There is nothing special inside
Even if the air -conditioning in winter is very cold, I put my jacket inside.
Just suitable for 1 cup of drink",0.0,0.075,0.925,-0.3089
友善的地方，可以閒逛，喝杯啤酒，但因為煙燻味太重而扣了一顆星。,"Friendly places, you can stroll around and drink a glass of beer, but you have a star because the smoky taste is too heavy.",0.084,0.0,0.916,0.2732
喝酒聊天好所在,Drink and chat well,0.412,0.0,0.588,0.2732
氣氛很好，舒適，放鬆,"The atmosphere is very good, comfortable, relaxed",0.719,0.0,0.281,0.8816
好朋友的店~👍 …,Good friend's shop ~ ~ ...,0.367,0.0,0.633,0.4404
妹子多。哈哈,妹子多。哈哈,0.0,0.0,1.0,0.0
喝酒聊天的好地方,喝酒聊天的好地方,0.0,0.0,1.0,0.0
是和仁哥一起去的嗎！,Did you go with Brother Ren!,0.0,0.0,1.0,0.0
Cp值高,High CP value,0.545,0.0,0.455,0.34
很棒的地方,Great place,0.804,0.0,0.196,0.6249
不錯的聚會場所,Nice party place,0.846,0.0,0.154,0.6705
對吸煙者有好處,It is good for smokers,0.42,0.0,0.58,0.4404
棒棒,Great,1.0,0.0,0.0,0.6249
有趣,interesting,1.0,0.0,0.0,0.4019
寒意,chill,0.0,0.0,1.0,0.0
不錯的談話酒吧,Good conversation bar,0.592,0.0,0.408,0.4404
