Original,EN,Positive,Negative,Neutral,Compound
cc跟jenny 服務態度好 長的又漂亮 下次我一定會再來,CC and Jenny have a good service attitude long and beautiful next time I will come again,0.312,0.0,0.688,0.7783
"豹豹&晴晴 愛喝酒 缺酒精 趕快找她們😆
喝起來~","Leopard & Qingqing loves drinking and lacking alcohol, hurry up and find them 😆
Drink ~",0.279,0.0,0.721,0.7351
店長好帥，妹子很正，酒店浪費錢，酒吧才值得🤣,"The manager is so handsome, the girl is very positive, the hotel waste money, the bar is worth it",0.358,0.101,0.541,0.7969
服務好～氣氛好～還可以唱歌射飛鏢！👍,The service is good ~ the atmosphere is good ~ you can also sing and shoot darts!Bleak,0.271,0.107,0.622,0.5707
店內餐點好吃，生蠔很大顆又新鮮，還可以唱歌，音響設備很讚。,"The meal in the store is delicious, the oysters are very large and fresh, and they can also sing. The audio equipment is very good.",0.301,0.0,0.699,0.8576
"很棒很有人情味的酒吧
推薦所有台北和外地的朋友一起來

一起來舉頭望明月！","Great and humane bar
Recommend all friends from Taipei and foreign places to come together

Let's raise your head and look at Mingyue!",0.333,0.0,0.667,0.8748
Lisa好正，佳佳好會喝,"Lisa is good, Jiajia is good to drink",0.492,0.0,0.508,0.7003
"可以唱歌的酒吧    裡面員工熱情很會帶氣氛
裝潢舒適氛圍像朋友  如果沒地方去 這地方絕對是你選擇","The enthusiasm of the employees in the bar that can sing is very atmospheric
A comfortable decoration atmosphere is like a friend. If there is no place to go to this place, it is definitely you choose",0.309,0.046,0.645,0.9129
食物好吃 沒話講5點前點好！值回票價🤤值得二訪 …,"Food is delicious, nothing to say before 5 o'clock!The fare of the return is worth the second visit ...",0.257,0.0,0.743,0.7088
"黑店，真的不用去
那天我第二次去，直接開了一瓶打算大家一起喝
陪桌坐了兩個女的，一個叫糰子，一個叫CC，兩個嘴上說不能喝我們的酒，其實就是要我們請酒，請一杯400大洋
我們主動請的糰子兩杯就算了，還有我們沒有主動請的CC，她自己默默一杯接著一杯喝，我們都沒有說請哦，結果還是有算在我們的帳單上
而且我們要結帳時，那個糰子還再凹我們請她多喝一杯
酒錢有一半都是請酒錢
我們當時也有點醉，認栽了，事後越想越不對勁
如果這就是你們的賺錢方式，不需要回頭客的話，那我可以和大家說，真的不必要去，嘗試一次當冤大頭的感覺嗎？
不只google評論，我會同步在其他平台上，謝謝你們一次坑錢的體驗","Black shop, really don't need to go
I went for the second time that day and opened a bottle directly to drink together
Sitting with two women with the table, one called a dumplings, one called CC, and the two mouths said that we can't drink our wine. In fact, we want us to invite wine.
Even if we take the initiative to ask for two cups, there are CCs that we have not asked for the initiative. She silently drink a cup after a drink.
And when we want to check the checkout, the dumplings are still recess. We invite her to drink a more glass
Half of the wine is invited to ask for wine
We were a bit drunk at the time, and we were planning to plant.
If this is your way of making money, you do n’t need to return, then I can tell you, really do n’t need to go, try to feel the grievances once?
Not only Google commented, I will simultaneously on other platforms, thank you for the experience of pitting money at once",0.044,0.04,0.916,-0.0516
生蠔超好吃！！店員很熱情尤其妹妹很可愛,"The oysters are so delicious!IntersectionThe clerk is very enthusiastic, especially the younger sister is very cute",0.336,0.0,0.664,0.7951
員工都很好相處很好聊天很帥很漂亮,"Employees are very good to get along very well. Chat, very handsome and beautiful",0.57,0.0,0.43,0.9223
喝酒找團子 她好棒又漂亮,"Drink and find a ball, she is great and beautiful",0.5,0.0,0.5,0.8402
氣氛很好 大家可以來,"The atmosphere is good, everyone can come",0.326,0.0,0.674,0.4404
"店長超帥老闆超帥
重點都超會喝🥰🥰🥰🥰 …","The manager super handsome boss is handsome
The key points are superior to 会 ...",0.556,0.0,0.444,0.93
佳佳打標贏我，我讓的,"Jiajia wins me, I let me let",0.381,0.0,0.619,0.5719
"氣氛還不錯，人都很熱情，還可以點歌唱歌。
很好玩。
牛小排滿好吃的
酒不會很貴","The atmosphere is not bad, everyone is very enthusiastic, and you can sing.
It's fun.
Niu Xiaoling is delicious
Wine will not be very expensive",0.389,0.0,0.611,0.9238
"老闆人超好
價格平價，重點服務很周全
這個地方是我目前來過的餐酒館中 最自然的一間","The boss is super good
The price is cheap, and the key service is very full
This place is the most natural one in the restaurant I have been here",0.262,0.0,0.738,0.8622
"調酒好喝店員也都很耐斯(∩˃o˂∩)♡
老闆超有趣的啦喜歡這間店每個人❤️","Bart -up and delicious shop assistants are also very robbed (∩˃O ˂∩) ♡
The boss is super interesting. I like everyone in this shop ❤️",0.368,0.0,0.632,0.9153
店員都好好看酒好喝餐好吃🥺 …,"The clerk is good at watching wine, delicious meals, delicious meals ...",0.534,0.0,0.466,0.8834
氣紛好 妹妹漂亮 熱情❤️,"Sister is beautiful, beautiful and enthusiastic ❤️",0.688,0.0,0.312,0.9001
服務優質、東西好吃、調酒好喝，有標可以打，推薦下班想要小酌放鬆的你～,"The service is high -quality, the things are delicious, the bartending is delicious, and you can play it if you have any standard. It is recommended to relax from get off work ~",0.341,0.0,0.659,0.926
"中秋烤肉不怕你吃 怕你吃不完
就不怕你喝 怕你不敢喝
吧台Jenny幫你客制任何想喝的酒 或是想聊什麼都能聊","Mid -Autumn Festival barbecue meat is not afraid that you eat, afraid you can't finish eating
I'm not afraid that you are afraid that you dare not drink
The bar Jenny can help you make any wine you want to drink or you can talk about anything you want to talk about",0.15,0.0,0.85,0.7579
來找Lisa 喝特調。非常好喝。氣氛不錯環境很好👍,"Come to Lisa to drink special tunes.Very delicious.The atmosphere is good, environment is good 环境",0.415,0.0,0.585,0.8176
氣氛不錯～ 推薦推薦！,The atmosphere is good ~ Recommended recommendation!,0.5,0.0,0.5,0.6114
Lisa調酒師可以為了客人調任何喜歡💕的味道，超棒der！！非常推薦 …,"Lisa bartender can adjust any taste of savage, super der for the guests!IntersectionVery recommended ...",0.285,0.143,0.572,0.4574
老闆真的超nice，氣氛好也很好玩，超級棒棒，東西好吃元，讚！,"The boss is really super nice, the atmosphere is good and fun, super great, good things, praise!",0.758,0.0,0.242,0.9822
氣氛很棒可以唱歌 小姊姊都很漂亮👍👍,"The atmosphere is great, you can sing that the little sister is very beautiful 👍👍",0.341,0.0,0.659,0.8516
我喝輸佳佳,I loses Jiajia,0.0,0.535,0.465,-0.3182
"有美女調酒師調的酒 好喝！
氣氛好 挺放鬆 還可以唱歌🤩 …","The wine with beautiful bartender is delicious!
The atmosphere is so relaxed and you can sing 🤩 ...",0.445,0.0,0.555,0.9187
"氣氛超好的酒吧！
一定要來
超推薦👍🏼👍🏼👍🏼","Bar with a good atmosphere!
Must come
Super recommended 👍🏼👍🏼👍🏼",0.297,0.0,0.703,0.8356
Lisa人超讚特調也很好喝，想喝特調點初戀,"The Lisa people are superb, and they are also very delicious.",0.473,0.0,0.527,0.8439
美女調酒師很親切的介紹各項調酒，環境很棒，大家快來喝酒哦🍻 …,"Beauty bartender introduces various bartending, the environment is great, everyone is coming to drink ...",0.378,0.0,0.622,0.836
團子很讚喔～我愛太魯閣,Tuanzi is very good ~ I love Taroko,0.552,0.0,0.448,0.8122
很棒！很放鬆！,great!Very relaxed!,0.791,0.0,0.209,0.5837
團子很可愛,Tuanzi is very cute,0.523,0.0,0.477,0.5095
生蠔新鮮，調酒好喝,"The oysters are fresh, bartender is better",0.51,0.0,0.49,0.6369
氣氛不錯     服務佳,Good atmosphere good service,0.744,0.0,0.256,0.7003
感謝活了一千年的魔法物理LISA阿嬤招待～,Thanks for the Magic Physics Lisa Grandma for a thousand years of entertainment ~,0.322,0.0,0.678,0.6908
佳佳很會喝,Jiajia can drink very well,0.374,0.0,0.626,0.3384
老闆人很nice 員工都很熱情 服務很好,The boss is very nice employees very enthusiastic about the service and very good service,0.449,0.0,0.551,0.8683
氣氛很可以，調酒也很好喝👍👍,"The atmosphere is very good, and the bartender is also very delicious.",0.418,0.0,0.582,0.8012
辰辰服務一級棒 人很親切 超級可愛！！！,Chenchen service first -class people are very kind and cute!IntersectionIntersection,0.307,0.0,0.693,0.6105
Lisa 很活潑也很可愛 所有的店員都很熱情,Lisa is very lively and cute all the clerks are enthusiastic,0.547,0.0,0.453,0.8643
5星好評就知道了，還說什麼,"Just know 5 stars, what else do you say",0.0,0.0,1.0,0.0
"不管是酒還是服務人員整個100分啦
好值得來🤩🤩🤩 …","Whether it is wine or service staff 100 points
It's worth coming ...",0.137,0.0,0.863,0.2263
很喜歡團子,I like Tuanzi very much,0.385,0.0,0.615,0.3612
酒好喝氣氛佳員工讚👍 …,"The wine is good at the atmosphere, the employees are praised ...",0.379,0.0,0.621,0.7269
環境美，氣氛佳，放鬆喝酒好地方！,"The environment is beautiful, the atmosphere is good, relax and drink a good place!",0.563,0.0,0.437,0.9168
"麗莎很會夾（？
骰子🎲","Lisa is very good at it (?
Dice",0.313,0.0,0.687,0.4927
"東西好吃
調酒好喝
員工又有趣","What is delicious
Blooming is delicious
Employees are interesting",0.627,0.0,0.373,0.8779
店員很好，可以唱歌玩遊戲,"The clerk is very good, you can sing and play games",0.383,0.0,0.617,0.6801
"體驗很好而且店家很友善
很有意思","The experience is very good and the store is very friendly
Very interesting",0.499,0.0,0.501,0.8733
氣氛好,Good atmosphere,0.744,0.0,0.256,0.4404
團子很可愛,Tuanzi is very cute,0.523,0.0,0.477,0.5095
團子、辰辰好正，找她們喝酒❤️,"Tuanzi, Chenchen is good, find them to drink ❤️",0.244,0.0,0.756,0.4404
服務親切～身心放鬆好地方,Careful service ~ Relax in your body and mind,0.391,0.0,0.609,0.5423
老闆人超好♥️氛圍100分,The boss is super good ️ 100 points at the atmosphere,0.43,0.0,0.57,0.7783
很適合跟朋友來聚聚～,Very suitable for gathering with friends ~,0.341,0.0,0.659,0.4767
消費便宜 女店員糰子很正,Consumption cheap female clerk group is very positive,0.357,0.0,0.643,0.5984
很棒，老闆很熱情，讚啦,"Great, the boss is very enthusiastic, praise",0.741,0.0,0.259,0.9095
老闆嗆人啦 ！！怎麼那麼好笑,The boss is crowded!IntersectionWhy is it so funny,0.366,0.0,0.634,0.6166
老闆人太好了 招待到喝不下了,The boss is so good that the entertainment can not drink anymore,0.395,0.0,0.605,0.7609
CC跟Jenny服務真的很好 服務很好,CC and Jenny's service is really good service and good service,0.404,0.0,0.596,0.7264
辰辰好可愛 氣氛很讚👍,Chenchen is so cute atmosphere 可,0.436,0.0,0.564,0.5949
快來找林森北Lisa,Come and find Linsen North Lisa,0.0,0.0,1.0,0.0
音樂很棒，調酒好喝,"The music is great, bartender is delicious",0.609,0.0,0.391,0.8316
酒好好喝 員工可愛又好玩,Wine is so delicious that employees are cute and fun,0.612,0.0,0.388,0.9009
老闆人很好，服務很周到,The boss is very good and the service is very thoughtful,0.403,0.0,0.597,0.7258
這裡很好唱 酒很好喝哈哈哈哈哈哈,"Here is good to sing wine, it's delicious hahahahahahaha",0.485,0.0,0.515,0.765
公關糰糰很漂亮又活潑,Public relations group is beautiful and lively,0.576,0.0,0.424,0.7783
"老闆娘很可愛
快來😍😍😍 …","The boss is very cute
Come here ...",0.32,0.0,0.68,0.5095
調酒好喝 氣氛很棒。,The delicious atmosphere is great.,0.722,0.0,0.278,0.8316
台北可以唱歌的酒吧，店員親切,"The bar that can sing in Taipei, the clerk is kind",0.254,0.0,0.746,0.5267
當光美氣氛佳👍 …,When the light and beautiful atmosphere is good ...,0.493,0.0,0.507,0.7783
玩得很開心,Play very well,0.827,0.0,0.173,0.5849
氣氛好👍🏻員工熱情🥰🥰🥰 …,The atmosphere is good 员 Employees are enthusiastic ...,0.466,0.0,0.534,0.7269
好喝好唱氣氛佳👍 …,It's good to sing and sing at the atmosphere ...,0.244,0.0,0.756,0.4404
環境很好 辰辰很可愛,"The environment is very good, Chenchen and very cute",0.481,0.0,0.519,0.7569
店長好帥好棒👍 …,The manager is so handsome and great ...,0.586,0.0,0.414,0.8584
好唱 氣氛佳 🥰 …,Good singing atmosphere 氛 ...,0.42,0.0,0.58,0.4404
氣氛好 有歌唱 有鏢打,The atmosphere is so singing and darts,0.0,0.0,1.0,0.0
有獨立包廂耶～,There are independent boxes ~,0.0,0.0,1.0,0.0
店長很會跳舞,The manager can dance,0.0,0.0,1.0,0.0
服務態度超優質👍 …,The service attitude is super high -quality 超 ...,0.328,0.0,0.672,0.5994
店長跳舞很帥,The manager dances handsome,0.516,0.0,0.484,0.4939
來找團團喝酒～～,Come to find a group to drink ~~,0.0,0.0,1.0,0.0
❤️,❤️,0.0,0.0,1.0,0.0
辰辰好可愛愛愛,Chenchen is so cute and lovely,0.665,0.0,0.335,0.8372
女公關很讚,Female public relations are great,0.506,0.0,0.494,0.6249
團子好棒,The dumplings are great,0.554,0.176,0.27,0.5859
氣氛很棒👍,The atmosphere is great 棒,0.506,0.0,0.494,0.6249
女公關超正👍 …,Women's Public Relations Super Right ...,0.438,0.0,0.562,0.5994
老闆很好聊天,The boss is very good to chat,0.347,0.0,0.653,0.4927
玩的很開心,have a good time,0.492,0.0,0.508,0.4404
環境很好！！！,The environment is very good!IntersectionIntersection,0.0,0.0,1.0,0.0
👍👍 …,👍👍 …,0.0,0.0,1.0,0.0
這裡超讚,Here is great,0.672,0.0,0.328,0.6249
無可挑剔👍🏻,Unsifying 剔,0.0,0.0,1.0,0.0
調酒很好喝,Blooming is delicious,0.649,0.0,0.351,0.5719
團團很正👍 …,The group is very positive ...,0.438,0.0,0.562,0.5984
團團好正🤤,The group is good,0.492,0.0,0.508,0.4404
店員很好,The clerk is very good,0.444,0.0,0.556,0.4927
超推薦,Super recommended,1.0,0.0,0.0,0.6908
糰子🍡👍🏻 …,Tuanzi 🍡👍🏻 ...,0.0,0.0,1.0,0.0
佳佳很會喝,Jiajia can drink very well,0.374,0.0,0.626,0.3384
佳佳大方讚讚👍 …,Jiajia praises generously ...,0.756,0.0,0.244,0.7351
會有店員下來陪喝讚的,There will be a clerk down to accompany the praise,0.286,0.0,0.714,0.5574
氣氛真的很好...服務人員都很容易相處...可以帶朋友一起去...很開心,The atmosphere is really good ... the service staff can easily get along ... you can take friends together ... very happy,0.413,0.0,0.587,0.9133
很棒,great,1.0,0.0,0.0,0.6249
麗莎和安迪非常友好，泰國人推薦這個酒吧,"Lisa and Andy are very friendly, Thais recommend this bar",0.439,0.0,0.561,0.7397
很嗨,Very hi,0.0,0.0,1.0,0.0
太好玩了,It's so fun,0.642,0.0,0.358,0.5563
大推活了一千年大Lisa,Live for a thousand years big Lisa,0.0,0.0,1.0,0.0
我愛這裡🙌🏽,I love here 🙌🏽,0.375,0.0,0.625,0.6369
Lisa很棒！,Lisa is great!,0.687,0.0,0.313,0.6588
棒,Great,1.0,0.0,0.0,0.6249
辰辰很漂亮,Chenchen is very beautiful,0.583,0.0,0.417,0.6361
好好喝好好唱,Sing well and sing well,0.583,0.0,0.417,0.4939
喝酒好地方,Good place,0.744,0.0,0.256,0.4404
Lisa很棒,Lisa is great,0.672,0.0,0.328,0.6249
好的,OK,1.0,0.0,0.0,0.296
好玩🫶🏻❤️ …,Fun 🫶🏻 🫶🏻 🫶🏻… ...,0.202,0.0,0.798,0.5106
好地方,Good place,0.744,0.0,0.256,0.4404
酒好喝！,The wine is delicious!,0.571,0.0,0.429,0.6114
