Original,EN,Positive,Negative,Neutral,Compound
"我的女同酒吧初體驗🤪
場地簡單樸實（簡陋）
$500 可以無限暢飲 （有酒有水）
空蕩的舞池，大家很悶騷 沒有人跳舞
公關很辛苦，送很濃的酒給大家射進嘴巴喝
毫無成就感的DJ，沒有人律動（可能是音樂也不怎麼樣）
大量的tomboy，各種款式的tomboy，行走的老江湖🤧","My lesbian bar first experience 酒
The venue is simple and simple (simple)
$ 500 can drink infinitely (with wine and water)
The empty dance floor, everyone is very dull and no one dances
The public relations are very hard, sending very strong wine for everyone to shoot in the mouth
DJ, who has no sense of achievement, no one is moving (maybe music is not very good)
A large number of Tomboy, Tomboy of various styles, walking old rivers and lakes 🤧",0.05,0.189,0.761,-0.888
場控S超棒！服務生超優 第一次來酒吧的經驗超開心😍😍真心推薦TABOO 都給我來😎,Field control S superb!The waiter Super You first came to the bar for the first time to come to the bar.,0.173,0.0,0.827,0.636
連來兩天，來好多次～S真的很可愛～調酒好喝，氣氛超讚👍🏽,"After two days in a row, I have come many times ~ s is really cute ~ bartending is delicious, the atmosphere is superb 👍🏽",0.299,0.0,0.701,0.902
"先不論網路上跟現場收費方式不同，調酒師連基本調酒都不知道，感覺只要跩跩的就能站在吧台，當了第一組客人，到吧台點酒竟然還要等10分鐘，重點是還是我們自己去找人來吧台點餐！不要這麼混啦薪水小偷們～
然後點了調酒師不清楚的熱調酒後，用冰杯裝熱調酒？？到底在混幾百點？
不要以為音樂很大聲就可以掩蓋現場沒客人的事實","Regardless of whether the Internet is different from the on -site charging method, the bartender does not even know the basic bartending. I feel that as long as I can stand on the bar, I will wait for the first group of guests. I will wait for 10 minutes to go to the bar. The point is to find someone to come to the bar to order for ourselves!Don't mix like this, the salary thieves ~
Then after ordering the hot -tuning of the bartender, use the ice cup to install the hot bartender with an ice cup?IntersectionAre you mixed hundreds of points?
Don't think that the music can cover the fact that there is no guest at the scene",0.0,0.066,0.934,-0.8054
主持人很會炒熱氣氛～音樂很好聽酒好喝～表演很精彩～來了四次都是忘卻煩惱的好地方。,"The host is very hot -frying the atmosphere ~ The music is very good to drink and drink it ~ The performance is wonderful ~ After four times, it is a good place to forget the troubles.",0.21,0.105,0.685,0.7089
"夜店的強項本就不是餐點
但音樂、服務和跳舞氛圍
很喜歡","The strength of the nightclub is not a meal
But music, service and dancing atmosphere
Like it very much",0.239,0.0,0.761,0.6542
"沒玩過那麼難玩的地方
800真的寧願丟水溝","I haven't played so difficult to play
800 really would rather lose the ditch",0.127,0.394,0.478,-0.6785
看到工作人員拖地拖最積極的夜店 然後Wet party超好玩 推到不行😻,Seeing the staff mop the most positive nightclub and the Wet Party is super fun to push it to it 😻,0.456,0.0,0.544,0.9501
#OpenHouseTaipei2020 打開台北。 這兩天有「變妝皇后」，不可錯過。友善空間。,"#OpenHousetaipei2020 Open Taipei.In the past two days, there are ""makeup queens"" and do not miss it.Friendly space.",0.083,0.0,0.917,0.1139
氣氛好 表演精彩 主持人我真的很喜歡😍,"The atmosphere is good to perform wonderful host, I really like it 😍 😍 😍 😍 😍 😍 😍",0.505,0.0,0.495,0.9829
推薦這裡可以跳舞💃嗨起來,"Recommend this here to dance 起来 Hi, hi",0.263,0.0,0.737,0.3612
"好棒，歌曲很好聽
服務有禮貌 謝謝你們的幫忙🥰","It's great, the song is nice
The service is polite, thank you for your help 服务",0.502,0.0,0.498,0.9022
這是我第一次留言，因為從沒想過有人服務態度可以這麼誇張，我身邊的同志朋友都很友善，但今天晚場售票口那個踢不知道在跩什麼，自身做過很多服務業經驗，也不能拿個人的標準來評判，可是口氣充滿著沒有耐心，眼神帶著不耐煩，這是基本的待客態度嗎？很久沒去消費了想說有活動，趁放假放鬆一下，沒想到酒讓人失望就算了，活動不好玩，主持的還是一樣老派，重點態度還讓人傻眼到不行，建議大家不要去毀心情，看以前的評論說服務差態度不好，都是複製貼上的官方回覆，我認為也不用浪費時間員工訓練了，自求多福吧，如果不相信的人可以去造訪看看，我個人是絕對不會再去😍,"This is my first message, because I never thought that someone can be so exaggerated. The comrades and friends around me are very friendly, but the ticket gate of the evening game is not known to know what to play. I have done a lot of service industry experience. You can't judge with your personal standards, but you are full of patience and impatience with your eyes. Is this the basic attitude of hospitality?I haven't spent a long time, I want to say that there are activities. I relax while the holidays. I didn't expect the wine to be disappointed. The activity was not fun. Looking at the previous comments saying that the service is not good, it is a copy of the official response and posting. I don't think it is necessary to waste time employee training. If you do n’t believe it, you can visit it. Never go again 会 会 会 会 会 会",0.089,0.109,0.802,-0.6756
安妮態度差，教育訓練要加油，避雷，看到前面有說他ok的，不知道是不是看心情上班,Annie has a poor attitude. Education and training should be cheer. Lightning avoidance. I saw that he was OK before.,0.222,0.207,0.571,0.1111
一個月會來塔布造訪兩三次，非常喜歡這邊的氛圍，有時候一個人來工作人員也會陪我聊天跟喝酒，表演者跟活動酒跟音樂都很喜歡~非常推薦大家來玩≧∇≦推推,I will visit Tabu two or three times a month. I like the atmosphere here very much. Sometimes a person who comes to the staff will also chat and drink with me. Performers and activities and music likes it. Push,0.122,0.0,0.878,0.6486
酒的冰塊很多，平常一瓶啤酒就想睡，喝了青蘋果樂園精神還是很好。bartender 很有趣，跟我們的互動很自然，不會尬聊。,"There are many ice cubes of wine. Usually, a bottle of beer wants to sleep, and the spirit of drinking the green apple park is still very good.Bartender is very interesting. It is natural to interact with us and not talk about it.",0.152,0.0,0.848,0.7346
此生不會再踏入 難玩到不行,I won't go into it in my life to play too much,0.179,0.0,0.821,0.34
不可能在夜店可以吃到這麼好吃的牛肉麵吧～,It is impossible to eat such delicious beef noodles in the nightclub ~,0.236,0.0,0.764,0.5719
感覺適合低年級生而已…氣氛很冷場…..表演也很無趣….蠻失望來這的,It feels suitable for low grades ... The atmosphere is very cold ... .. The performance is also very boring .... It is quite disappointed here.,0.0,0.26,0.74,-0.7956
超好玩 恩恩很棒 讚讚,"Super fun, Enn is great praise",0.882,0.0,0.118,0.9423
"四星給舞者老師，800暢飲，酒完全不行，音樂不行，廁所乾淨，主持人很賣力吵氣氛～優秀！
很多人說必來，真的1次就好😮‍💨 …","The four -star to the dancer, drink 800, drink at all, the music is not good, the toilet is clean, and the host is very noisy atmosphere ~ excellent!
Many people say that they will come, it is really good once ...",0.193,0.086,0.721,0.7569
"2018/08/11~girl's club
距離上次來這間已經2年了，被重新為整修過，整體空間變大了，舞池變大一點點，DJ台倒是變大很多，前面也還有整面的電視牆¬(視覺效果做得很好~美美挺夢幻)純女生的夜店，基本上不管你的身體是女生還是心靈是女生都可以在這邊玩得很開心XD
但是…….
1. 建議大家還是週六晚上來吧~會有比較多的人也會比較好玩，其他時間人都有點少少的不high(我聽店裡常常去的人多的)
2. 它的位置在地下室，抽風效果非常的差，所以店裡有人抽菸會整個菸都悶在那邊，我的眼睛好幾次噴出眼淚要出去呼吸才行，很不舒服!!!
3. 店裡的音樂……很對不起兩位漂亮的女DJ(暖場的漂亮姊姊…對不起….真的有點暖不起來)，但是12點~2點的那位男DJ我要給他100分，放的音樂比較好比較好跳舞也比較有共鳴。","2018/08/11 ~ Girl's Club
It has been two years since the last time I came to this time. I have been repaired again. The overall space has become larger. The dance floor becomes larger. The DJ platform is much larger. It is very good ~ Beautiful and fantastic) Pure girl's nightclub, basically whether your body is a girl or a heart or a girl, you can play very happily here. XD
but…….
1. It is recommended that you come on Saturday night ~ There will be more people who will be more fun. Other people are a little bit of people.
2. Its position is in the basement, and the effect is very poor, so some people in the store will smoke the whole smoke. My eyes spray tears several times to go out to breathe. It is very uncomfortable !!!
3. Music in the store ... I'm sorry for two beautiful female DJs (the beautiful sister in the warm field ... I'm sorry ... I really can't warm it), but the male dj from 12 to 2:00 100 points, the music is better and better dance and resonate.",0.165,0.044,0.791,0.9773
酒好喝音樂好聽氣氛好棒棒！,"The wine is so good to the music, the atmosphere is great!",0.449,0.0,0.551,0.8455
"超愛會聊天的公關
陪我們玩到爛到
人很少但是超好玩
愛死🫶🏼🫶🏼🫶🏼","Super love for chatting public relations
Accompany us to rotten
There are very few people, but they are very fun
Love to death",0.397,0.184,0.418,0.8644
裡面的員工安妮服務態度超好超棒，拉嘴拉得很好，這間店必須要有安妮這個人，我覺得之後都給他餵酒！,"The employee Annie's service attitude is super good, and his mouth is very good. This shop must have Annie. I think he will give him alcohol!",0.309,0.0,0.691,0.883
櫃檯一個很壯的女生態度欠佳，我跟朋友不太會用置物櫃，置物櫃也確實老舊不好鎖，一直唸我們操作錯誤堅持是我們的問題，態度不好很沒有禮貌。請加強員工禮貌訓練。,A strong attitude of a strong girl at the counter. I do n’t know how to use the container with my friends. The cabinet is really old and unlocked. I have always read that our operational errors and persistence is our problem. The attitude is not polite.Please strengthen polite training.,0.16,0.116,0.724,0.5629
活動超多且超豐富，非常吸引人！服務人員都很nice，想要輕鬆喝酒或是放飛自我可以招兵買馬立刻前往👍🏼 …,"The activity is very large and super rich, very attractive!The service staff are very nice. If you want to drink easily or let go of yourself, you can recruit soldiers to buy horses and go to 👍🏼 immediately ...",0.281,0.0,0.719,0.9306
無聊的地方，如果說這裡酒好喝的人，是不是沒去別的地方喝過酒？！,"Boring places, if you say that the wine here is good, have you not gone to drink other places?Intersection",0.131,0.104,0.766,0.1531
"當天人少 只好趕快把自己灌醉  算開心：）
友人：酒好喝","On the day, people had to be drunk quickly :)
Friends: wine is good",0.421,0.112,0.467,0.765
"裝潢很陽春、比家裡簡陋，燈光也需加油。調酒冰塊很多，無限暢飲不好喝的酒要喝完才能換，而且只能用同一個杯子，一個攪拌匙攪拌所有無限暢飲的續杯，別人的口水也無限暢飲。
公關很用力超熱氣氛，除了調酒師以外的服務人員都很客氣。
服務不錯好聊天。真的要喝酒和享受氣氛的人不推。","The decoration is very sunny, it is rude than the home, and the lights need to be refueling.There are many ice bartending ice cubes. You can only change the drinks that are not delicious, and you can only use the same cup to stir all the continuous cups of unlimited drinking with the same cup and a stir spoon.
Public relations are very high -the -rmal atmosphere, and the service staff except the bartender are very polite.
Good service and chat.People who really want to drink and enjoy the atmosphere do not push.",0.106,0.058,0.836,0.6207
"第一次來玩，真的很開心～
特別 特別感謝
一直在吧台忙碌調酒的丹丹、Rita那時候的照顧
百忙之中還是抽空陪我們哈拉和陪喝酒
人超好，完全沒有距離
完完全全把客人都當朋友 超讚
最後真的喝到放飛自我，我手機還多了很多跟丹丹的謎之合照🤪

謝謝你們辛苦啦～
有機會會在去的❤️❤️❤️❤️❤️","I am really happy to play for the first time ~
Special thanks
Dandan and Rita, who have been busy bartender at the bar at that time
During the busy schedule, I still took the time to accompany us Hara and accompany drinking
People are super good, there is no distance at all
Take all the guests as friends who are completely praised
In the end, I really drink it. I still have a lot of photos with Dan Dan's mystery.

Thank you for your hard work ~
I have a chance to go ❤️❤️❤️❤️❤️ ❤️",0.236,0.028,0.736,0.9789
每一次去都是嗨到爆炸 和朋友一直被拉上去跳舞 很好笑 只是上次跨年活動的音樂真的有點太大聲了 一走進去耳朵就很痛,"Every time I go to the explosion and my friends have been pulled up and dancing, it's funny, but the music of the last New Year's event is really a bit loud.",0.118,0.0,0.882,0.4588
尺度超大！活動都超棒！超級推薦！,The scale is large!The activities are great!Super recommended!,0.277,0.0,0.723,0.3971
"這邊真的很好玩，每次去都玩很嗨，在中間跟自己的朋友～還有不認識的朋友一起跳舞，表演也都很好看，越晚大家越放鬆～
自然交到很多朋友
跟我最要好的帥「丹丹」
真的很專業，全場都照顧的很好，雖然忙翻了但還是會過來聊幾句喝一下，把客人都當朋友在照顧，揪甘心～٩(˃̶͈̀௰˂̶͈́)و
公關肉肉也是熱情，不管是不是第一次去，他們都照顧的妥妥der～
喔對！那邊的美美吧台Rita ，偶爾限定當DJ～歌超好聽～～～～～","It's really fun here. Every time I go to play very hi, I have dancing with my friends in the middle ~ and friends who do n’t know, and the performance is also good. The later you are relaxed ~
Naturally make a lot of friends
With my best handsome ""Dan Dan""
It's really professional. I take care of the audience very well. Although I am busy, I will still come over and talk a few words, treat the guests as friends, be willing to be willing ~ ٩ (˃̶͈̀௰˂̶͈́) و
Public relations flesh is also enthusiastic. Whether it is for the first time, they take care of the proper der ~
Oh yes!Rita, the beautiful bar over there, occasionally limited to DJ ~ song is super good ~~~~~",0.34,0.009,0.65,0.9951
好玩、熱鬧、調酒也好喝，工作人員都很熱情活潑親切，假日的好去處，願意再訪❤️❤️薯條跟雞柳條還有雞塊都超好吃的想到都流口水🤤 …,"Fun, lively, bartending is also delicious. The staff are very enthusiastic and lively and kind. Holidays are good, willing to visit again ❤️❤️ French fries and chicken wicker and chicken nuggets are super delicious.",0.55,0.0,0.45,0.9862
NN超帥 超棒超棒👍🏻👍🏻👍🏻,Nn super handsome and superb 超,0.789,0.0,0.211,0.9042
氣氛特別好酒也好喝，公關姊姊長得太好看了！希望下次來的時候能有個浪漫的邂逅！！,"The atmosphere is very good or delicious, the sister of the public relations is too good!I hope there will be a romantic encounter next time!Intersection",0.388,0.0,0.612,0.9237
S很會帶氣氛喔讚！,S is very atmospheric!,0.0,0.0,1.0,0.0
"音樂可以再爛一點 場子好冷
毀了我們一晚的時光 怒!!!!
感覺到這裡是收完門票錢就想攆客人走的意圖太明顯啦！
還好公關很努力 蠻辛苦的 拍肩

還是gay bar好玩有趣
希望Les加油呀！","Music can be a little bit worse, so cold
Destroy our one night of anger !!!!
I feel that the intention to take the guests after receiving the ticket is too obvious!
Fortunately, the public relations are working hard to clap their shoulders

Still gay bar fun and interesting
Hope LES cheer!",0.194,0.169,0.637,0.3956
"推推大家來
詳細活動可以追蹤他們的Instagram","Push everyone
Detailed activities can track their Instagram",0.0,0.0,1.0,0.0
店員超好聊❤️‍🔥 …,The clerk is good to talk ❤️聊 ...,0.266,0.0,0.734,0.4404
"1.調酒難喝 ，基本功不足 。
2.DJ音樂很乾 ，舞池空蕩。

雖說貴店是北市唯一跳舞的T Bar，很多人慕名而來 ，但建議老闆能重視這兩個區塊，不然客戶只光顧一次 ，流失很快 。","1. Blooming is difficult to drink, and the basic skills are insufficient.
2.DJ music is very dry and the dance floor is empty.

Although your store is the only TBAR dancing in Beishi, many people come here, but it is recommended that the boss can pay attention to these two blocks, otherwise the customer only patronizes once and the loss is very fast.",0.032,0.14,0.828,-0.6652
氣氛好音樂讚,Atmosphere good music praise,0.765,0.0,0.235,0.7579
"環境超棒，氣氛及格調上也很棒
現場服務也非常親切，女生朋友來整個都很喜歡

周末五六還有特別活動和專業的DJ在店裡演奏音樂!!!超特別
是我推薦給身邊女生朋友想安全狂歡的首選","The environment is great, the atmosphere and style are also great
The on -site service is also very kind.

There are special activities and professional DJs in the store on the weekend !!! Super Special Special
I recommend the first choice for girl friends around me to want to be safe carnival",0.457,0.0,0.543,0.9868
"沒有別人評論的那麼差
這次來DJ選的歌都很有氣氛
空調溫度剛好，管理的很有秩序
工作人員一直都在，有問題能立刻向他們反應

不錯的一家店","Not as bad as others' comments
The songs I chosen from DJ this time are very atmospheric
The temperature of the air conditioner is just right, and the management is very orderly
The staff has always been there, and there is a problem to respond to them immediately

A good shop",0.102,0.048,0.85,0.4678
"第一次來，氣氛超級嗨，好喜歡這種感覺
大家都玩的超開，讚👍🏻希望下次有機會再來 …","For the first time, the atmosphere is super hi, I really like this feeling
Everyone is playing over, and I hope that I will come again next time ...",0.357,0.0,0.643,0.9071
"地點在地下室但不會覺得悶，每週都有不同的主題，很好玩
公關人員和員工們都很好相處也很嗨
酒類有分單點或暢飲，建議想來的人可以看看","The location is in the basement but it will not feel stuffy. There are different themes every week.
Public relations personnel and employees are very good and very hi
There is a single point or drinking of the wine. It is recommended that those who want to come can see it",0.142,0.0,0.858,0.7869
工作人員超熱情！真的好玩～,The staff is super enthusiastic!It's really fun ~,0.565,0.0,0.435,0.831
公關和酒保都超親切！調酒可以依個人需要調配最適合自己的酒～是個讓人心情溫暖的地方！值得一去再去！💕 …,Public relations and wine insurance are super kind!Bart -up can blend the wine that is most suitable for you according to individual needs ~ It is a warm place!It's worth going again!💕 💕 ...,0.349,0.0,0.651,0.953
台北最火辣最具代表性女同夜店沒有之一了ㄅ,There is no one of the hottest and most representative lesbian nightclubs in Taipei.,0.0,0.145,0.855,-0.296
所有的服務都很貼心可愛，非活動日和朋友小酌也很適合，非常愉快輕鬆～❤️,All services are very intimate and cute. It is also very suitable for non -activity days to drink with friends. It is very happy and easy ~ ❤️,0.351,0.0,0.649,0.9263
"工作人員有趣且和善
而且普遍顏值高
酒和一般暢飲店相比好喝很多，歌曲和DJ也很會帶氣氛

除了場地小以外，以後還是會再光顧","The staff is interesting and good
And generally high value
The wine is much better than the general drinking shop, and the song and DJ will also have the atmosphere

In addition to the small venue, I will still patronize in the future",0.218,0.0,0.782,0.872
"員工活潑有趣 調酒種類多又好喝 要什麼特別的調酒都可以調出想要的味道
每週活動豐富 公關也很親切 真是一個放鬆交友的好去處","Employees are lively and interesting.
Every week, it is very kind to enrich the public relations. It is a good place to relax and make friends",0.476,0.0,0.524,0.9531
公關親切會主動介紹酒單，調酒餐點皆可，可能是平日來比較少人但氣氛還是不錯。,Public relations will take the initiative to introduce wine lists. Bart -up meals are available. It may be that there are relatively few people on weekdays but the atmosphere is still good.,0.11,0.0,0.89,0.5927
音樂確實很… 菸味也…還好啦 有幾間夜店沒菸味的 但T有可愛有帥 酒調的還算濃 400喝爽 夫復何求,"The music is indeed very ... the smell of smoke is also ... fortunately, there are a few nightclubs without smoke, but T is cute and handsome.",0.249,0.0,0.751,0.8519
我喜歡這裡的氛圍 一言不合就Battle  DJ放的歌也超好聽 重點是可不可以留一個舞台給我！ 讓我盡情地high,I like the atmosphere here. The song that the Battle Dj is super nice is that you can leave a stage for me!Let me all high,0.277,0.111,0.612,0.7712
dj tony很不會放音樂 除了難聽之外 每次在要嗨的時候就把音樂關掉 不然就是一是一直跳針 幹有夠解嗨 暢飲的酒也難喝  但是bartender很帥,"DJ TONY can’t put music, except that every time you want to turn off the music, you do n’t have to drink it if you have been jumping with the needle.",0.042,0.0,0.958,0.0772
"暢飲的調酒好好喝，讓我一杯接著一杯
而且裡面的客人跟店員都好友善
害羞不敢跳舞 ， 還有人帶我一起
認識好多朋友真的是讓我覺得好開心🥳
就算自己去也不孤單
國語派對真的好嗨森
DJ夠吸睛的😋😋😋","Drink the bartender and drink well, let me have a cup after a cup
And the guests and the clerk are friendly friends
I dare not dance as shy, and there are still people who take me together
Knowing a lot of friends really makes me feel so happy 🥳
Even if you go, you are not alone
Mandarin party is really hilarious
DJ is eye -catching 吸",0.295,0.026,0.679,0.9696
超愛taboo的🖤愛了10年～店員顏值爆表跟客人都打成一片態度親切，每個月的主題多樣化：）總之taboo陪著我長大😂 …,"I love TABOO for 10 years ~ The shop clerk has a good attitude with the guests, and the theme of each month is diversified :) In short, TABOO accompanies me to grow up ...",0.24,0.0,0.76,0.8779
又裝潢翻修了一次，包廂座位更多了，DJ台超級高，上次跟將近十個朋友一起去，店裡氣氛跟vibe彆扭彆扭的，不知道是不是年紀大了，覺得那邊好像現在比較適合大學生去。,"The decoration has been renovated again, and there are more box seats. The DJ platform is super high. Last time I went with nearly ten friends. The atmosphere in the store was awkward and VIBE. Suitable for college students.",0.157,0.036,0.807,0.7506
酒好喝，最愛假日的暢飲，平日比較少來，喜歡這裡的工作人員跟公關的互動，推薦大家可以親身來體驗看看！,"The wine is delicious, the favorite holiday drinking, there are fewer on the day. The staff who like it here interact with the public relations. I recommend that you can experience it for yourself!",0.336,0.0,0.664,0.9286
宵夜喝好好吃 bar tender 好帥,"Drink for supper, delicious BAR TENDER so handsome",0.566,0.0,0.434,0.8323
"保持著真的沒地方可以去了
有總比沒有好
雖然評價很差 但總覺得應該也不會爛到哪裡去吧
結果真的超乎想像的爛
酒怎麼可以難喝成這樣 真的非常超乎想像
台灣拉拉真的沒地方去了耶……","Keep there really nowhere to go
There is always better than not
Although the evaluation is poor, I always feel that it should not be bad.
The result is really beyond the rotten imagination
How can wine be difficult to drink like this, it is really beyond imagination
There is no place to go to Taiwan Lala ...",0.117,0.161,0.722,-0.4791
"從2017年第一次來這裡就愛上塔布了，因為塔布讓我重新找到自己，在這裡玩了3年也陸續交了好多朋友，讓我在這個圈子不孤單～～

非常推薦一個人也能來喝喝酒交朋友，這裡的員工也很照顧客人沒有距離感，沒事就多去找他們喝喝酒🤣 …","I have fallen in love with Tabo since I first came here in 2017, because Tabo asked me to find myself again, and I have made a lot of friends one after another after playing here for 3 years, so that I am not alone in this circle ~~

I am highly recommended that a person can also come and drink to make friends. The employees here also take care of the guests and have no sense of distance. Go to them to drink and drink more ...",0.187,0.046,0.767,0.9265
很雷，音樂很無趣。公關沒帶動氣氛。而且感覺很坑，很缺錢的店。從此以後退出夜店屆,"Very thunder, music is boring.Public relations do not drive the atmosphere.And it feels very pitted, very short of money.From then on, withdraw from the nightclub",0.0,0.0,1.0,0.0
音樂及主題多樣化，雖然空間小，但是氣氛不錯，公關人員也相當友善，非常適合女性朋友參加體驗。,"Music and theme diversified. Although the space is small, the atmosphere is good, and the public relations personnel are quite friendly, which is very suitable for female friends to participate in the experience.",0.24,0.0,0.76,0.8588
吧台調酒態度超級差 給酒還灑出來 糟蹋人？,The bar mixing attitude is super bad and sprinkled out of the wine?,0.212,0.19,0.598,0.1027
😍 …,😍 …,0.429,0.0,0.571,0.4588
想放鬆嗨一定要來這😉😉,"If you want to relax, you must come here",0.375,0.0,0.625,0.4939
音樂很high 時不時有主題活動很刺激，公關與調酒人員都很熱情❤️DJ又帥又美🥳 …,"When the music is very high, the theme activities are very exciting, and the public relations and bartenders are very enthusiastic. ❤️Dj is handsome and beautiful ...",0.37,0.0,0.63,0.9335
"第一次來但有點失望
場地不大 屁孩有點多
可能是因為我來到未成年趴
或許下次會試試別的主題","The first time but a little disappointed
There are a lot of venues
Maybe it's because I came to a minor party
Maybe I will try other themes next time",0.101,0.105,0.794,-0.0414
DJ風格多樣 好音樂配酒很讚很嗨 人員也都超級親切超喜歡🤟🏻🤟🏻🤟🏻 …,"DJ style is diverse good music with wine, very good, very hi, and they are super friendly and I like it ...",0.48,0.0,0.52,0.9402
"酒超好了～牛肉麵超好吃！
丹丹超帥😏","The wine is super good ~ beef noodles are so delicious!
Dandan Super handsome",0.681,0.0,0.319,0.9647
"燈光美氣氛佳
公關人也很好😘
炸物超級好吃🥳🥳
現在禁菸所以待酒了也沒有煙味 …","Beautiful light atmosphere
Public relations people are also very good
Fried objects are super delicious 级
Now there is no smoke for smoking for smoking for smoking ...",0.368,0.055,0.577,0.9259
安妮非常熱情❤️人很好酒非常好喝讚讚讚🫰🏻 …,"Annie is very enthusiastic ❤️ People are very good wine, very good, good, praise ...",0.606,0.0,0.394,0.9511
"平日想要放鬆跟暢飲的
來這就對了
BarTender又帥😎 …","I want to relax and drink on weekdays
Come here right
Bartender is handsome again ...",0.363,0.0,0.637,0.7506
"禁菸之後 回家都不會有濃濃的煙臭味
不錯不錯
每次去都可以玩的盡興","There will be no strong smoke odor after smoking prohibit
Not bad
You can play with every time you go",0.21,0.108,0.681,0.3711
時常有活動，服務親切,"There are often activities, and the service is cordial",0.0,0.0,1.0,0.0
酒好喝 服務很好，三五好友聚會的好地方，下次會再來，大推,The wine is good and the good service is very good.,0.529,0.0,0.471,0.8399
