Original,EN,Positive,Negative,Neutral,Compound
"餐點中規中矩，飲料與調酒很普通。

份量可以，五個人今天吃了六千多，吃完沒有那種覺得今天很滿足可以打道回府的感覺
後來還要去吃台灣第一鹹酥雞

總共點了美式玉子燒、金沙套圈圈、酥炸雞軟骨、莎莎扒肥腸、雪中天使炒烏冬、紙包辣考土雞飯（中辣）、炊煙烤物盤、真的綠袖蓮、烤季節蔬食、黑蒜香菇雞，
飲料點了三杯酒跟兩杯無酒精飲料

招待是蘿蔔片與五個shot(裡面有兩杯是蘋果汁）

唯一吃了覺得很驚艷的是美式玉子燒，其他的都是市民大道上生意不差的居家屋可以做出來的味道。
雖然是走日式風格，但調味很西方、歌單很台灣，聽的都是梁靜茹五月天周杰倫哈哈哈

與期待最不符的是黑蒜香菇雞湯
真的是很小一盅，用黑蒜熬製味道很濃郁
但因為真的太小一碗了不是大家可以分的量，所以比較不推薦

比較是吃裝潢的

提供大家參考","The meal is quite satisfactory, and drinks and bartending are ordinary.

The portion is okay. Five people have eaten more than 6,000 today. After eating, there is no feeling that I can return to the house today.
Later, I went to eat the first salty crispy chicken in Taiwan

A total of American -style jade roasted, jinsha set circles, crispy fried chicken cartilage, Sasha chop fat intestines, the angel fried Udry in the snow, spicy chicken rice (spicy), cooked smoke grilled plate, real green sleeve lotus , Baked season vegetables, black mushrooms, chicken,
The drink ordered three glasses of wine and two cups of alcoholic drinks

The hospitality is radishes and five shots (there are two cups in it are apple juice)

The only thing that I felt amazing was American Yoko, and the others were the taste that the home house where business on the citizen's avenue was not bad.
Although it is a Japanese style, the seasoning is very Western and the song list is very Taiwan.

The most inconsistent with expectation is the black garlic shiitake mushroom chicken soup
It's really a small cup, and the taste of black garlic is very strong
But because it ’s too small, it’ s not the amount that everyone can divide, so it is not recommended.

Compared with decoration

Provide your reference",0.044,0.013,0.943,0.7091
"適合多人聚餐
兩人點那麼多吃到剩下一道已經極限
酒類選擇還算多
最喜歡雞軟骨和豆腐～
這次都沒吃到主食很可惜","Suitable for multi -person dinner
Two people order so much to eat the remaining one, the remaining one is already the limit
There are so many wine selection
Favorite chicken cartilage and tofu ~
It's a pity not to eat the staple food this time",0.062,0.046,0.892,0.2023
"大直大區少數有開到半夜的餐廳
半夜想聚餐的話基本上是最好的選擇
只是座位不多，最好提早訂位

餐點價格高昂
但是十分美味
就算是果汁也跟一般果汁店賣的喝起來不同
主食料理的量不少
可以三四個人分著吃
是一個值得多來的餐酒館

半夜來的話交通算是很方便
晚上的內湖幾乎沒有人
路邊停車格非常多
不用擔心找不到停車位","There are a few restaurants in the midnight in Dazhi District
If you want to dinner in the middle of the night, it is basically the best choice
It's just that there are not many seats, it's best to order early

The price of meals is high
But very delicious
Even if it is fruit juice, it is different from the general fruit juice shop.
There are many staple foods
You can eat three or four people
It is a meal tavern worth more

If you come in the middle of the night, the traffic calculation is very convenient
There are almost no one in Neihu at night
There are a lot of parking grids on the roadside
Don't worry, you can't find a parking space",0.125,0.017,0.858,0.9317
"隱四店🔜
走日式居酒屋風格，有兩層樓，樓上空間比較大，很適合朋友小聚😀
🥢炊煙烤物盤
🍤揚出炸豆腐
🥘雪中天使炒烏冬
🦴焦糖脆雞皮
🥢山藥明太子
🥬真的綠袖蓮
還要再去個5678次才能把想吃的都吃完😳

#隱侍餐酒館
@thesamuraibistro
📍樂群二路279號
⏰18:00-02:00（週末-03:00）","Hidden Four Shop 🔜
The style of the Japanese -style izakaya has two floors. The space upstairs is relatively large, which is very suitable for friends to gather 😀
🥢 cooking smoke barbecue plate
豆 豆 🍤 🍤 🍤 🍤 🍤 🍤
炒 炒 🥘 🥘 🥘 🥘 🥘 中 中 中 🥘 🥘 🥘 🥘 🥘 🥘 🥘
皮 caramel crispy chicken skin
Prince Yama Yama
🥬 🥬 🥬 🥬 🥬 🥬 🥬
You have to go to 5678 times to eat what you want to eat.

#馆
@Thesamuraibistro
No. 279, Xunlequn 279
218: 00-02: 00 (Weekend-03: 00)",0.046,0.0,0.954,0.7322
"*價格略高是因為有點了一些酒(杯/隻)

整體氛圍很好 下班/續攤的好去處
越晚越多美女😛
梅酒的種類滿多的 還有清酒
不喝這些的人還有啤酒可以喝唷
喝了紫蘇梅、紅茶梅酒、啤酒
調酒感覺也很讚～～～😟

餐點份量意外的大
是可以吃飽的那種 也好吃～","*The price is slightly higher because there is a bit of wine (cup/piece)

The overall atmosphere is very good to get off work/renewal
The later, the more beautiful women 美 美 美 美
There are many types of plum wine and sake
People who do n’t drink these and beer can drink
Drinking perilla plum, black tea plum wine, beer
I feel very good for bartender ~~~ 调

Meals are unexpectedly large
It's good to eat full ~",0.154,0.0,0.846,0.9257
"氣氛好 餐點美味～
很有特色的日式餐酒館
還有電視牆播放運動賽事
不過整體價格偏高","The atmosphere is good meals and delicious meals ~
Very distinctive Japanese -style restaurant
There is also a TV wall played sports event
But the overall price is high",0.188,0.0,0.812,0.6124
"要在這點餐吃到飽
平均一個人要花1000～1500左右
今天聚餐吃了很多道
覺得串燒沒有特別讓人驚豔
最好吃的是金沙中卷跟炸牛蒡
中卷調味適中趁熱吃很香
炸牛蒡一盤不夠，點第二盤還十分鐘掃光
又酥又香太好吃了😋","Want to eat at this meal
On average, it takes about 1000 to 1500
I ate a lot today
I think skewers are not particularly amazing
The best thing is that the golden sand roll and the fried beef gruel
The middle roll seasoning is moderate, and it is very fragrant while it is hot.
The fried beef gangsters are not enough, and the second set is still in ten minutes to sweep the light
It's crispy and fragrant.",0.068,0.039,0.894,0.3559
"大直居酒店，炙干貝蟹黃，菜肉盤中飧，酥炸雞軟骨，雪中天使炒烏冬，蔥鹽松阪牛
吮指脆牛蒡乙份（打卡贈送）好吃，兩人很飽足。","Dazhiju Hotel, dried scallion crab yellow, pork in the vegetable meat, crispy fried chicken cartilage, snow angel fried Udin in the snow, onion salt pine beef
Finger sucking crispy beef pupae (punch card gift) is delicious, and the two are full.",0.145,0.0,0.855,0.765
蔥鹽松阪牛肉好吃，鹹豬肉像泰式松阪豬，店員服務親切，還獲得招待芭樂燒酒！,"Onion and salt Matsusaka beef is delicious, salted pork is like a Thai Matsusaka pig, the clerk has a kind service, and also obtains the hospitality of Berlus shochu!",0.276,0.0,0.724,0.8718
"鹹豬肉/山藥明太子/雪中天使炒烏冬
焦糖脆雞皮/莎莎扒肥腸/綠蓉羊肋條
金莎套圈圈/溫酒燒文蛤/大人的酸柑汁

鹹豬肉處理的很讚 油脂的部分很有彈性
QQ的豬皮 胡椒跟醃漬的調味溫和細緻
特調的醬汁酸甜涮嘴
洋蔥的嗆 蒜酥的辣豐富更多層次

明太子滿滿的鋪在山藥上
山藥脆口 帶有些微黏性
明太子烤的鮮美 也不會過鹹
起司的乳香增添溫和的調性 很是美味

雪中天使炒烏冬是意外有趣的一盤
雪裡紅炒海鮮烏龍麵搭配炸豬排
炸豬排根本精髓 炸的咖滋咖滋 肉嫩多汁
海鮮的料多到跟烏龍麵有得拼
魷魚/蛤蜊/蝦仁/扇貝 新鮮夠味
雪菜的鹹辣感提味 烏龍麵不夠Q稍嫌可惜

串烤的表現都不錯
雞皮烤的酥脆 搭配綿密馬鈴薯泥
口感矛盾卻又柔和舒服
搭配甜甜的焦糖醬根本意圖使人放不下口

肥腸搭配莎莎醬也是一絕
吃來不會太油 莎莎醬的酸辣有勁還很解膩
青蓉羊肋條的調味也是不賴
羅勒醬清新溫和 可惜羊肉稍乾

金莎套圈圈就是鹹蛋黃炸中卷
搭配清爽沙拉 綿密鹹蛋黃跟Q彈中卷
咬到些微胡椒顆粒 會散發更滿的香氣

溫酒燒文蛤端上桌先散發奶油香氣
蛤蜊多汁肥美 海味溫和
紹興燒完嗆辣 搭配洋蔥 九層塔 甘醇鮮甜

大人的酸柑汁是杯清爽酸甜的調酒
柑橘基調 搭配羅勒 梅子綠茶跟汽泡
簡單舒服 很適合開胃跟搭餐","Salted pork/yam prince/Snow Angel fried Udin
Caramel crispy chicken skin/Salsa chucky intestines/green sheep ribs
Jinsha House Circle/Winjiu Clade Clam Sour Sacrifice Snap

The salted pork treatment is very elastic about the oil and fat
QQ's pig skin pepper and pickled seasoning are gentle and meticulous
Sweet sauce sweet and sweet pouting mouth
The spicy and richness of the onion is more and more popular

Prince Ming is full of yam on the yam
The yam is crispy with some slight stickiness
The freshness of the Ming Dynasty is not too salty
The fragrance of the cheese adds mild tones very delicious

Angel fried Udin in the snow is an unexpected and interesting plate
Snow red fried seafood oolong noodles with fried pork chops
Fundamental pork chop fundamental fried coffee coffee, tender and juicy
There are so many seafood materials that have been fighting with oolong noodles
Squid/clams/shrimp/scallops fresh enough
The salty and spicy taste of Xuecai, the oolong noodles are not enough Q. Unfortunately

The performance of skewers is good
Crispy chicken skin is crispy with dense potato puree
The taste is contradictory but soft and comfortable
With the sweet caramel sauce, people can not let go

Fat intestine with Sasha sauce is also a must
It won't be too hot and hot, but it will be very greasy.
The seasoning of Qingrong sheep ribs is not bad
Laler sauce is fresh and gentle, but unfortunately the mutton is slightly dry

Jinsha set circle is salted egg yolk frying mid -roll
With refreshing salad dense salted egg yolk and Q bullet roll
Bite some micro -pepper granules will emit a full aroma

The warm wine roasted clam end to the table first and the cream aroma
Clade juicy fat and beautiful seafood mild
Shaoxing is hot and spicy with onion nine -layer tower sweet and sweet

Adult's sour juice is a cup of refreshing sour bartending
Citrus tone is matched with Laler plum green tea and steam foam
Simple and comfortable is suitable for appetizing and meal",0.16,0.017,0.823,0.9944
"店裡防疫態度非常糟，調酒師們邊喝酒調酒邊聊天，大概十分鐘內就又會倒下一杯酒給對方，重點是講話咳嗽沒戴口罩，如果簡單喝完就戴口罩我可以接受，但是喝完酒口罩就戴在下巴，位子剛好又在吧檯，還有呼吸道症狀！！覺得神扯！！

整體價位不低，松阪牛很還好，干貝加的配料有點腥，雞肉料理和烏龍麵ok，但下次我寧願吃美福飯店的義式餐廳，起碼服務好，防疫工作也做得好！

本來只想給一顆星，看在送餐人員妹妹滿積極的情況多給一顆星。
評論4.9，推論應該是打卡五星評論送牛蒡！","The epidemic prevention attitude in the store is very bad. The bartender chat with wine while drinking, and will pour a glass of wine for the other party in about ten minutes. The point is to talk about cough and do not wear masks. If you wear a mask after simple drinking, I can accept it. , But after drinking the wine mask, wear the chin, the seat happens to be on the bar, and the respiratory symptoms!IntersectionFeel God!Intersection

The overall price is not low. Matsusaka Niu is very good. The ingredients of the shellfish are a bit fishy. Chicken dishes and oolong noodles are OK, but next time I would rather eat the Italian restaurant of the Meifu Hotel, at least the service, the epidemic prevention work is well done well Intersection

Originally, I just wanted to give a star and see a star in the active situation of the food delivery staff.
Comment 4.9, the inference should be to punch a five -star comment to send cattle!",0.109,0.013,0.878,0.9476
"隱系列餐酒館不會讓人失望😊
吮指脆牛蒡超好吃！
嗜食如鮭黑嘴飯，微辣香香超好吃！ …","The hidden series and tavern will not disappoint 😊 😊 😊 😊 😊
Finger sucking crispy bull is super delicious!
Eating food like salmon black mouth rice, slightly spicy fragrance is super delicious!Mowing",0.52,0.029,0.451,0.9908
"「隱侍 The Samurai Bistro」，不是居酒屋，而是結合日式餐點與酒吧的餐酒館。

這裡本該是好友歡聚、把妹搭訕的夜店，但在滿滿日本元素下，客人們都自制起來。沒有酒臭、沒有煙味，只有店員與客人打成一片的歡笑聲。餐點高雅美味，價格實惠。在日式傳統風格下，時而混合韓式、美式，碰撞出驚艷的味道，山海關蒸蛋、地藏天婦羅、紙包辣烤土雞飯都是令人回味再三的佳餚。謎轆小章魚、炙干貝蟹黃盅等日式小菜也都是用料豪氣，鮮甜唰嘴。店員還贈送我們生蠔，新鮮無腥味，真正的海底牛奶。

我們在居酒屋向來不點酒。面對這等奧客，美麗的小姐姐幫我們精挑細選兩款氣味獨特的低濃度酒嚐鮮，還請調酒師調了無酒精的「來自天堂」，真的非常窩心。

半夜肚子餓睡不著？來隱侍邂逅美食、美酒、和美女吧！","""The Samurai Bistro"" is not a izakaya, but a restaurant that combines Japanese -style meals and bars.

This is the nightclub where friends gathered together and talked about the girl, but under the full Japanese elements, the guests made themselves.There is no smell of wine and no smoke, and only the clerk and the guests make a laugh.The meal is elegant and beautiful, and the price is affordable.Under the traditional Japanese style, it is sometimes mixed with Korean and American style. It collides with amazing taste. Shanhaiguan steamed eggs, Tibetan tempura, and spicy roasted chicken rice in Shanhaiguan are all remarkable dishes.Japanese -style small dishes such as the mystery of the little octopus, the dried scallion crab yellow cup are also rich in ingredients, fresh and sweet.The clerk also presented us oysters, fresh and fishy, ​​real underwater milk.

We have never ordered alcohol in izakaya.Faced with these Olympic guests, the beautiful lady helped us carefully select two unique low concentrations of wine, and asked the bartender to adjust the alcohol -free ""from heaven"".

Can't sleep in the middle of the night?Come and serve food, wine, and beautiful women!",0.236,0.046,0.718,0.9944
