Original,EN,Needs Review,Positive,Negative,Neutral,Compound
"酒款好喝，調酒師專業介紹
有一些特殊少見酒款，都可以詢問調酒師
義大利麵好吃，經介紹使用威士忌pairing ，呈現不同風味
有來信義區可以試試看

想看更多歡迎搜尋IG:weijen.cheng","The wine is delicious, the bartender professional introduction
There are some special rare wines, you can ask the bartender
The pasta is delicious, and the use of whiskey Pairing is introduced to present different flavors
You can try to see Xunyi District

If you want to see more, welcome to search for ig: weijen.cheng",False,0.231,0.0,0.769,0.9286
"服務生特別幽默風趣貼心，讓整個用餐過程充滿了歡笑和輕鬆感。他們不僅貼心，還會根據你的需求細心照顧，讓你感到賓至如歸。這裡的調酒也非常有創意，每一杯都帶著獨特的風味，不僅好喝，還讓人驚喜連連，是小酌聚會的好選擇。
店內的喇叭設計，都值得細品～","The waiter is particularly humorous and funny, making the whole dining process full of laughter and relaxation.Not only are they intimate, they will also take care of your needs, so that you will feel at home.The bartending here is also very creative. Each cup has a unique flavor. It is not only delicious, but also surprising. It is a good choice for a drinking party.
The horn design in the store is worthy of detail ~",False,0.254,0.022,0.724,0.9591
"信義區大推的bar
調酒師們很專業，也會客製化符合客戶喜歡的調酒🫶🏻👍","BAR pushed by Xinyi District
The bartender is very professional, and it will also be customized in accordance with the bartender that the customer likes.",False,0.104,0.0,0.896,0.4215
老闆很有親和力，不會有假假的跟你裝熟感，拿捏的恰到好處，專業的介紹，調製的也很令人出乎意料，每次經過一直想進來的店終於進來了。,"The boss is very affinity. He will not have a sense of familiarity with you. It is just right, professional introduction, and the modulation is also unexpected. Every time you have always wanted to come in, you finally come in.",False,0.0,0.0,1.0,0.0
"玄米創調蠻是驚艷
整體感覺很配味蕾
酒師傅都非常專業
值得嘗試不同心情","Xuanmi Chuangjian is quite amazing
The overall feeling is very picked bud
The liquor master is very professional
It is worth trying different moods",False,0.263,0.0,0.737,0.7574
"跟朋友在附近用餐完，剛好路過這家店，沒有想到發掘到不錯的bar～ 整體環境、調酒味道和調酒師都很讚💖調酒很有層次，無論是帶點青蘋果的茶香還是果香的甜奶酒都表現很好～ 不會很膩
蠻適合女生來喝酒聊天～調酒師人也很nice 是會讓人想再去的一家店👍🏻 …","After eating with friends nearby, I just passed by this shop. I did not expect to discover the good BAR ~ the overall environment, the taste of bartender, and the bartender. Or the sweet milk of fruity aroma is very good ~ I don’t get tired of it
It's pretty suitable for girls to drink and chat ~ The bartender is also a shop that makes people want to go again ...",False,0.197,0.034,0.768,0.9152
bartender 會調也會聊。如果坐吧台，bartender 會很詳細的問客人喜好，討論成份(這點很貼心，因為正在吃慢性藥，怕和有些食材相衝），製作出讓人滿意的調酒。店內氣氛、音樂的選擇很好，情侶約會、朋友聚會都適合～,"Bartender will also talk about it.If you sit on the table, Bartender will ask the guests in detail and discuss the ingredients (this is very intimate, because you are taking chronic medicines, you are afraid of the ingredients with some ingredients), and make a satisfactory alcohol.The atmosphere and music in the store are very good. The couple's date and friends gathering are suitable ~",False,0.126,0.0,0.874,0.8313
調酒師很專業而且很親切，店裡裝潢跟氣氛也很棒、今天喝了瑪格麗特、馬丁尼、長島冰茶，覺得都非常讚，以後必須再來😆非常推薦！,"The bartender is very professional and kind. The decoration and atmosphere in the store are also great. Today, I drank Margaret, Martini, and Long Island Ice Tea. I thought they were all very good. I must come again in the future!",False,0.228,0.0,0.772,0.9052
調酒師為勳真的專業，懂得我想喝什麼！假日想放鬆或想買醉都可以來，這邊氣氛超好。,"The bartender is a professional professional, know what I want to drink!You can come if you want to relax or buy drunk holidays. The atmosphere here is super good.",False,0.384,0.061,0.556,0.8955
老闆親自招待，超親切大方，懂做生意，請我們喝很多杯shot，有機會一定會再度光臨！,"The boss entertains himself, super kind and generous, knows business, please drink a lot of cups of Shot, and you will definitely come again if you have a chance!",False,0.492,0.0,0.508,0.9652
超讚，店員人超好、貼心，酒也調的超好喝，會想一直來😆,"Super praised, the clerk is super good, intimate, the wine is also superb, and you will want to come all the time.",False,0.547,0.0,0.453,0.9601
喜歡有氣氛、安靜的品酒，非常推薦來這家🩶bartender 人也都很友善！推推！,"I like the atmosphere and quiet wine, I am very friendly to this 🩶Bartnder person!Push!",False,0.336,0.0,0.664,0.7634
"調酒師專業
人都很親切，餐點好吃～
大推來這裡喝幾杯，以及牛肉麵、義大利超讚！","Burmone Professional
People are very kind, the meals are delicious ~
Push here for a few glasses, as well as beef noodles and Italy!",False,0.318,0.0,0.682,0.8685
跟一般酒吧相比餐點高級很多，而且藏酒的的量也夠多，尤其是Benny的介紹更為詳細,"Compared with the average bar, the meal is much higher, and there are enough amounts of Tibetan wine, especially the introduction of Benny is more detailed.",False,0.0,0.0,1.0,0.0
氣氛很好非常適合聚會，調酒師很專業，Tea island、森之紅、蘋果味特調..等，喝起來都很順口❤️ 薯條也好吃😋,"The atmosphere is very good and very suitable for the party. The bartender is very professional. Tea Island, Senzhong, Apple taste special .., etc., it is very smooth to drink ❤️",False,0.229,0.0,0.771,0.8221
很有趣的酒吧，Bartender 很愛聊天，酒的品質都不錯,"Very interesting bar, Bartender loves chatting, the quality of wine is good",False,0.516,0.0,0.484,0.8622
"美好的調酒盛宴，
讓我值得從高雄奔往台北🥰

厲害的調酒師 更是完整了這家店！","Beautiful bartending feast,
Let me run from Kaohsiung to Taipei 🥰

The amazing bartender is complete this shop!",False,0.459,0.0,0.541,0.9459
"氣氛很好 調酒師很好笑
很推薦👍👍👍","The atmosphere is very good, the bartender is funny
Recommended 👍👍👍",False,0.378,0.0,0.622,0.7841
Bartenders都很專業、根據你喜歡的口味推薦且客製化調酒，而且親切友善都很好聊，大大推推！,"Bartenders are very professional, recommended according to your favorite taste and customized bartending, and it is very friendly and friendly, greatly pushing!",False,0.406,0.0,0.594,0.9067
環境舒服 調酒師很幽默,The environment is comfortable and bartender is very humorous,False,0.469,0.0,0.531,0.7346
燈光好、氣氛佳，特別喜歡微醺調酒師的調酒，會再來造訪！,"Good lights and good atmosphere. I especially like the bartender of the winemaker, and I will visit again!",False,0.372,0.0,0.628,0.8353
調酒師微醺專業又親切，環境優美氣氛佳，推推👍🏻,"The bartender is very professional and kind, and the environment is beautiful and the atmosphere is good.",False,0.428,0.0,0.572,0.8876
酒跟餐點 整個氛圍 讚的👍,The whole atmosphere of wine and meals is praised by the atmosphere,False,0.225,0.0,0.775,0.4939
我只能說 如果愛品酒 沒有來這裡 真的是會後悔。,"I can only say that if I don't come here, I really regret it.",False,0.0,0.192,0.808,-0.4754
Bartender 很專業 能調出很好喝符合條件的酒,Bartender is very professional to be able to mix well and taste good wine,False,0.294,0.0,0.706,0.6124
"超nice的bartender
酒特別又好喝有層次
送他們去前五十啦","Super Nice Bartender
Wine is particularly delicious and layered
Send them before 50",False,0.517,0.0,0.483,0.8932
漂亮的食物好吃的環境好喝的廁所，雖然調酒師的專長似乎都是以茶為基底，但是都令我非常驚艷。Jo,漂亮的食物好吃的環境好喝的廁所，雖然調酒師的專長似乎都是以茶為基底，但是都令我非常驚艷。Jo,True,0.0,0.0,1.0,0.0
老闆請shot也很熱心介紹台灣製造的酒，酒類也好喝✌️,"The boss asked Shot to introduce the wines made in Taiwan very enthusiastically, and the wine is also good ✌️",False,0.263,0.0,0.737,0.7778
從之前的samaroli的樣品瓶到這次的Ardbeg supernova，總能在這裡挖到不少威士忌寶藏，真的大推,"From the previous Samaroli's sample bottle to the ArdBeg Supernova this time, I can always dig a lot of whiskey treasures here.",False,0.118,0.0,0.882,0.4215
"今天來這裡喝幾杯聊了好久
調酒師好親切！好好聊
可以過來聊聊喝幾杯","I came here for a few glasses today and talked for a long time
The bartender is so kind!Talk well
You can come and talk about a few cups",False,0.087,0.0,0.913,0.396
"Bartender的專業度很高
推薦的酒類別出心裁
坐在吧檯上喝一杯
會有意想不到的收穫","Bartender's professionalism is very high
Recommended wines are ingenious
Sit on the bar and drink a drink
There will be unexpected gains",False,0.183,0.0,0.817,0.539
調酒師都很chill 特色調酒也很好喝,The bartender is very chill specialty bartending and delicious,False,0.316,0.0,0.684,0.5719
調酒師挺有個性的，有推出一些很特殊但不錯喝的調酒品項，且聊開後人很好，很願意分享酒的相關知識，還偶爾會分享幾隻酒試喝，還有他親手做的餅乾甜點。 會想再帶人去,"The bartender is quite individual, and there are some special but well -drinking bartender items, and it is very good to talk about the future generations. I am willing to share the relevant knowledge of wine. He made a biscuit dessert.Will want to take someone again",False,0.241,0.0,0.759,0.9009
東西神好吃😋酒超讚氣氛也很舒服 …,East -West God is so delicious that the atmosphere is very comfortable ...,False,0.492,0.0,0.508,0.8653
"這次是： 香菜蘋果味！！！
每次Ann都可以製造各種味覺驚喜~","This time: Coriander apples!IntersectionIntersection
Every time Ann can make a variety of taste surprises ~",False,0.135,0.0,0.865,0.2942
調酒超讚❤️每週都要來喝～,Blooming is super ❤️ Come and drink every week ~,False,0.281,0.0,0.719,0.5994
豐富的威士忌收藏 經典好喝,The rich whiskey collection classic is delicious,False,0.593,0.0,0.407,0.8074
"被推薦了令人驚艷的酒
覺得是個非常開心的夜晚","Recommended wine that is amazing
I think it's a very happy night",False,0.516,0.0,0.484,0.8622
老闆親切有趣，條件好喝👍 …,"The boss is kind and interesting, the conditions are delicious ...",False,0.551,0.0,0.449,0.8689
調酒師很熱心、調酒很好喝,"The bartender is very enthusiastic, the bartender is very delicious",False,0.483,0.0,0.517,0.8169
"基隆路二段這也有著不少酒吧
這間交易吧沒有酒單
告訴bartender 你想要的口味
就會得到一杯口味平衡且適合自己的酒
專業而且親切
每一杯我都很喜歡也有層次感
慢慢的才把酒感和濃度加上去
還會想再來的一間bar
還有水餃也好吃","Section 2 of Keelung Road also has a lot of bars
There is no wine list for this transaction
Tell Bartender the taste you want
Will get a cup of flavor balance and suitable for you
Professional and kind
I like each cup very much and have a sense of layering
Slowly add the sense of wine and concentration
I still want to come again Bar
And dumplings are delicious",False,0.155,0.044,0.801,0.8271
"調酒味道紮實明確
兼具本格派與創意的好酒吧！","The taste of bartender is solid and clear
There are good bars with both Benge and Creative!",False,0.442,0.0,0.558,0.8516
"店員服務超好
氣氛也很棒！","The clerk service is super good
The atmosphere is also great!",False,0.583,0.0,0.417,0.9041
餐點超強，完全超過外面五星級餐廳，推薦bartender Benny 人帥又會調,"The meal is super strong, completely surpassing the outside five -star restaurant. It is recommended that Bartender Benny is handsome and can adjust",False,0.391,0.0,0.609,0.9042
"超愛這邊的酒！能提出自己喜歡的味道，不合適也可以做改善，超級棒 🥰
喝到的酒都超級好喝 🥳❤️","Love the wine here!Can put forward your favorite taste, you can also improve, superb
The wines you drink are super delicious 都❤️",False,0.551,0.0,0.449,0.9722
可以遇到懂自己心境的調酒師是很幸運的，口感拿捏的剛剛好，謝謝今晚小花的陪伴，下次見🫶🏻,You can meet the bartender who understands his own state of mind. It is very lucky. The taste is just right. Thank you for your company tonight.,False,0.183,0.0,0.817,0.6801
東西好吃，酒好喝，調酒師有一定的水準,"The things are delicious, the wine is delicious, and the bartender has a certain level",False,0.442,0.0,0.558,0.8591
"一間結合NFT交易的酒吧

調酒價位一杯約400元上下
平時去其他酒吧會覺得稍微有點小貴
但在交易吧卻覺得很物超所值

初次到訪點了三杯酒單上有的調酒
剛好點到的調酒品項感都偏輕
又都好喝，會讓人想一杯接一杯
調酒的層次很豐富
酒品的入口感很舒服
從第一口到飲用完畢
會喝到各種不同層次的風味
謝謝調酒師提供這樣的味覺饗宴

除酒單上有的調酒外亦可告知調酒師自己喜歡的風味及基酒請調酒師製作特調

店內環境舒適氣氛宜人
有一樓吧檯區和二樓座位區
調酒師親切健談
對於酒單上酒品的介紹也都很細心
介紹十分詳細，偶爾也會與客人聊幾句","A bar that combines NFT transactions

A cup of bartending price is about 400 yuan up and down
Usually go to other bars, it will feel a little more expensive
But in the transaction, I feel that it is very worthwhile

The first visit ordered the bartender on the three glasses of wine list
The feeling of bartending items that happens to be light is too light
It's all delicious again, it will make people want to make a cup after another
The level of bartending is very rich
The entry of wine is very comfortable
From the first to the drinking
Will drink a variety of flavors at different levels
Thank you bartender for providing such a taste feast

In addition to the alcohol on the wine list, you can also tell the bartender your favorite flavor and base wine, please make a special adjustment

The environment in the store is comfortable and pleasant
There is a seat area on the first floor and the seat area on the second floor
Careful and talkative
The introduction of wine on the wine list is also very careful
The introduction is very detailed, and occasionally talks to guests a few words",False,0.208,0.0,0.792,0.9939
"當天參加有趣的聖誕交換禮物活動，
服務的人員都很親切，和藹可親~~
專業的飛利浦bartender對於酒品介紹很詳細，
專業又熱情非常讚，也謝謝老闆舉辦有趣的活動，雖然我沒抽到大獎但還有安慰獎，酒好喝已經二訪的一間店，讚喔！","Participate in interesting Christmas exchange gifts on the same day,
The service staff are very kind and amiable ~~
Professional Philips Bartender is very detailed in the introduction of wine,
The professional and enthusiastic is very good. Thank you for holding an interesting event. Although I have not won the award, I still have the comfort prize.",False,0.313,0.076,0.611,0.9532
"很特別的酒吧，二樓還有包廂可以辦活動喔！
老闆說餐廳是良心事業，很講究，用的基酒比較好，價格又沒有賣很貴，重點是喝完不頭痛。","Very special bar, there is a box on the second floor to do activities!
The boss said that the restaurant is a conscience. It is very particular. The base wine used is better, and the price is not expensive. The point is that it does not have headaches after drinking.",False,0.114,0.0,0.886,0.7339
調酒很貴價格一杯都在500左右或以上，服務很差水沒了想請調酒師加水好像很不情願，不會想再來,The bartending is very expensive. The price is around 500 or more. The service is very poor.,False,0.0,0.175,0.825,-0.5256
"環境好 調酒師親切專業
會想常來的一家店！","A good environment for the environmental bartender
A shop that I want to come often!",False,0.257,0.0,0.743,0.5411
小花超級會調酒…. 一定要去點長島冰茶！！！,Xiaohua is super bartender ... Be sure to order Long Island ice tea!IntersectionIntersection,False,0.371,0.0,0.629,0.7574
店門口的網美牆很藝術也很吸睛 威士忌種類多 很多是不常在坊間酒吧看得到的，光頭Bartender幽默風趣  調酒的部分酸甜比例 酒水分配也很ok~,The net beauty wall in front of the store is very artistic and eye -catching. There are many types of whiskey. There are many types of whiskey. It is not often seen in the bar in the bar. The distribution of part of the sour and sweet ratio of the bald bartender is also OK ~,False,0.155,0.0,0.845,0.8668
可以直接說明自己想要什麼感覺的酒，喝起來完全符合想要的感覺，非常讚的一間酒吧,"You can directly explain what you want to feel wine, which is fully in line with the feeling you want.",False,0.194,0.0,0.806,0.2732
"一間沒酒單的酒吧！
調酒很好喝，價格親民又實惠！
調酒師很風趣，生意很好，適合朋友小聚會聊天的好地方，是個值得推薦的店，一定會再來！","A bar without a wine list!
The bartending is delicious, the price is affordable and affordable!
The bartender is very funny. The business is very good. It is a good place for friends to chat with friends. It is a recommended shop, and you will definitely come again!",False,0.38,0.0,0.62,0.9737
Cocktail 很好喝，味道，香氣都是我想要的，還介紹得很詳細，服務也很好，很值得一試,"Cocktail is delicious, taste, aroma I want, I also introduce it in detail, the service is also very good, it is worth trying",False,0.347,0.0,0.653,0.8439
店員人很好 很親切還有趣 想喝什麼樣的酒直接跟他說,"The clerk is very good, kind, and interesting, and what kind of wine do you want to drink to tell him directly",False,0.377,0.0,0.623,0.8712
"簡單內容少 不過想要點的酒 調酒師都能調的出來
和朋友來非常適合 環境乾淨舒服 很適合情侶約會或朋友聚會","Simple content is small, but the alcoholics who want to order can be adjusted
It's very suitable for friends to be clean and comfortable, very suitable for couples or friends meetings",False,0.411,0.0,0.589,0.9592
偶然發現家附近有一間優質的酒吧。bartender手藝高超，調了一杯完全符合我的需求的作品。以後絕對會再訪的💮 …,"By accidental found that there was a high -quality bar near the home.Bartender has a high craftsmanship, and I adjust a cup of works that fully meet my needs.I will definitely visit again in the future ...",False,0.069,0.033,0.897,0.34
Benny推薦的調酒超讚,Benny's recommended bartending is great,False,0.663,0.0,0.337,0.7096
調酒價格高，品質沒有到那個價格，調酒師臉很臭，身上也有異味，不推薦去,"The price of bartender is high, the quality does not reach the price, the bartender face is stinky, and there are odors on the body.",False,0.0,0.134,0.866,-0.3765
"世界各地美好的烈酒
不只有厲害的蘇格蘭威士忌
還有厲害的美國波本威士忌
不要再說波本威士忌沒有年份

美好且特別的蘭姆酒也都在那邊
更別提白蘭地了","Beautiful spirits around the world
Not only the powerful Scottish whiskey
There is also a powerful US Bourbon whiskey
Don't say that Bourbon whiskey is no year

The beautiful and special Rim is also there
Not to mention Bailan land",False,0.257,0.087,0.656,0.8679
服務很好，調酒師很細心介紹，還可以客製化調酒🍸👍,"The service is very good, the bartender introduces it carefully, and you can customize the bartender 🍸👍",False,0.207,0.0,0.793,0.5709
很不錯的地方，很用心對待客人，調酒也很用心,"Very good place, treat guests very carefully, and bartender is also very attentive",False,0.443,0.0,0.557,0.7876
調酒很有層次，店裡有很多酒可以選擇，bartender 幽默風趣也很有實力，店裡水餃好吃，會想再來，推薦😃 …,"There are layers of bartending. There are many wines in the store to choose from. Bartender is very humorous and very powerful. The dumplings in the store are delicious, and you will want to come again.",False,0.252,0.036,0.712,0.8563
氛圍很好 Rum超屌,The atmosphere is very good Rum superb,False,0.602,0.0,0.398,0.8204
氣氛很棒的酒吧 調酒師飛利浦aka基隆路光頭王 服務親切 調酒專業好喝 飯後聊天小酌最佳選擇,The atmosphere is great bartender AKA Aka Kelon Road Bald King Service Service Carey Bart -up specialty.,False,0.204,0.0,0.796,0.6249
這邊小姐姐都很漂亮❤️醉了,The younger sister here is very beautiful ❤️ Drunk,False,0.287,0.164,0.548,0.4201
店員好親切～不好喝還可以退酒哈哈😍 …,"The clerk is so kind -if it is not delicious, you can return the wine haha ​​...",False,0.302,0.123,0.575,0.6562
"品質很不錯的酒吧
裝潢設計有亮點 酒類的選擇齊全
初學者也能在這間酒吧找到自己喜歡的味道","Bar with good quality
The decoration design has a complete choice of wine
Beginners can also find their favorite taste in this bar",False,0.219,0.0,0.781,0.7096
"覺得調酒師很跩
大概身份尊貴的人去會比較好","I think the bartender is very stubborn
Probably a noble person will go better",False,0.297,0.15,0.553,0.4417
真的很棒 可以要來,It's great to come,False,0.577,0.0,0.423,0.6249
每一杯調酒都能喝出Bartender 的態度,Every cup of bartending can drink Bartender's attitude,False,0.0,0.0,1.0,0.0
朋友介紹而來，服務很棒！酒也好喝！,"Friends introduced, the service is great!The wine is also delicious!",False,0.48,0.0,0.52,0.8118
這裡的bartender都很願意試著了解客人的需求、做出最適合客人的作品，而且東西也很好吃🤤🤤 …,"The Bartender here is willing to try to understand the needs of guests, make works that are most suitable for guests, and things are also delicious ...",False,0.125,0.0,0.875,0.5719
沒有酒單 但酒都很好喝 我怎麼最近才發現😂,There is no wine list but wine is delicious. Why did I find out recently?,False,0.257,0.081,0.662,0.6652
個人覺得 B&B 很好喝，有人覺得偏甜，我個人覺得酒精度夠濃，所以喜歡。,"I personally think that B & B is delicious and some people feel sweet. I personally think that the accuracy of the wine is strong enough, so I like it.",False,0.33,0.0,0.67,0.9149
Alex太帥了吧 怎麼會有八天德薯條炸得那麼好吃？？（雖然沒拍到）但可以不要對讀書遲到ㄉ朋友那麼嚴格嗎😻 …,"Alex is so handsome, how can there be eight days of German fries that blew up so delicious?Intersection(Although I haven't taken it), can I not be so strict for my friends?",False,0.207,0.0,0.793,0.8213
調酒師調的酒很精緻，太有特色了！,The wine tuning is delicate and special!,False,0.456,0.0,0.544,0.4926
吧台調酒師專業 酒好喝 熱情😉😉 …,The barbecan bartender professional wine is so enthusiastic ...,False,0.34,0.0,0.66,0.6269
Bar leader wang功力深厚，調酒很棒，環境也很棒，餐點超讚😻,"Bar Leader Wang has deep skills, great bartending, the environment is also great, the meal is superb 😻",False,0.459,0.0,0.541,0.946
很不錯👍🏻酒調得很好。,Very good wine tune.,False,0.516,0.0,0.484,0.4927
調酒師調的都很特別，氛圍也很好,"The bartender is very special, and the atmosphere is also very good",False,0.382,0.0,0.618,0.734
氣氛不錯，調酒師很正,The atmosphere is good and the bartender is very positive,False,0.459,0.0,0.541,0.7778
酒真的很好喝，任何Bartender 的酒都很厲害，大家都可以來試試看！,"The wine is really delicious. Any Bartender's wine is very good, everyone can try it!",False,0.365,0.0,0.635,0.8165
調酒很漂亮 東西好吃到爆 整個很推,The bartending is very beautiful and the whole is so delicious that the whole is very pushing,False,0.373,0.0,0.627,0.8731
"bartender 功力一流沒話說
環境也很舒服🤣🤣
給個4.8","Bartender skills are first -rate
The environment is also very comfortable 舒
Give a 4.8",False,0.204,0.0,0.796,0.5563
rum的種類很多，調酒有特色，可客製化,There are many types of Rum.,False,0.0,0.0,1.0,0.0
氣氛好 bartender 調酒超好喝！每個星期都要報到！,The atmosphere is good Bartender bartending is super delicious!Report every week!,False,0.451,0.0,0.549,0.8118
酒讚 店員更讚,Jiuzan store clerk is even better,False,0.367,0.0,0.633,0.4404
"bartender功力好又會聊天
酒好喝東西也好吃 讚啦！","Bartender skills are good and can chat
It's so delicious for wine!",False,0.442,0.0,0.558,0.8374
"服務超好 音樂超喜歡 ！
值得聚聚聊聊的地方","Service is super good!
It is worth gathering and chatting",False,0.562,0.0,0.438,0.8398
"氣氛很好
質感拉滿
兩個Bartender 都很帥🥺 …","The atmosphere is very good
Texture
The two Bartender are handsome ...",False,0.39,0.0,0.61,0.7501
"空間舒適，門口網美網帥牆很好拍！
基隆路唯一光頭Bartender😂 …","The space is comfortable.
The only bald head Bartender😂 ...",False,0.338,0.09,0.571,0.7351
很多有趣少見的美威，威士忌愛好者來這會很開心。,"Many interesting and rare Meiwei, whiskey enthusiasts are happy here.",False,0.557,0.0,0.443,0.8316
"大推！
Bartender  談笑風生 調酒好喝！！
唯一支持 基隆路那個光頭","Push!
Bartender talks with laughter and bartending!Intersection
The only bald head supports Keelung Road",False,0.344,0.0,0.656,0.7418
在信義區不值得去這間吧，內容物根本沒到那個等級,"It is not worth going here in Xinyi District, the content has not reached that level at all",False,0.0,0.156,0.844,-0.2411
Bartender人很好，環境也很舒適,Bartender is very good and the environment is very comfortable,False,0.459,0.0,0.541,0.7774
完美的調酒與服務,Perfect bartending and service,False,0.552,0.0,0.448,0.5719
謝謝bartender 提供一個愉快的夜晚，交流茶酒的心得,Thank you Bartender for providing a pleasant night to communicate with tea and wine,False,0.326,0.0,0.674,0.7003
調酒好喝，週末的最佳選擇,"Blooming is delicious, the best choice on weekends",False,0.568,0.0,0.432,0.836
