Original,EN,Needs Review,Positive,Negative,Neutral,Compound
閒閒沒事路過，看到裡面沒人好像很好玩就進去了，第一次玩，非常舒壓，而且一次才10塊，越玩越有興趣XD,"Passing by leisurely, no one seems to be fun in it, I play in the first time, very relaxed, and only 10 yuan at a time. The more I play, the more interested XD",False,0.403,0.045,0.552,0.955
沒有店員的鏢店，跟朋友在一起的時候可以很自在,The dart shop without a clerk can be very comfortable when you are with friends,False,0.34,0.0,0.66,0.7713
我亂射一通！射了很多！很舒服！很紓壓！,I shot a mess!A lot of shot!Very comfortable!Very relieved!,False,0.32,0.0,0.68,0.5815
公標很多的針都壞了，只有三個標機，零錢機吐出來的錢機台都不太愛吃，投進去都在吐出來，很難投，地毯都爛了，除此之外還算不錯,Many needles that have a lot of public standards are broken. There are only three standard machines. The money machines spit out by the coin machine are not very much loved. They are spit out in it. Pretty good,False,0.128,0.136,0.736,-0.0905
24hr無人鏢店，平常去都蠻多人的，有時候要等別人打完才能打，設備有些損壞，如果不在意的話倒是可以輕鬆練鏢。,"The 24HR unmanned dart shop usually goes to a lot of people. Sometimes it is necessary to wait for others to finish it. The equipment is a bit damaged. If you don't care, you can easily practice the dart.",False,0.055,0.126,0.82,-0.4815
24H營業的無店員打標店，內附換幣機，門口有飲料機。給臨時不知道去哪裡殺時間的各位一個最佳的地方,"The 24h -free shopkeeper label shop, with a currency exchange machine, and a beverage machine at the door.For the best place for you who do not know where to kill time",False,0.187,0.117,0.697,0.4215
"老闆人超nice 陪我們喝酒
一直被灌酒還會錄影欠著下次還
平常沒事路過可以來充電吹冷氣
是個好的休息站
買杯咖啡也能來這裡渡過悠閒的午後時光","The boss super nice accompanies us to drink
I have been filled with alcohol and I will not be able to record it next time
You can usually pass by passing by, you can blow the air -conditioning
Is a good rest station
You can also come here to buy a cup of coffee through the leisurely afternoon time",False,0.146,0.0,0.854,0.8625
很溫馨隱密的飛鏢店，可以偷偷練習不會太丟臉wwww,"Very warm and secret dart shop, you can secretly practice, you will not be too shameful wwww",False,0.243,0.0,0.757,0.5888
現在已經改為小酒吧，以前的一個人練鏢天地已不在，有點可惜，所以我還是一樣三星不變…,"Now it has been changed to a small bar. The previous person practicing darts is no longer there, it is a pity, so I still have the same Samsung ...",False,0.0,0.136,0.864,-0.5267
很棒的概念省去人事成本所以不用低銷是不想待很久隨時想打一下鏢消磨時間的好地方,"The great concept saves personnel costs, so you don’t need to sell low. You don’t want to stay for a long time.",False,0.204,0.079,0.717,0.5106
"老闆很用心
我們被兌幣機吃掉十塊之後有馬上處理
建議直接密FB粉專 沒有電話可以打
處理效率很好~","The boss is very attentive
We were processed immediately after we were eaten by the currency machine
It is recommended that you can call directly in the secret FB fan.
The processing efficiency is very good ~",False,0.229,0.0,0.771,0.8313
鬧區中的24H無休飛鏢吧  跟附近店家合作的自動點餐 來這邊享受無人打擾的開心時光,The 24h endless darts in the downtown area come to the automatic order with nearby stores to enjoy the happy time without any disturbance here,False,0.292,0.0,0.708,0.8436
"好久沒玩的射標遊戲
會一直想玩下去","The shooting game that hasn't played for a long time
Will always want to play",False,0.209,0.115,0.677,0.169
"昨天換錢100元被吃掉
業主馬上也聯繫我們把錢退給我們
效率高","Yesterday I changed the money 100 yuan and was eaten
The owner will also contact us immediately to return the money to us
High efficiency",False,0.094,0.0,0.906,0.3612
有趣的地方！ 老闆夫婦很熱情 還有調酒飲料可以喝唷,Interesting place!The boss is very enthusiastic and the bartender drink can be drunk,False,0.343,0.127,0.53,0.623
使用了零錢機，沒有零錢出來。 浪費了我的100元。,"Used the change machine, no change came out.Wasted my 100 yuan.",False,0.0,0.18,0.82,-0.296
很不錯的無人飛鏢店，吃完飯後，可以跟朋友來玩,"Very good unmanned dart shop, after dinner, you can play with friends",False,0.491,0.0,0.509,0.8268
疫情期間暫停營業，加油,"During the epidemic period, business is suspended, come on",False,0.0,0.279,0.721,-0.4767
乾淨整齊的環境，簡單的打鏢空間，適合朋友聚會也適合自己練習,"Clean and neat environment, simple dart space, suitable for friends to gather, and it is suitable for practicing yourself",False,0.355,0.0,0.645,0.8316
老闆是日本人 環境乾淨 老闆很熱情,The boss is a clean environment for the Japanese environment. The boss is very enthusiastic,False,0.323,0.0,0.677,0.7346
不用飲料低消想要小射一下打發時間的好去處,Do not need to shoot a small shot in a small place to pass the time,False,0.12,0.0,0.88,0.2584
24小時自助的射標機很棒，晚上無聊的好去處,"The 24 -hour self -service shooting machine is great, the boring place at night",False,0.223,0.125,0.652,0.4215
地方小但 24hr 營業，適合下班獨自練鏢好地方,"Local is small but 24HR business, suitable for get off work alone to practice darts alone",False,0.0,0.263,0.737,-0.6124
不用低銷的小飛鏢場所,Small darts without low -selling,False,0.312,0.0,0.688,0.2057
老闆超親切又是個專業標手 去還可以學到很多,The boss is very kind and you can learn a lot of professional branches.,False,0.221,0.0,0.779,0.5709
24小時營業，適合自己去練鏢的好地方,"Opening 24 hours, suitable for your own good place to practice darts",False,0.209,0.0,0.791,0.4404
"無冷氣時，內部悶熱
機況算不錯","When there is no air -conditioning, the internal is sultry
The condition is good",False,0.17,0.129,0.702,0.1779
自助無人飛鏢練習場！,Self -service unmanned dart exercise field!,False,0.0,0.0,1.0,0.0
找個時間再回來練一下！,Find a time and come back to practice!,False,0.0,0.0,1.0,0.0
太棒ㄌㄧㄠˇ～老闆好棒棒，無敵鐵頭功,"Too great ㄠˇ ㄧ 老 ~ The boss is awesome, invincible iron head power",False,0.509,0.0,0.491,0.9081
發呆好地方，可是飛鏢很多壞ㄌ,"A good place in a daze, but a lot of darts are bad",False,0.108,0.338,0.554,-0.631
老闆親切，空間優質、舒服，舒壓的好去處！,"The boss is kind, the space is high -quality, comfortable, and a good place for comfort!",False,0.508,0.0,0.492,0.908
夜間無冷氣悶熱，靶塊狀況差容易掉鏢....,"There is no air -conditioning at night, and the condition of the target block is easy to drop darts ....",False,0.111,0.276,0.613,-0.5106
"2022/7/9
環境不錯","2022/7/9
Good environment",False,0.592,0.0,0.408,0.4404
超級讚 會再訪,Super praise will visit again,False,0.714,0.0,0.286,0.8176
最右邊的機台按鍵故障了,The keystone on the far right is faulty,False,0.0,0.247,0.753,-0.3182
"無人標店！
不用低消 很棒","Unmanned shop!
Not to be low, it is great",False,0.47,0.0,0.53,0.7356
把冷氣關掉真的不優,It's really not good to turn off the air -conditioning,False,0.0,0.23,0.77,-0.3988
晚上無聊沒事做的好去處,"Boring at night, it's okay to do something well",False,0.325,0.187,0.488,0.1779
無人飛鏢店，氣氛很好。,"Unmanned dart shop, the atmosphere is very good.",False,0.313,0.0,0.687,0.4927
簡單自助的無人鏢吧,Simple self -service unmanned dart,False,0.0,0.0,1.0,0.0
小錢買歡樂,Little money to buy joy,False,0.487,0.0,0.513,0.5859
很棒 沒人打擾,Great no one disturb,False,0.665,0.23,0.105,0.6319
環境良好 有冷氣,Good environment and air -conditioning,False,0.42,0.0,0.58,0.4404
很好的無人商店,Very good unmanned store,False,0.516,0.0,0.484,0.4927
東區射鏢好地方,East District Shooting Darts Good Place,False,0.367,0.0,0.633,0.4404
早起射鏢的好地方,Good place to get up early,False,0.367,0.0,0.633,0.4404
適合愛射鏢的朋友,Suitable for friends who love darts,False,0.646,0.0,0.354,0.8074
放鬆小地點,Relax a small place,False,0.492,0.0,0.508,0.4404
太讚了可以射飛鏢價格實惠地點好還有冷氣吹,"It's too much praised, you can shoot a dart price, the price is affordable, good and air -conditioned blowing",False,0.249,0.098,0.653,0.5719
偷偷摸摸的酒吧總是很有趣，而且是一個很酷的概念，但我們的雞尾酒還不錯。白雪公主太堅強，愛麗絲夢遊仙境太甜蜜。,"The sneaky bar is always very interesting, and it is a cool concept, but our cocktails are not bad.Snow White is too strong, Alice's sleepwalking Wonderland is too sweet.",False,0.322,0.039,0.639,0.8921
"可以輕鬆順便玩飛鏢的地方
鳳凰機三台，店內禁止飲食。外面有長椅和煙灰缸。","You can easily play darts by the way
There are three Phoenix machines, and diet is prohibited in the store.There is a bench and ashtray outside.",False,0.167,0.0,0.833,0.5859
"無低消的3座鳳凰飛鏢機台
有100元的兌幣機","3 Phoenix darts with no low -dimension
There are 100 yuan redemption machine",False,0.131,0.0,0.869,0.2057
只是飛鏢 - 沒有別的。沒有空調，沒有啤酒......：/,"It's just a dart -nothing else.No air conditioner, no beer ...://",False,0.0,0.18,0.82,-0.296
練習的好地方,Good place to practice,False,0.492,0.0,0.508,0.4404
24/7 開放,24/7 Open,False,0.0,0.0,1.0,0.0
好玩,Fun,False,1.0,0.0,0.0,0.5106
方便又乾淨。 ✨,Convenient and clean.Bleak,False,0.0,0.0,1.0,0.0
便宜,Cheap,False,0.0,0.0,1.0,0.0
好喝的桑格利亞汽酒！,A delicious Sanglia Auto wine!,False,0.499,0.0,0.501,0.6114
舒服的地方,Comfortable place,False,0.767,0.0,0.233,0.5106
