Original,EN
"氣氛好，想休息還可以打標喔
公關每個都很會聊天
值得再造訪的店家👍👍👍👍👍 …","氣氛好，想休息還可以打標喔
公關每個都很會聊天
值得再造訪的店家👍👍👍👍👍 …"
我每天都來 跟家人一樣,I come here every day like my family
喝酒好地方，唱歌玩darts都行。人都很熱情 想喝酒一定要來,喝酒好地方，唱歌玩darts都行。人都很熱情 想喝酒一定要來
整體來說不錯，店長跟公關也很好聊，放假小酌的好去處,"Overall is good, the store manager is also very good to talk with the public relations, and you can go for a good place for holidays."
"真的很好玩～
沒一個公關不好玩👍 …","It's really fun ~
No public relations are not fun ..."
氣氛好 喝酒來這就對了！,The atmosphere is delicious!
環境跟氣氛還不錯，可以打鏢玩遊戲～服務很優質😊 …,"The environment and the atmosphere are not bad, you can play darts and play games ~ The service is very high ..."
氣氛好 酒好喝 值得一來再來的好地方,"The atmosphere is good, it's worth the good place to come again"
八條通內 小酒坊 環境乾淨 可唱歌音響效果非常好 有吧台一個人也可以去消費 下班小喝喝不錯的地方 值得一去,The environment of the small winery in the eight tips can sing and sing the sound effect very good. There are a bar. You can also spend a lot of drinks and drink well. It is worth going.
"店員很漂亮～環境輕鬆～
可以打鏢玩遊戲，服務很好👍👍👍 …","The clerk is very beautiful ~ the environment is easy ~
You can play darts and play games, the service is very good ..."
正妹很多，調酒好喝，如果喜歡美女跟好酒的 來這裡絕對沒錯。,"There are a lot of Zhengmei, and bartending is delicious. If you like beautiful women and good wine, it is definitely right."
店員很輕切 這裡很棒👍,"The clerk is very light here, it's great 切"
酒好喝 美女一堆小憨超口愛,A good bunch of little puppets in the wine
美女如雲  又很親切  氣氛也不錯  是個好地方！,Beauty Ruyun is very kind and good atmosphere is good!
蠻溫馨的場所，照片皆本人！！大家都挺Chill的。值得你擁有!,"A warm place, the photos are all!IntersectionEveryone is quite chill.It's worth your own!"
公關很會喝 氣氛很歡樂 八條通顏值最高❤️,"Public relations can drink the atmosphere very happy eight, the highest face value is the highest value ❤️"
本店氣氛非常棒,The atmosphere of this shop is great
"店員超QQQQQ
可以唱歌打桌遊 氣氛很chill","Clerk super QQqqq
You can sing and play board games atmosphere very chill"
"店員親切 環境氣氛很好
值得一去","The clerk's kind environmental atmosphere is good
Worth a one"
"燈光好氣氛佳適合放鬆的地方
推👍🏻 …","Good light atmosphere is good for relaxation
Push ..."
Kiki. 就是讚。,Kiki. Just like.
"氣氛好,酒好喝,值得常去","The atmosphere is good, the wine is delicious, it is worth going"
店內有點小，但是整體環境與店員都很不錯,"The store is a bit small, but the overall environment and the clerk are very good"
"小酣超可愛😍
找小酣就對了～～～～ …","Xiaoxin is super cute 可
Just look for Xiaoli ~~~~ ..."
小恩店花 鎮店之寶 趕緊來莫內喝酒☺️,The treasure of Huaen Store Huazhen Store hurried to Mo Ne ☺️
公關正 調酒好喝,Public relations are bartending and delicious
氣氛好 酒好喝,氣氛好 酒好喝
在坐的店員沒一個會喝的！,None of the clerks who are sitting will drink!
小v好會喝，莫內扛霸子🤣 …,"Little V can drink well, Moane carries the tyrant ..."
妹子的宣傳照是真的有其人,妹子的宣傳照是真的有其人
進來就對了。,Just come in.
週末小酌好去處,Weekend drinks
環境優 氣氛佳,Good environmental atmosphere
33好會喝,33 good can drink
非常優秀,Very good
店員讚,Clerk
公關服務好,Good public relations services
放鬆的好地方,放鬆的好地方
服務好👍 …,服務好👍 …
讚讚,Praise
嘖嘖,Puppet
服務好👍 …,The service is good ...
❤️❤️❤️❤️,❤️❤️❤️❤️
讚讚,Praise
"店家裝潢簡約時尚，氣氛還不錯，店內有鏢機、唱歌設備。
酒類啤酒為主，調酒類為輔，吧台調酒技術都還可以沒有特別驚喜
裡麵店員很好聊天都很Nice","The store is simple and stylish, and the atmosphere is not bad. There are dart machines and singing equipment in the store.
Alcohol beer is the main and supplemented by bartending.
The clerk in it is good to chat"
可以唱歌好好玩,You can sing so fun
小菗很漂亮,Xiaoyu is very beautiful
三五好友小酌聊天很棒的地方,三五好友小酌聊天很棒的地方
很嗨🤚🏻 …,Very hi ...
調酒師很好！,The bartender is very good!
