Original,EN
調酒好喝 親切服務 值得再來～,"Blooming, delicious and friendly service is worth coming again ~"
店裡女生都很親切，很舒服的一家店,The girls in the store are very kind and comfortable in the shop
"Kuri 美麗又可愛，服務態度👍
Maio好正正正正！，喵喵喵喵喵","Kuri beautiful and cute, service attitude 👍
Maio is so positive!, Meow Meow Meow Meow"
"店員很嗨很好玩，超級好玩
我叫維尼水 謝謝妙妙蛙🐸","The clerk is very funny and fun, super fun
My name is Pooh, thank you Miao Miao Frog 我"
很好玩，裡面的人都很nice,"Very fun, the people inside are very nice"
"好吃、好喝、好好玩

我喜歡跟美女一起😂😂","Delicious, delicious, so fun

I like to be with beautiful women"
牛肉麵是一絕！當然各式酒類不會少，還有手足球台可供娛樂，晚上朋友一起喝酒聊天的好地方！,"Beef noodles are a must!Of course, there will be no small alcohol, and there are also good places to drink and chat together at night!"
"老闆帥店員漂亮
東西好吃服務超好","The boss is handsome
Good things are so good service"
老闆很帥愛聊天，調酒好喝！,"The boss is very handsome and chats, and sake is delicious!"
金色的頭髮調酒師很會跟客人聊天也很熱情和專業❤️ 這邊還可以唱歌 好喜歡這邊的環境❤️,The golden hair bartender is very enthusiastic and professional to chat with the guests. ❤️ You can sing here and like the environment here.
服務親切 店員美麗 餐點好吃,Serving a cordial clerk a beautiful meal delicious meal
氣氛很好 店員很親切！,The atmosphere is very good!
老闆跟每個服務人員都好親切，跟他們聊天聊的很開心，感覺像開閨蜜派對一樣，玩得很開心，下次一定會再去😊,"The boss is very kind with each service staff, and I am very happy to chat with them. It feels like a girlfriend party. I am very happy to play. I will definitely go again next time."
氣氛很棒的酒吧，即使一個人隻身前往也不用擔心會尷尬，PATINA Lounge 服務人員很會跟客人互動，PATINA Lounge 也會依照客人喜好做適合自己的調酒！重點是女服務人員多 個個都漂亮。總之就是一間 無可挑剔的酒吧👍,"The bar with a great atmosphere, even if a person goes alone, you don't have to worry about embarrassment. The Patina Lounge service staff will interact with the guests. Patina Lounge will make a suitable bartender according to the preferences of the guests!The point is that most of the female service staff are beautiful.In short, it is an impeccable bar 👍"
"很久沒來，跟之前一樣燈光好、氣氛佳！
調酒很棒！喝酒找妙妙，還有老闆ACE人很帥很NICE!","I haven't come for a long time, the same light and the atmosphere as good as before!
Blooming is great!Drink and find wonderful, and the boss Ace is handsome and nice!"
"第一次來，燈光好、氣氛佳！
調酒很棒！還有中山區小喵喵、熊熊、莉蒂漂亮又可愛，來了不會後悔的啦！","For the first time, the lights are good and the atmosphere is good!
Blooming is great!There are Zhongshan District Meow Meow, Bear Bear, Liti Beautiful and Cute, I won't regret it when I come!"
推一個張斑比 趕緊來喝爆他,Push a lottery and hurry up to drink and explode him
老闆很帥，衝著老闆來的，加上每次來服務人員跟其他客人都可以玩在一起，很放鬆～喝的很開心❤️,"The boss is very handsome, come to the boss, and every time the service staff can play with other guests, very relaxed ~ I am very happy ❤️"
服務很親切玩得很開心,The service is very kind to play very happy
"熊熊姐姐 非常美麗大方 和藹可親
喵喵真可愛 喵喵很可愛 喵喵最可愛","Sister Xiongxiong is very beautiful and generous
Meow Meow is really cute, Meow Meow Meow Meow is the cutest"
老闆人超好 適合小酌聚聚的好地方～,The boss is super good for a good place for drinking ~
店員活潑可愛，不定期有主題活動，不論男生女生都可以在這裡玩得很開心☺️,"The clerk is lively and cute, and there are theme activities from time to time."
"一群人來氣氛佳 !
一個人進來不會被冷漠 !
平日 / 佳節 買醉求茫首選
環境一流，餐點用心美味
熊熊(店員) 高顏值","A group of people come to the atmosphere!
If you come in alone, you will not be indifferent!
On weekdays / festivals, the first choice for drunk
The environment is first -rate, the meals are delicious
Bear (clerk) high value"
燈光美氣氛佳，老闆帥店員正，餐點好吃酒好喝，CP值高！雙城街最好的酒吧沒有之一,"The lights are beautiful, the boss is handsome, the meals are delicious, the cp value is high!None of the best bars in Shuangcheng Street"
"環境舒服冷氣很涼 ～
可以唱歌～～～～～","The environment is comfortable and air -conditioning is very cool ~
Can sing ~~~~~"
店員妙妙 傾國傾城 巾幗不讓鬚眉  江湖人稱千杯不倒  喝遍中山區無敵手 歡迎各路英雄好漢決戰紫禁之巔 站著進來 躺著出去,The clerk Miao Miao Qingguo City does not let the people in the Xu Mei Jianghu call the thousands of cups without drinking all the invincible hands of Zhongshan District to welcome the heroes of the heroes and good guys.
服務好，感覺很輕鬆～,"The service is good, it feels very easy ~"
店員好正,The clerk is so positive
"幾百年沒夜生活放肆一下
這間真的超讚超友善
燈光氣氛讚服務一流
去上洗手間
哇靠速口水
女生衛生棉通通有讚
超so sweet","Hundreds of years have no night life presumably
This is really super happy and friendly
Lighting atmosphere praise service first
Go to the bathroom
Wow
Girls' sanitary napkins are praised
Super SWEET"
氣氛好 餐點好吃 酒好喝 店員喵喵很漂亮可愛又會聊天,"The atmosphere is good meal, delicious wine, good drink, the shop clerk meow is beautiful and cute, and you can chat"
Kuri 好可愛 快來喝酒,"Kuri is so cute, come and drink"
燈光美氣氛佳、射飛鏢喝酒舒壓的好地方👍老闆人很nice 👍大推喔,A good place with a good light atmosphere and a good place for shooting darts.
調酒好餐點讚,Bart -up and eat a good meal
"氣氛超棒 超喜歡
很適合跟好友來聚聚小酌
很不錯的酒吧😍愛了","The atmosphere is great and super favorite
It's very suitable for friends to gather with friends
Very good bar 酒 love"
小酌休憩吃美食的好地方，吉米的花枝丸、薯條炸雞、牛肉麵都很讚，店員妹妹們有趣好相處,"A good place to eat food and eat food, Jimmy's Huazhi pills, fried fried chicken, and beef noodles are very good."
餐點滿不錯，頗熱鬧的酒吧,"The meal is full, the lively bars"
服務完善，氣氛佳，就一個人去跟店員也很好聊,"The service is complete and the atmosphere is good, just to talk to the clerk alone"
"我只能說燈光美
氣氛佳
正妹超多
來了您就嘿嘿嘿知道了","I can only say that the light is beautiful
Good atmosphere
There are so many Zhengmei
If you are here, you will hehehe"
氣氛一級棒，很推薦這裡喝酒🍺 …,"The atmosphere is great, it is recommended to drink here ..."
氣氛好 餐點超好吃 酒又好喝 店員都很漂亮又會聊天,"The atmosphere is superb, delicious wine, and the shop assistants are very beautiful and can chat"
"各位女公關個性好 又會帶動氣氛
店裡的氣氛不冷場又好玩❤️","Good women's public relations personality will also drive the atmosphere
The atmosphere in the store is not cold and fun ❤️"
氛圍滿滿 很同樂的好地方 每位員工都很親切 重點店長很帥唷👍,"The atmosphere is full of good places, each employee is very kind and the key manager is handsome 唷"
老闆帥炸，餐點精緻好吃😋很適合朋友一起遊玩的地方～,"The boss is handsome, the meals are delicate and delicious, it is very suitable for friends to play together ~"
餐飲調酒都很棒，會讓人想再來的好地方,"Dining and drinking are great, it will make people want to come again"
"很讚 老闆真的好聊
重點 妹子員工也好熱情 開心","I am very good to talk about the boss
The key girl employees are so enthusiastic and happy"
調酒師人很好 炸雞好好吃 還可以唱歌 滿分💯,"The bartender is very good, fried chicken, delicious, and you can sing with full scores 💯"
"酒好喝，現場妹子又漂亮。
老闆又帥，這樣的店哪裡找","The wine is delicious, and the girl at the scene is beautiful.
The boss is handsome, where can I find such a shop"
好喝又好玩，氣氛又很讚！老闆吹牛超強！！！,"It's delicious and fun, and the atmosphere is great!The boss bragging is super strong!IntersectionIntersection"
"氣氛好，老闆很帥
調酒好喝，聚會第一首選","The atmosphere is good, the boss is very handsome
Blooming is delicious, the first choice of the party"
酒好喝～妹子又正～重點是老闆又帥😍😍😍,The wine is delicious ~ The girl is positive ~ The point is that the boss is handsome and handsome
老闆人帥 沒吃到餐點 下次有機會去吃👍,"The boss is handsome and has no meal. Next time, I have the opportunity to eat 👍"
店員熱情 東西好吃,The clerk's enthusiasm is delicious
店員很熱情！,The clerk is very enthusiastic!
氣氛好，讃讃讃！,"The atmosphere is good, 讃讃讃!"
NN服務態度很讚👍,NN service attitude is great 态
"小喵喵好可愛哦 熊熊好美 恩恩好美
這邊太好玩了 都不想走了","Little meow is so cute, so beautiful, beautiful, so beautiful, so beautiful
It's so fun here, I don't want to leave anymore"
"是一個放鬆的好地方👍👍
推薦大家來玩喔！","It's a good place to relax 松
Recommend everyone to play!"
牛肉麵好吃，店員活潑好聊天，適合三五好友小聚喝酒🍻,"The beef noodles are delicious, the clerk chats lively, suitable for three or five friends to drink alcohol 🍻"
"可以找妙妙～妙妙很漂亮
人美有趣 這裡餐點又好吃","You can find wonderful ~ Miao Miao is very beautiful
People are beautiful and fun here is delicious here"
好喝又平價,Easily and cheap
是個開心喝酒的好地方，同事好友小聚很適合,It's a good place to drink happily.
可以輕鬆喝酒聊天的地方，還可以唱歌，重點裡面妹子都很正,"You can easily drink and chat, you can also sing, the girls are very positive"
超棒的，店員人又很好，魷魚很好吃,"The superb, the clerk is very good, the squid is delicious"
可以打鏢、可以唱歌🎤nice place …,"You can play darts, sing iNICE Place ..."
NN服務態度很好👍,NN service attitude is very good
非常喜歡這氛圍，喝的很歡樂😆,"I like this atmosphere very much, I am very happy to drink 😆"
氣氛好 妹子氣氛組的 不開心可以來找開心,"The atmosphere of the atmosphere is unhappy, you can come to find happiness"
調酒師年輕漂亮人超好👍👍👍👍,The bartender young and beautiful people are super good 👍👍👍👍
炸雞薯條必點 妙妙樂樂熊熊 店員超正❤️‍🔥,Fried chicken and potato strips must order Miao Miao Lexiu Bears Super Zheng ❤️‍🔥
溫馨又歡樂充滿愛的地方，去了就知道,"Warm and joyful place, you will know when you go"
氣氛佳，空間寬敞，互動良好，可以射飛鏢，可以唱歌,"Good atmosphere, spacious space, good interaction, can shoot darts, can sing"
店員毫無熱情，吧台4-5酒客妹妹完全不招呼，那些酒客不是發呆就是睡覺，有唱歌，但是完全不會帶動氣氛！,"The clerk has no enthusiasm. The 4-5 wine guest sister of the bar has no greeting. Those wine guests are either in a daze or sleep, and there are singing, but it will not drive the atmosphere at all!"
"氣氛不錯，而且店長很帥
餐點好吃，而且店長很帥
店員親切，而且店長很帥","The atmosphere is good, and the manager is very handsome
The meal is delicious, and the manager is very handsome
The clerk is kind, and the manager is very handsome"
燈光美，氣氛佳，適合放鬆一下的好地方。,"The lights are beautiful and the atmosphere is good, suitable for a good place to relax."
牛肉麵肉很嫩 酒好喝 店員人很好❤️,"Beef noodle meat is very tender wine, good drink, good shop clerk is very good ❤️"
氣氛熱鬧老闆很帥妹妹又可愛,"The atmosphere is bustling, the boss is very handsome, sister and cute"
不多說來就知道,You know not to say much
"菜單要什麼沒什麼  點了菜3-4小時才上快齊速度超級慢
煙味也很重 收費又很貴
非常極度不推薦
如果考慮這家 不用考慮了 可以換一家","What is the menu? There is nothing to order for 3-4 hours before it is fast and super slow.
The smell of smoke is also very heavy and expensive
Very extremely not recommended
If you consider this family, you can change one without considering"
老闆很親切，氣氛好，大推。,"The boss is very kind, the atmosphere is good, and pushes."
薯條超好吃,French fries are super delicious
"老闆一直贏我…
吹牛 打鏢 覺得老闆欠制裁","The boss has always won me ...
Blowing the dart, I feel that the boss owes sanctions"
來這裡遇到老朋友太幸運了,It's so lucky to meet my old friends here
店員很熱情,The clerk is very enthusiastic
我愛這邊的調酒~,I love the bartender here ~
讚 店員可愛又親切 氣氛好,Like the clerk's cute and kind atmosphere good atmosphere
在這邊超級自在 人都超好🙌🏻🙌🏻❤️🙌🏻🫶🏻,Here is super free 🙌🏻🙌🏻 🙌🏻🙌🏻 ❤️ 在
可以唱歌喝酒打鏢，老闆很帥,"You can sing and drink darts, the boss is very handsome"
"很讚👍👍👍
好喝又好吃😋","Very good
It's delicious and delicious 吃"
"哇嗚超讚的啦

來就知道讚","Wow, it's so happy

Come to know praise"
正妹超多帥哥超多氣氛超拍,"There are many handsome guys and many handsome atmosphere, super shot"
這一間店真的很好,This shop is really good
氣氛好，老闆又帥,"The atmosphere is good, the boss is handsome and handsome"
好酒吧推薦，牛肉麵特別好吃😋,"Good bar recommendation, beef noodles are particularly delicious 😋"
推薦，來店請找斑比！,"Recommended, please find spots on the store!"
服務人員很棒～很貼心,The service staff is great ~ very intimate
很熱鬧，氣氛很好，服務最棒,"Very lively, the atmosphere is very good, the service is the best"
㊗️生意興隆,㊗️ Business is booming
價格不貴！,The price is not expensive!
氣氛好 員工都很親切,The atmosphere is very kind and the employees are very kind
東西好吃老闆私房料理，藍調爵士樂，非常直得去的地方，重裝潢過，氣氛濃厚，喝酒沒壓力的店。,"East -stuff is delicious, privately cooking, blue jazz, very straightforward place, re -decorated, strong atmosphere, and stressful drinking."
氣氛很好餐點也好吃,The atmosphere is very good and delicious
"店員婷婷超熱情 歡迎大家來
喝酒首選","The clerk Tingting super warmly welcome everyone to come
Preferred"
很特別的酒吧！再訪！,Very special bar!Visit again!
繆繆好漂亮😍😍,Miao Miao so beautiful
服務很好,The service was excellent
太棒了，服務人員和老闆人超棒親切，可以唱歌喝酒的好地方！,"It's great, the service staff and the boss are awesome and can sing and drink!"
老闆很帥，很愛請酒！,The boss is handsome and loves to invite wine!
店員親切，音樂讚🎵,"The clerk is kind, music is praised ，"
店員很正 炸雞好吃,The clerk is very delicious and delicious
不醉不歸的妹子 漂亮又能喝,The girl who is not drunk is beautiful and can drink
調酒好喝，服務好,"Skymill is delicious, good service"
老闆 公關都超讚 完美無敵,The boss's public relations are super perfect and invincible
老闆好帥 妹好正,The boss is so handsome girl
我喜歡這裡的氣氛，也有我喜歡的歐式酒類供應。,"I like the atmosphere here, as well as the European -style alcohol supply I like."
妙妙打標好厲害,Miao Miao is so bad
服務態度很差，店內環境混雜，唱歌還會被警察關切,"The service attitude is very poor, the environment in the store is mixed, and singing will be concerned by the police"
妹子顏值太高了,The girl's face is too high
我朋友不會喝,My friend will not drink
老闆人很好 大推,The boss is very good
喝酒聊天的好去處，店員老闆都很親切,"The good place to drink and chat, the clerk owner is very kind"
調酒好喝❤️,Blooming delicious ❤️ ️
老闆好帥 婷婷好美,The boss is so handsome Tingting and beautiful
好喝！喝了會醉！,Special!Drinking it will be drunk!
喜歡這裡的氣氛,Like the atmosphere here
讚啦👍,Praise 👍
店員超親切,Clerk super kind
氣氛好,Good atmosphere
喜愛喵喵,Love meow
餐點好吃！,The meal is delicious!
人員服務好,Good personnel service
妙妙超會打🎯,Miao Miao Chao will fight
超級好玩！！！,Super fun!IntersectionIntersection
牛肉麵 水餃推,Beef noodle dumplings push
開心喝酒&唱歌！大夥聚會的好酒吧！,Happy drink & sing!Good bars at the party!
老闆超帥,The boss is super handsome
氣氛好,Good atmosphere
很悠閒，沒有什麼客人！,"Very leisurely, no guest!"
店員親切,Kindness of the clerk
超級讚,Super like
氣氛好,Good atmosphere
很親切,Very kind
好讚,Praise
讚👍！ …,Praise!Mowing
氣氛好,Good atmosphere
讚讚,Praise
讚,praise
店主吉米（Jimmy）非常友善和有趣 - 他讓我們保持參與，甚至為附近的景點提供了很好的建議。氣氛優雅溫馨，顧客真誠友善，增添了輕鬆的氛圍。強烈推薦給任何尋求溫馨友好的休息室體驗的人。,"The owner Jimmy is very friendly and interesting -he let us participate, and even provide good suggestions for nearby attractions.The atmosphere is elegant and warm, and the customer is sincere and friendly, adding a relaxed atmosphere.It is highly recommended to anyone who seeks a warm and friendly lounge experience."
"舒適溫馨的地方。友善的人。美味的食物和飲料！和朋友出去玩的好地方！
不要忘記，吉米在這裡提供最好的牛肉麵！","A comfortable and warm place.Friendly people.Delicious food and drinks!A good place to go out with friends!
Don't forget, Jimmy provides the best beef noodles here!"
剛搬到台灣，吉米和工作人員都很棒。食物很棒，飲料很棒，氣氛很棒，人們也很棒。感謝您對台灣和我們鄰國的熱烈歡迎。一般曼,"As soon as I moved to Taiwan, Jimmy and the staff were great.The food is great, the drink is great, the atmosphere is great, and people are also great.Thank you for your warm welcome to Taiwan and our neighbors.Ordinary Manman"
如果您正在尋找開放式麥克風，這裡就是您的最佳選擇,"If you are looking for an open microphone, this is your best choice"
薯條一級棒！ 調酒非常烈不唬人。他們都太熱情了 XD,French fries are a great level!The bartending is very fierce.They are too enthusiastic XD
酒超好喝,The wine is super delicious
"這家酒吧是我最喜歡的，經營它的吉米非常棒。所有的員工都非常棒。他們非常友好、令人難以置信的熱情和好客。常客是完全一樣的，一群非常棒的人，對我們非常熱情和友善。

謝謝吉米和工作人員，迫不及待地想再來 1 個哈哈 😁 …","This bar is my favorite, and Jimmy operating it is great.All employees are great.They are very friendly and incredible enthusiasm and hospitality.The frequent visitor is exactly the same. A very good group of people is very enthusiastic and friendly to us.

Thank you Jimmy and the staff."
激推恩恩 人美心善酒量佳！,"Stimulate the grace of grace, good heart, good alcohol!"
酒超好喝><,Wine is super delicious> <
Nn 很nice,Nn is very nice
超讚的，服務超好的，推薦！ ！ ！,"Superb, the service is super good, it is recommended!IntersectionIntersection"
恩恩 超派,Eun Super Pie
偉大的,Great
在這裡喝酒吃飯根本停不下來，是放鬆的最佳地點。,It is the best place for drinking to drink and eat here.
舒服,Comfortable
Pizza 超好吃,Pizza is super delicious
美美,Beautiful
好吃好玩,Delicious and fun
很棒的PUB..大推,Great pub .. Big push
好玩！,Fun!
很棒,great
很好看,Pretty good
Cp 值很高,CP value is very high
好玩的地方,Fun place
很有趣,Very interesting
很棒的氛圍和美味的食物！,A great atmosphere and delicious food!
喝酒找斑比,Drink and find spotted
老式酒吧+美味的自製食品+優秀的老闆,Old -style bar+delicious homemade food+excellent boss
臭名昭著的吉米才是真正的 MVP,The infamous Jimmy is the real MVP
不錯😍 …,Not bad 😍 ...
婷婷好漂亮,Tingting is so beautiful
酒好喝,Wine
妹好看,Sister looks good
台灣gd,Taiwan GD
他們的麵條太棒了,Their noodles are great
很棒的酒吧,Great bar
棒棒,Great
很吵,Noisy
妙妙很正,Wonderful
很棒的地方,Great place
好玩,Fun
👍🏻👍🏻👍🏻 …,👍🏻👍🏻👍🏻 …
感覺很好。,It feels good.
它適合夜貓子的地方...,It is suitable for night owls ...
