Original,EN
"射飛鏢的好地方~
打卡送shot🤩 …","射飛鏢的好地方~
打卡送shot🤩 …"
為何室內可以抽煙 完全不能理解 有夠臭,Why can indoor smoking be completely stinky?
店員服務非常好， 也很親切,"The clerk service is very good, and very kind"
Very cozy！很好入睡的溫馨酒吧,Very cozy!Very good sleeping warm bar
服務人員很貼切🥰,The service staff is very appropriate 切
👍氣氛超讚,The atmosphere is superb
價格滿意，服務好,價格滿意，服務好
側車很讚😎,The side car is very good 很
側車讚讚！,Praise the side car!
環境很舒適,環境很舒適
很讚很舒服,Very good and comfortable
氣氛服務都很好,The atmosphere service is very good
氣氛、服務👍 …,"Atmosphere, service 👍 ..."
喝喝酒，打打鏢，放鬆好地方,喝喝酒，打打鏢，放鬆好地方
下班放鬆小酌首選~,The first choice for relaxation after get off work ~
放鬆的好地方,Relaxed place
側車很讚,The side car is great
溫布頓真好看,Wimbledon is so beautiful
林哥服務屌,林哥服務屌
我愛綸寶,I love Lunbao
喝酒打鏢的好地方,喝酒打鏢的好地方
空間舒適！,Comfortable space!
讚👍 …,Praise ...
爛,爛
打鏢的好地方。,Good place to fight darts.
喝酒打鏢交朋友,喝酒打鏢交朋友
舒適,Comfortable
讚,讚
讚,讚
是一家非常好玩又讓人放鬆的店！店長很擅長飛鏢，何不嘗試呢？,It is a very fun and relaxed shop!The manager is very good at darts. Why not try?
"我經過的時候碰巧經過這個地方，女工作人員英語說得很好，酒很便宜，食物也不錯。
關鍵的是，室內吸菸是可以的，格蘭菲迪18年，400左右","When I passed by, I happened to go through this place. The female staff member said well in English, the wine was cheap, and the food was good.
The point is that indoor smoking is okay. Grandfidi is 18 years, around 400"
"非常友善的一家店。
有一位會說日語的工作人員^_^

即使您不會說日語，您也會越來越投入！

除了飛鏢之外還有很多其他遊戲！
如果你想跟當地人相處的話推薦^_^","A very friendly shop.
One who speaks Japanese^_^

Even if you don't speak Japanese, you will invest more and more!

There are many other games besides darts!
If you want to get along with locals, I recommend^_^"
與朋友聚會和玩飛鏢的舒適場所。非常友好和愉快的服務。肯定會再次訪問這個地方。,Meet with friends and play darts comfortable places.Very friendly and pleasant service.I will definitely visit this place again.
非常好玩的飛鏢吧！電子飛鏢是一個優點！員工都非常nice！會推薦！,Very fun dart!Electronic darts are an advantage!Employees are very nice!Recommend!
很棒的酒吧，友好的工作人員和良好的飛鏢設施👍🏼 …,"A great bar, friendly staff and good dart facilities 👍🏼 ..."
不錯的酒吧，友好的工作人員，還有很棒的飲料。,不錯的酒吧，友好的工作人員，還有很棒的飲料。
有趣的酒吧🔥👌 …,Interesting bar 吧 ...
好的,OK
下班後很棒的夜間去處。,A great night after get off work.
很棒,great
友好的工作人員和乾淨的空間！,Friendly staff and clean space!
好喝一直喝,Drink all the time
好店,Good shop
服務很棒👌🏼 …,服務很棒👌🏼 …
非常棒的店,非常棒的店
氣氛很好,The atmosphere is very good
有趣的店,有趣的店
