Original,EN
酒品很有特色，音樂好聽，服務生非常友善，值得推薦的酒吧！,"The wine is very distinctive, the music is nice, the waiter is very friendly, it is worth recommending bars!"
"初次來訪剛好有萬聖節活動，特別設計的酒單不錯，整個走中國風的鬼怪路線。
個人覺得調酒的路線不是走濃烈路線，都有帶上香草的元素。
店內主打應該是GIN，但因我自己不愛所以都點其他基酒為底的調酒。喜歡GIN的應該可以來試試！","The first visit happened to have Halloween activities. The specially designed wine list is good.
I personally think that the route of bartending is not a strong route, and there are elements of vanilla.
The main theme in the store should be GIN, but because I don't love it, I ordered other base wines as the bottom.Those who like GIN should be able to try!"
"琴酒種類多，主理人對琴酒非常了解，調酒好喝，店的氣氛很適合來喝一杯，超級推薦!
再訪好幾次，琴酒真的大推!","There are many types of piano wine.
Visit several times again, Qinjiu is really pushing!"
"大推！！
如果不介意坐Bar台的話一定要試試看，東太陽一整排超級賞心悅目(？
還可以看架上有什麼直接點起來(是說這邊居然有貴貴便宜賣單杯的貓草琴酒！一杯150真的佛！)","Push!Intersection
If you don't mind taking BAR platform, you must try it. The entire row of East Sun is super pleasing (?
You can also see what is directly ordered on the shelf (that is, there is a cat -grass wine that sells a single cup of single cups! A cup of 150 real Buddha!)"
"不用去別家酒吧，這裡環境好，調酒一喝就知道是真材實料，價格合理，環境舒適而且測試也超級乾淨（很重要）。可以跟朋友混一整晚。調酒真的超好喝！！大推👍👍👍
If u r looking for authentic cocktail, you should hang here. All you can taste of is authenticity, nothing artificial, love it.👍👍👍 …","No need to go to other bars. The environment is good here. As soon as you drink, you know that it is real material, reasonable price, comfortable environment and super clean (very important).You can mix with friends all night.The bartending is really good!IntersectionBig Push
If u rooking for Authentic Cocktail, you should have."
"琴酒種類非常多，喜歡琴酒的人非常推薦來試試
bartender對琴酒的知識儲備很豐富，著實長知識了
茶酒類風味極佳種類又多，足夠讓您多喝幾杯XD","There are many types of piano wine. People who like piano wine are very recommended to try
Bartender's knowledge of piano wine is very rich, and it really has a long knowledge.
There are many types of tea and wine flavors, enough for you to drink a few more cups of XD"
"線上訂位系統方便
服務人員和調酒師對酒的認識和推薦（尤其琴酒）非常專業，但又沒壓力。
食物方面種類算多，品質不錯。
一個人的話，建議坐吧台，可以安靜度過自己的時光，也可以跟調酒師聊聊天！","Easy online booking system
The service staff and bartenders' understanding and recommendation of wine (especially Qinjiu) are very professional, but there is no pressure.
There are many types of food and good quality.
If you are alone, it is recommended to sit on the bar, you can spend your time quietly, or you can chat with the winemaker!"
"氣氛好卻又不影響各自聊天的聲量
創辦者跟經營者都很用心
甚至跟台灣製酒品牌合作 推出富有故事的自有品牌系列，還融入餐點中
服務員跟調酒師都很親和，吸引的客人有素質很不錯、就算自己來也很安心","The atmosphere is good but does not affect the volume of their respective chat
The founders and the operator are very careful
Even in cooperation with Taiwan's wine -making brand to launch a story series with stories, it is also incorporated into the meal
The waiter is very close to the bartender, and the attractive guests are very good, even if they come, they are very at ease."
"店家的google地址被砍掉重練QQ
來補上之前的評語

1. French 75（BBR London Dry Gin King’s Man Edition）
2. 念想海（Seaside Edinburgh Gin配上迷迭香）
3. 青提鳥（老師做的刺蔥酒配上金萱的茶酒）
4. 粉紅索羅門（Ophir Oriental Spiced Gin配上金蓮花）
5. 赤蘇葳葳（有波本就是想點）
6. 義大利紅梅（季節限定草莓妹酒with Aperal）
7. Negroni（以最愛結尾with Cross Keys Gin）

真的每杯喝完都幸福❤️❤️❤️

之後也常常來喝
茶酒類的也很讚
調酒都清香順口～","The shop's Google address was cut off and re -training QQ
Let's make up for the previous comments

1. French 75 (BBR London Dry Gin King ’s Man Edition)
2. Mind Sea (SEASIDE EDINBURGH GIN with rosemary)
3. Bluebird (the thorn wine made by the teacher with Jin Xuan's tea wine)
4. Pink Solomon (Ophir Oriental Spiced Gin with golden lotus)
5. Chusu (I want to order some)
6. Italian Red Plum (seasonal limited strawberry girl With Aperal)
7. Negroni

Really happy after drinking ❤️❤️❤️ ️ ️

I often come to drink afterwards
Tea wine is also very good
The fragrance of bartender is smooth ~"
"小哈調的酒很好喝！🍸
讓我聽到不少大學朋友的掛","Xiaoha's tune wine is delicious!Bleak
Let me hear the hanging of many college friends"
"酒的風味都非常特別
有各種香草系以及非常多琴酒可以品嚐
也有販賣自有品牌的琴酒 帶有台灣的風土
食物和酒都在水準之上
下次再多點一些😚","The flavor of wine is very special
There are all kinds of vanilla systems and a lot of piano wines to taste
There are also selling their own brands of piano wine with Taiwan's territory
Food and wine are above the standard
Something will be a bit more next time"
"朋友推薦的Bar店裡的擺設讓人感覺很舒適，是個可以放鬆心情或與三五好友相聚聊天的地方。今晚來點～Bartender推薦的紅心皇后&
玫瑰的名字特調～個人覺得很可以餒 讚！
順道外帶了一瓶玫瑰的名字回家，哈哈！","The furnishings in the BAR store recommended by friends make people feel comfortable. It is a place where you can relax or chat with three or five friends.Come tonight ~ Bartender recommended the Red Heart Queen &
Rose's name is special ~ Personally I think it is very good!
By the way, a bottle of roses went home, haha!"
"曾經的我不喜歡琴酒，在這邊我終於瞭解到我不是不愛琴酒裡的杜松子味道，而是杜松子裡面「搭配」的材料的味道。
今天喝了一杯富有海鮮味的琴通寧，真的很棒，一定要自己來嚐嚐（對甲殼素過敏的還有很多其他可以嘗試的唷","I did n’t like Qinjiu. I finally learned that I do n’t have the taste of Du Songzi in the piano wine, but the taste of “matching” the material in Du Songzi.
Today I drank a cup of seafood flavor Qin Ning, which is really great. Be sure to try it by yourself (there are many other trials that can be tried."
"調酒真的好喝，經典調酒都可以讓人再次驚訝，創意調酒也融合了酒的調性、與適合的草本植物，真的簡簡單單的調酒就非常棒。
氣氛輕鬆音樂好聽，一個人來可以跟吧台聊天，幾個好朋友來小喝空間也很足夠。","The bartending is really delicious. Classic bartending can make people surprised again. Creative bartending also blends the tone of wine and the appropriate herbal plants. It is really simple to bartender.
The atmosphere is easy to music, and you can chat with the bar alone. It is enough to have a few good friends to drink."
"聽說有上百種的琴酒，
每次來喝都有新體驗～
適合下班小酌、朋友聚會，
如果有機會遇到主理人Dior
一定要試試看他的Gin&tonic還有Martini！
絕對可以讓人流連忘返！","I heard that there are hundreds of piano wine,
Every time you come, you have a new experience ~
Suitable for get off work, friends gathering,
If you have the opportunity to meet the manager Dior
Be sure to try his Gin & TONIC and Martini!
It can definitely make people linger!"
"一次機會下來到了香草窗，
環境真的讓人特別放鬆，
而且讓人驚艷的是這邊的酒真的超級特別好喝！！
各種不同種類的琴酒，讓我這個不懂酒的人都想產生想嘗試看看的興趣呢！
如果想和朋友一起chill聚聚聊聊天的，真的推薦香草窗！！❤️❤️❤️
Btw奇異仙人掌真的私心大推❤️❤️❤️","A chance to get to the vanilla window,
The environment is really relaxed,
And stunning is that the wine here is really super delicious!Intersection
Various kinds of violin wines make me who do n’t understand alcohol wants to try to try it!
If you want to gather and chat with your friends, you really recommend vanilla windows!Intersection❤️️ case
BTW Strange Fairy Platty Pushing ❤️❤️❤️ ❤️"
"身為一個人生沒特長，只會跑吧的跑吧仔
（點我歷史評論就知道）
進店前歡迎參考我的頻論，看看這家店試適不適合您

價格來看，符合在地行情，以基酒的等級來看，比起更市區的酒吧略為划算，但一樣，不適合想超便宜喝醉的朋友，便宜喝醉請參考暢飲店

但如果對於調酒，尤其是經典調酒變化版，或海外稀少琴酒類興趣的朋友，真的值得來一趟

香草窗在跑吧體驗中，算是讓我體會過最多種不同版本gin tonic的酒吧，光琴酒與通寧水就有近百種排列組合

酒吧主理人在蒐藏酒好像不用成本似的，看bar back就知道，滿滿高價逸品，有時太稀少買不到的酒，在這邊點一杯過過癮真的很爽快

環境部分配上門口的植栽與口中的琴酒香，叫「香草窗」這個名字完全符合邏輯，場地舒適不擁擠，缺點是位子不多，大日子客滿可能進不來

餐點部分因為較常吃飽過去，就沒特別測試，而且有時點稀有調酒，吃東西破壞味覺怕可惜了好東西，因此不多做評論

整體來說，是值得一訪再訪點店，吧台酒一直再增加，目前我已經看過五隻以上絕版品，剩下留給各位挖寶，是一個值得來探索與深掘的店家

2023/03更新
店家剛從日本回來，又增加更多庫存了，有夠可怕（稱讚意味","As a life, I ’m not so long, I can only run.
(Click my historical comments to know)
Before entering the store, please refer to my frequency theory and see if this shop is suitable for you

In terms of price, in terms of local markets, in terms of base wine, it is slightly cost -effective than bars in more urban areas, but in the same way, it is not suitable for friends who want to be super cheap.

But if you are interested in bartending, especially classic bartending, or friends who are interested in overseas, are really worth a trip

The vanilla windows are in the run bar experience, which has allowed me to experience the most different versions of GIN TONIC bars. There are nearly a hundred arrangements and combinations of Guangqin Wine and Tongning Water.

The owner of the bar seems to be a cost of searching for Jangjiu. Seeing Bar Back, you know that it is full of high -priced and easy -to -buy wine. Sometimes it is too rare to buy.

The environment part is equipped with the planting and the incense in the mouth. The name ""Vanilla Window"" is completely logical. The venue is comfortable and not crowded. The disadvantage is that there are not many seats.

Because the meal section is full, there are no special tests, and sometimes rare bartending, it is a pity that it is a pity that it is a pity that it is a pity.

Overall, it is worth visiting the shop again. Barwine has been increasing again. At present, I have seen more than five out of order. The rest is left to everyone to dig for treasure.

2023/03 Update
The store has just returned from Japan and added more inventory, which is terrible enough (praise meaning"
服務親切細緻，老師也熱心介紹少有的香料琴酒，調酒風格獨特清爽，單品琴酒也是享受，愛香料與酒品的人一定會喜歡,"The service is intimate and meticulous, and the teacher also enthusiastically introduces the rare spice wine. The bartending style is unique and refreshing."
"以琴酒為主題的吧~調酒師都很厲害老師也是頂尖等級，每次來都可以喝到不一樣的琴酒風味。
喜歡琴酒很推這裡~不妨可惜~細緻優雅有時也狂野
環境舒適","The theme of the piano wine ~ The bartender is very powerful, and the teacher is also the top level. Every time you come, you can drink a different flavor of the piano wine.
I like Qinjiu very pushing here ~ It may be a pity ~ meticulous and elegant sometimes wild
Environmental comfort"
琴酒藏寶閣，可依客人心情、口味喜好特製調酒。空間裝潢舒適，交通方便。,Qinjiu Treasure Pavilion can make special bartending according to guests' mood and taste preference.The space decoration is comfortable and convenient for transportation.
我天啊！太厲害了，調酒界的藝術品，基酒加上其他口味完全融合，和其他的酒吧大不同，大推薦！,"Oh my god!Too powerful, the artwork of the bartender industry, the base wine and other flavors are completely fused, which is very different from other bars. It is recommended!"
"水餃好吃，個人私藏的琴酒吧~
熱愛琴酒的歡迎來","The dumplings are delicious, personal private piano bar ~
Welcome to love piano wine"
The Herbal，保有經典的同時加入創意的翻新！不只是入口的調酒，更滲入妳的靈魂。最危險的是“期間限定”.. 因為限量是殘酷的，稍晚一點就只能下次請早。 強力推薦！！！,"The herbal, retain classic and add creative renovation while adding classics!It's not just the entrance bartending, but also infiltrate your soul.The most dangerous is ""limited period"" .. Because the limits are cruel, you can only be early next time.Recommended strongly!IntersectionIntersection"
"這邊琴酒收藏真的很豐富
而且主理人真的很用心
也很樂意跟你分享酒類知識

不知道要喝什麼就請他們推薦
酒真的都很不錯👍🏻","Here is really rich in piano wine collection
And the principal is really attentive
I am also happy to share with you wine knowledge

I don't know what to drink, please recommend them
The wine is really good 很"
"想要輕鬆小酌一杯，
這邊真的很推～
這次剛好遇到萬聖節主題，
還有專為萬聖節特製的幾款酒，
「南瓜馬車」超好喝👍👍👍
還有特調「苦瓜」口味的酒，
很愛吃苦瓜的我，真是愛不釋手餒❤️
「奶油啤酒」也是挑戰新味蕾呢～
想要喝特別的酒，來這就對了👍","Want to have a drink easily,
It's really pushing here ~
This time I happened to meet the theme of Halloween,
There are also several wines specialized for Halloween,
""Pumpkin carriage"" is super delicious 车
There is also a special ""bitter gourd"" flavor,
I love bitter gourd, I really love my hands ❤️
""Cream Beer"" is also a challenge for new taste buds ~
If you want to drink special wine, come here right?"
居然忘記評論🤣，想喝好的酒，來這邊就對了啦！,"I actually forgot to comment, I want to drink a good wine, just come here!"
調酒超級好喝🥹麻辣乾拌麵也好吃！非常喜歡店內的氛圍和佈置🌿 …,"Alcohol is super delicious, spicy dry noodles are also delicious!I like the atmosphere and layout in the store very much ..."
喝過最難喝的調酒沒有之一,There is no one that has been drinking the most difficult bartending
"朋友大推所以來朝聖的店，
老實說我不是很懂琴酒，但這家店特別的是，雖然專精琴酒卻不只琴酒厲害。

萬聖節特調每一杯都讓人驚艷，微醺之後再來杯滑順的奶油啤酒，結束這個愉悅的夜晚🌛","Friends push a lot of pilgrimage shop,
To be honest, I don't know piano wine very much, but this shop is particularly, although specialized piano wine is not only powerful.

Each cup of Halloween is amazing. After a little bit, come to a cup of smooth cream beer and end this pleasant night."
"山倉子-
因為怕香料味太重，調酒師幫忙調整口味～～
讓味覺上帶有一些馬告味又帶有喜歡這的柚子香氣 超喜歡的
推薦大家來嘗試看看 妳一定不會失望😎 …","Shancangzi-
Because I am afraid that the flavor is too heavy, the bartender helps to adjust the taste ~~
Let the taste of the taste of the taste and the aroma of the grapefruit that likes this is very favorite
I recommend everyone to try to see that you will not be disappointed ..."
"來了很多次
只要說出想法與心情，總都能給出不同的酒精體驗","Here
As long as you say ideas and mood, you can always give different alcohol experiences"
"酒都很好喝，bartender 小哈的特調非常讚！
值得花一個晚上的酒吧！","The wine is delicious, Bartender Xiaoha is very good!
It is worth spending a night of bars!"
草本系調酒超多，也可點菜單外的，調酒師超級專業，不只好喝還可學到很多專業知識，可惜只有五顆星，不然想給6星,"There is a lot of alcoholic bartending, and you can also order the menu. The bartender is super professional. You can also learn a lot of professional knowledge. Unfortunately, there are only five stars. Otherwise"
時計果好喝，銀絲卷的調味料很特別，意外跟調酒很搭,"Times fruit is good, the seasonings of silver silk rolls are very special, and unexpectedly matched with bartending"
"店員超級親切~
調酒都可以依照客人的口味做調整！
蛋酒超級好喝❤️❤️❤️","The clerk is super kind ~
You can adjust according to the taste of the guests!
Egg wine is super delicious ❤️❤️❤️"
"適合吃晚餐的好酒吧
琴酒調酒很有特色","Suitable for dinner bars
Qin wine tune is very distinctive"
"記得來跟如意喝酒 很好摸

#琴酒 #調酒 #酒吧 #酒精 #濃","Remember to drink it with Ruyi, it's easy to touch

# # # #精 #"
隨點水果調酒都很讚 超推小哈！,It's great to push Xiaoha with some fruit alcohol!
"環境好、氣氛佳 調酒很好喝！
小哈 👍","Good environment, good atmosphere bartending is delicious!
Xiaohaya"
地標消失不公平，一定得平反一下，擁有自己琴酒的酒吧，只有這裡喝得到，絕對值得來。,The landmark disappears is unfair. It must be rehabilitated. The bar that has your own piano wine can only be drunk here. It is definitely worth coming.
"這家真的超讚
酒真的很讚
❤️👍🏼👍🏼👍🏼👍🏼","This is really amazing
The wine is really good
❤️👍🏼👍🏼👍🏼👍🏼"
"中山區琴酒天堂
主理人新推出的玉蘭花琴酒
花香與果香的搭配實在太美好了🥰 …","Qinjiu Paradise, Zhongshan District
Magnolia Huaqin wine newly launched
The combination of floral fragrance and fruity is so beautiful 🥰 ..."
"服務很好 酒超好喝又新鮮
有招待我很開心😂😂😂","The service is very good, the wine is super delicious and fresh
I am very happy to entertain me 很"
好多好喝的調酒 好想去喝酒唷,A lot of delicious bartend
"一間有非常不同種類的Gin Bar
酒單上的Signature 個人最喜歡茶酒類型
尤其是音韻闡微跟烏啼夜霜滿天
意境非常的棒也很好喝
大推這間酒吧！！","Gin Bar with very different types
Signature on the wine list Personally like the type of tea wine
Especially Yinyun explained that the light and Wu crying night cream is full of sky
The artistic conception is great and delicious
Push this bar!Intersection"
這裡的調酒實力太強，細心幫忙調配口味，每一杯都讓人驚艷！,"The bartending strength here is too strong, and carefully helps to prepare the taste, each cup is amazing!"
調酒好喝 店員親切 環境整潔 整體體驗讚讚 是個聊天好去處👍一定會二訪！ …,The cordial environment of bartending and delicious shop clerk is clean and clean. The overall experience is a chat.Mowing
舒適的空間配上酒香繚繞 談笑間 千杯不醉,Comfortable space with wine fragrance and lingering thousands of cups without drunk
"太好喝了啦🥹🥹 食物也很好吃
是會想再回訪的店～ …","It's so delicious, the food is also delicious
The shop that I want to return to visit again ~ ..."
"氣氛輕鬆～服務滿分～
調酒非常好喝🥰
炸物摩天輪頗有趣😆 …","The atmosphere is easy ~ the service is full ~
Mixing is very delicious 喝
The fried Ferris wheel is quite interesting ..."
好喝的黑山老妖，萬聖節特調😄,"The delicious black mountain old demon, Halloween special tune 😄"
"喜歡茶酒類的，牛肉麵好吃 🥰🥰
抽獎的紅球頭獎不是騙人的，真的有紅球喔!!! …","I like tea wine, beef noodles are delicious
The red ball in the lottery is not deceiving, there are really red balls !!! ..."
環境很不錯，桌距夠遠，不會有擁擠感，上酒速度也夠快，單價稍高（不過在中山區本來就這個價格了），重點是酒水的表現很優秀，要求木質調也ok，也可以做客製化，old fashion也有一定水準。,"The environment is very good, the table distance is long enough, there will be no crowded, the speed of wine is fast enough, the unit price is slightly higher (but the price in Zhongshan District is originally the price). The focus is on the performance of the wine. It can also be customized, and Old Fashion also has a certain level."
"半夜想吃的牛肉麵打烊
發現這裡也有賣ㄟ
牛肉湯餃好吃讚讚","Beef noodles you want to eat in the middle of the night
I found that there are also selling 卖
Beef soup dumplings are delicious and praise"
薯條普通，雞塊普通，香香雞還不錯。,"French fries are ordinary, chicken pieces are ordinary, and fragrant chicken is pretty good."
"老闆非常棒💪💪 一定要推薦的 😍
天大地大台科大～～～","The boss is great 💪💪 must be recommended 💪💪
Heaven and Earth Taikai University ~~~"
調酒很特別好喝！佈置的很用心～店員很客氣服務很讚！,Blooming is very delicious!The layout is very intentional ~ The clerk is very polite to serve!
各種調酒都好讚👍 …,All kinds of bartending are so much nice ...
"目前三訪點酒沒重複 都沒踩到雷
特殊節日的酒單很值得一試
自家做的藥草酒有夠讚
炸物正常水準
店員非常親切 很會介紹
有無酒精特調 可以客製","At present, I didn’t step on the thunder without repeating the wine.
The wine list of special festivals is worth trying
The herbal wine made by my home is enough to praise
Normal level of explosives
The clerk is very kind and will introduce
Whether there is a alcoholic special tone to customize"
在這裡我學會了什麼叫品飲，每杯酒的風味都很獨特，層次感也很豐富。喜歡調酒的一定要來～店員也都很親切～,"Here I have learned what is tasting. The flavor of each glass of wine is very unique, and the sense of layering is rich.Those who like bartending must come ~ The clerk is also very kind ~"
酒很有水準，氣氛放鬆,"The wine is very standard, and the atmosphere is relaxed"
超讚的酒吧，服務好，酒好喝，超推,"The superb bar, good service, good wine, super push"
琴酒酒吧，很多花草風味的調酒☺️,"Qin wine bars, many flowers and plants flavors ☺ ️ ️ ️"
"這一期酒單主題是愛麗絲，超推！
玫瑰的柴郡貓，木質調的紅心皇后，茶香的舞紅裳，一次很難把全部好喝的喝完🤣🤣🤣 …","The theme of this issue of wine is Alice, super pushing!
Rose's Chai County Cat, Wooden Clear Queen, Tea Sweet Red Square, it is difficult to drink all the delicious drink at a time ..."
中山區唯一推薦 有深度的琴酒吧,The only bars that recommend deeply recommended in Zhongshan District
主打香草風格的調酒，店內酒藏以Gin為主搭配威士忌和其他種類調酒。主理人對經典調酒頗有研究，新創調酒也蠻有想法的，好喝推薦一個,"The main vanilla -style bartending, the store's wine is used with Gin as its main with whiskey and other types of bartending.The principal has a lot of research on the classic bartending, and the new creation bartender is also quite thoughtful. It is recommended to recommend one"
"調酒好好喝🥰🥰🥰
喜歡💕 …","Mix well and drink 喝
Like 💕 ..."
我的天，這邊的Gin 完全顛覆我的想像，草本的調酒都很好喝,"My God, the gin here completely subverts my imagination, and the alcohol of the herbs is delicious."
酒單大部分都是以草本做發想，會喝到很清爽奔放的氣息。店員很熱情，就算天馬行空想一些有的沒的口味，他們還是可以變出來給你，又驚又喜！喜歡有水餃當宵夜，可以填飽肚子再shot三杯😎🤙 …,"Most of the wine lists are made of herbal, and they will drink a very refreshing breath.The clerk is very enthusiastic. Even if Tianma thinks of some tastes, they can still change it for you, surprised and happy!If you like dumplings as supper, you can fill your stomach and take three cups ..."
雖然季節酒單的風味都是上乘之作，但我來這邊會先點馬丁尼當我的第一杯。,"Although the flavor of the seasonal wine list is superior, I will order Martini as my first cup here."
"酒可以不喝 他們炫風銀色卷一定要吃！
開玩笑的 酒好喝 東西好吃 服務生帥
推薦指數9.3","You can eat without drinking their dazzling silver rolls!
Jacqual wine is delicious, delicious waiter handsome
Recommended index 9.3"
"酒超級好喝很有層次，客製化的酒超級打中我的口味XD
生日招待甜點超神！！只能兩字形容，超好吃！！","The wine is super delicious and very layered, the customized wine is super!
Birthday entertainment dessert super god!IntersectionIt can only be described in two words, super delicious!Intersection"
"來喝ㄧ次後,就成為我的愛店
可跟調酒師ㄧ起討論,每杯喝起來都很特別
琴酒專門店！","After drinking it, I will become my love shop
Can be discussed with the bartender, every cup is very special
Qinjiu specialty store!"
"中山區唯一指定
老闆人好 酒好喝 價格公道 顏值高 環境高級 用料實在","The only designated designated in Zhongshan District
The boss is good wine and drinks, the price is fair, and the high -level high -level materials are real."
酒的香氣特殊，特別順口好喝，服務很細心、貼心，整個氛圍很好，值得再訪❤️,"The aroma of wine is special, especially smooth and delicious, the service is very careful and intimate, the whole atmosphere is good, it is worth visiting ❤️"
