Original,EN
華燈初上後，才開始認識林森北路的酒吧，店內的服務熱情，飛鏢也好玩，還可以大家一起歡唱喝酒的好地方,"After the lantern was at the beginning, I started to know the bar on Linsen North Road. The service in the store was enthusiastic and the darts were fun."
服務好好聊天,Chat well in service
"欸！不可愣欸！
調酒的女生也太美了吧！
很可以欸
喝的很舒服醬😌","Alas!Don't be stunned!
Girls who bartender are too beautiful!
Very 可以 欸
Drinking very comfortable sauce 舒"
"超級好玩,氣氛溫馨，一個禮拜就去個2～3次，很喜歡這裡，愛了愛了","Super fun, warm atmosphere, go 2 to 3 times a week, I like it here, love and love"
喝酒放鬆地方安全就像回到家一樣溫暖的感覺，店員也很親切，對人都很真誠👍🏼👍🏼👍🏼 …,"It feels as warm as returning home when drinking and relaxing. The clerk is also very kind, and he is sincere to others ..."
跟朋友來一次就愛上這裡了，歡迎來體驗這種氛圍☺️☺️☺️,"I fell in love with friends once, welcome to experience this atmosphere ☺️☺️☺️"
朋友介紹來一開始還有些遲疑但來體驗後感覺真的沒有後悔，很棒，讚,"Friends introduced some hesitation at the beginning, but I really didn't regret it after I came to experience."
"可以唱歌，打飛鏢，調酒也很棒。
喜歡的地方當然要挺一下的🥳🥳🥳 …","You can sing, fight darts, and bartender.
Of course, you need to stand up ..."
很喜歡的地區，就像家很溫馨安全，大推,"I like the area very much, just like the home is very warm and safe, push a big push"
"喝酒放鬆的好地方,謝謝朋友帶我來嘗試👍👍👍 …","A good place for drinking and relaxing, thank you friends for taking me to try ..."
"在這裡能夠喝到交很多朋友,讓我很開心,喜歡交朋友的很適合這裡🍻🍻🍻 …","I can drink a lot of friends here, making me very happy, those who like to make friends are very suitable here ..."
"帥氣吧台人員 可愛的妹子
超喜歡這裡的感覺…","Handsome bar staff cute girl
I like the feeling here ..."
"讚 讚 讚
妹子美 Tomo超帥
大家快來～
飛鏢 唱歌一起玩！！！","Praise
Girl Mimi Tomo Super handsome
Everyone is coming ~
Play darts singing together!IntersectionIntersection"
氣氛很好 人多玩在一起嗨到最高點！,"The atmosphere is very good, play together, hi to the highest point!"
氣氛好 妹仔服務很好(⁎⁍̴̛ᴗ⁍̴̛⁎),The atmosphere good girl service is very good (⁎⁍̴̛ᴗ⁍̴̛⁎)
讚讚讚 美美美 喝喝喝 爽爽爽,Zan Zi Zi Meimei drink and drink cool and refreshing
很棒，都會顧到每個客人,"Great, I will take care of every guest"
老闆超親民 還可以免費唱歌 超讚,The boss is super close to the people and can sing freely for free
服務態度很好 妹子很好相處聊天 超喜歡,"The service attitude is very good, the girl is very good to get along with each other"
跟朋友第一次來就愛了：）,Love with friends for the first time :)
暢飲酒吧，麥克風影響不錯，氣氛佳,"Drink a bartender, the microphone has a good impact, and the atmosphere is good"
自己常來的老地方，就家的溫暖＾＾,"The old place you often come, just the warmth of the home ＾＾"
"店員很親切
很會帶氣氛","The clerk is very kind
Very atmospheric"
可以跟朋友聊天、小酌、放鬆的好地方,"You can chat with friends, drink, and relax a good place"
"來就對了沒有第二句話
94好玩","It's right, there is no second sentence
94 fun"
"能夠舒服自在的喝酒,就是開心🥳 …",Being comfortable and free to drink is happy ...
最近可以酒無限暢飲方案，唱歌交友,"Recently, you can drink unlimited drinking plan, sing and make friends"
賞大酒的PUB，外國人來這還蠻多的。,There are quite a lot of foreigners who come to PUB for the big wine.
"喝酒講求的是一種感覺
感覺對了什麼都對了","Drinking is a feeling
I feel right, everything is right"
環境好 氣氛佳 交朋友,"Good environment, good atmosphere, make friends"
適合朋友聚會聊天的地方 讚讚,Praise the place suitable for friends to meet
喝到後面才知道什麼叫好玩,I only know what fun after drinking
讚讚！還可以射飛鏢,Praise!You can also shoot darts
休閒，玩樂，打鏢，不錯的地方👍 …,"Leisure, playing, darts, good places 👍 ..."
生啤暢飲很讚,Sheng Beer is very good
自己很喜歡的老窩❤️❤️❤️,Lao Wo I like ❤️❤️❤️
親切又好玩,Careful and fun
喝兩杯800好便宜,It's cheap to drink two cups of 800
乾淨，歡樂氣氛,"Clean, joyful atmosphere"
放鬆喝酒的好地方👍👍👍 …,A good place to relax and drink 的 ...
我專屬的秘密基地🥰🥰🥰 …,My exclusive secret base ...
妹子很讚,Girl is great
讚！,praise!
連假快樂🥳🥳🥳 …,Happy fake 🥳🥳🥳 ...
老闆娘很好,The boss is very good
開心的好地方,Happy good place
喜歡！,like!
不老實店家,Unreasonable shop
啤酒好貴！,Beer is so expensive!
開心喝酒的地方,Place where you are drinking happily
讚的,Praise
遇見了妳,Meet you
蘿絲媽媽,Rose Mom
溫馨的酒吧,Warm bar
喜歡💙💙,Like
隨機用谷歌搜尋了一下，來這裡是為了晚上放鬆。漂亮舒適而且價格合理。非常友好和樂於助人的員工。滄海遺珠（不易發覺的美。,Randomly searched with Google and came here to relax at night.Beautiful and comfortable and reasonable.Very friendly and helpful employees.Canghai is beaded (beauty that is not easy to find.
"一男一女兩個人，當地人聚集的店是漢字。
感覺就像是年輕人聚集的酒吧！
有飛鏢🎯
提供酒水和付帳都很慢😂
下次可能不會去了😂","One man, one woman, two people, the shops gathered by the locals are Chinese characters.
It feels like a bar gathered by young people!
There are darts
It is very slow to provide drinks and accounts 😂
I may not go next time 会 会 会 会 会"
"這是一家可以吵鬧到早上的卡拉OK吧！
這是一家自由度很高的店，強烈推薦(^_-)
我們有日本卡拉OK！
最低消費500元，盡情唱卡拉OK！","This is a karaoke that can be noisy in the morning!
This is a store with a high degree of freedom, highly recommended (^_-)
We have Japanese karaoke!
The minimum consumption is 500 yuan, and you can sing karaoke!"
很舒服很自在的地方，大推推特👍 …,"Very comfortable and comfortable place, push a lot of Twitter ..."
另人舒服自在的店家👏🏻 …,Another comfortable shop 👏🏻 ...
喝1杯半 收800⋯⋯⋯。真便宜,Drink 1 cup and semi -ear 800 ...So cheap
三五好友小酌的好地方,A good place for three or five friends to drink
很棒,great
當地人聚集的酒吧。,Bar gathered by locals.
超棒的酒吧！ 👍👍 …,A great bar!👍👍 👍👍 ...
好的,OK
