Original,EN
一定要喝熱狗堡shot，特別，太特別了，很好喝！！,"Be sure to drink hot dog castle shot, special, too special, very delicious!Intersection"
"我點的是特調，指定：偏甜、荔枝果香
成品好喝很喜歡，而且藍藍的漸層很漂亮
一杯300元+10%，雖然小杯，但還算可接受的價位
室內沒有什麼特別的佈置或裝潢，座位也不算舒適，空氣中瀰漫著KTV的味道，希望能更好","I ordered a special tone, specified: sweet, lychee fruit fragrance
The finished product is delicious, and the blue gradient is very beautiful
A cup of 300 yuan+10%, although the small cup, it is still acceptable
There is no special layout or decoration in the room, and the seats are not comfortable. The taste of KTV is permeated in the air. I hope it can be better."
"這裡的氣氛很適合一人來小酌
調酒師 May 親切實在
特調非常好喝 又順","The atmosphere here is very suitable for one person to drink
Bartender May is realistic
The special tone is very delicious and smooth"
調酒很好喝～～～環境也很讚！！！,The bartender is delicious ~~~ The environment is also very good!IntersectionIntersection
老闆很親切，酒感可以刻意壓輕，對新手很友好，烈酒也調的很適當，非常推薦,"The boss is very kind, the wine can be deliberately gently, very friendly to novices, and the spirits are also appropriate. It is very recommended"
"一個人或ㄧ群人都是個好地方！
調酒只能給上大拇指（因為我喝到不好的酒會不舒服的人）但我在這舒服的喝了兩杯
老闆娘和調酒師都超親切！不推銷不催酒🤍🧡
我有喝到ㄧ杯菜單上沒有的（茶酒）如果愛的人可以問問看唷～我個人超愛
他會依照個人需求加強甜或酸味～","A person or a group of people is a good place!
I can only give my thumbs up (because I have a bad person who has a bad wine uncomfortable person), but I drank two cups in this comfortable manner
Both the bartender and the bartender are super kind!Do not sell or not to lift alcohol
I have a drink (tea wine) on the cup menu (tea wine).
He will strengthen sweet or sour taste according to personal needs ~"
"老闆娘很熱情
酒類不錯👌 …","The boss is very enthusiastic
Good wine 👌 ..."
在平日晚上10幾個人來聚會，店家就開放地下室給我們坐，空間很大有娛樂設施也很棒，老闆娘也會跟你介紹酒品，非常棒的消費體驗~~~,"When more than 10 people come to meet on weekdays, the store will open the basement to us. There is a lot of space for entertainment facilities. The boss will also introduce you to you."
"超美的藍色搭配優格酒好喝～
很適合來這邊小酌還有飛鏢可以玩❤️","The super beautiful blue with yogurt wine is good ~
It's very suitable to come here for a drink and darts to play ❤️"
環境舒適，調酒特別～還有飛鏢機跟免費的撞球台～～～,"The environment is comfortable, the bartender is special ~ and the dart machine and the free ball hitting table ~~~"
酒很好喝店員人也很好～～,"The wine is very delicious, the shopkeeper is also very good ~~"
環境擠又吵 酒也很小杯，不會再浪費時間來這家了!,The environment is squeezing and noisy wine. It will not waste time to come to this house!
服務人員親切而且熱情的介紹各種調酒與基酒，值得再訪的店家！,"The service staff enthusiastically and enthusiastically introduced various bartending and base wines, and it is worth visiting stores!"
"約莫兩週前初訪
Old fashion用小冰塊被搞得濃稠感跟味道盡失
好在Sidecar拉回來一些水準
Last word不會調只好改Negroni

這時候服務生才告知是店裡沒有大冰
又給我無言的小冰塊
這樣的備料真的只能勉強及格啊","About two weeks ago, visited
OLD FASHION is lost with small ice cubes to be lost
Fortunately, Sidecar pulled back some standards
Last word does not adjust to Negroni

At this time, the waiter told that there was no big ice in the store
Give me speechless little ice again
This kind of preparation can only be reluctant to pass"
調酒相當好喝，而且酒吧的服務人員相當專業的介紹，會想要再來享受一次酒吧的氣氛~~,"The bartender is quite delicious, and the service staff of the bar is quite professional. I will want to enjoy the atmosphere of the bar again ~~"
這裡的Gin tonic的基酒預設是Tanqueray一般版，另外還有Kendrick和Monkey 47可選。選了Monkey 47的版本，香氣確實不太一樣之外，這裡的通寧水苦味比起以往喝的稍微強一些。整體還不錯。,"The foundation of Gin Tonic here is a general version of Tanqueeray, and there are Kendrick and Monkey 47 options.The version of Monkey 47 is selected. The aroma is indeed not the same. The bitterness of Tongning water here is slightly stronger than before.The overall is not bad."
"酒很好喝，酒類很多樣
價位也不貴 氛圍店員都很好很喜歡
下次來台北會想二訪的店","The wine is delicious, and there are a lot of wine
The price is not expensive at the atmosphere.
Next time you come to Taipei, you will want to visit the second visit"
"超級適合朋友聚會
老闆娘又親切大方
下次有一定再來！！！","Super suitable for friends gatherings
The boss is kind and generous
I will come again next time!IntersectionIntersection"
Friday night的解膩聖品(*≧ω≦),FRIDAY NIGHT's greasy sanctuary (*≧ ω ≦)
調酒客製化好喝！適合慶生,Bart -up is delicious!Suitable for celebration
"來了幾次
老闆招呼親切
調酒也好喝
環境也舒適
推 推 推","A few times here
The boss greets kindly
Alcohol is also delicious
The environment is also comfortable
Push"
很棒的打鏢及撞球的酒吧，蜂蜜檸檬很震撼，還可以點好吃的下酒菜. 非常適合下班後三五好友小酌的地方.,"The great darts and bars that hit the ball, honey lemon is very shocking, and you can order delicious dishes. It is very suitable for the places where three or five friends drink after get off work."
難得有室內空氣那麼清新的Bar 可以舒服的聊天喝酒 酒類齊全專業  服務特周到 推薦喔👍 …,It is rare to have a fresh BAR that is as fresh as indoor air.
環境氣氛調酒都不錯，還可以客製化,"The environmental atmosphere is good, and it can also be customized"
"調酒幾乎都不錯！
服務員人很奈斯
地下室突然積水害我的裙子濕掉有點傻眼
調酒價位偏高～
但整體還是可以給五顆星啦
只是地下室淹水真的可以改善一下","Alcohol is almost good!
The waiter is very Nas
The basement suddenly stagnant water to harm my skirt and wet is a bit dumbfounded
The bartending price is high ~
But the whole can still give five stars
But the flooding of the basement can really improve"
"酒好喝 音樂好聽 品項很多
推長島冰茶和寶貝睡三天👶🏻 …","There are a lot of good tastes of good wine
Push the island ice tea and baby sleep for three days ..."
這光線很有feel且調酒好喝，還有飛鏢可以玩，真的很適合小聚。,"This light is very Feel and has a delicious bartending, and a dart can be played. It is really suitable for small gathering."
環境很舒適  服務貼心 調酒有很多客製化 推薦週末放鬆的去處👍,The environment is very comfortable. Service intimate bartending has many customized recommendations to relax weekends 👍
調酒沒什麼酒在裡面都被果汁稀釋了 如果要調這麼淡的酒應該價位要更低才對 而且吧台感覺都只做熟客而已 對新客人沒啥耐心回答酒單問題,"There is no wine in bartending, and the juice is diluted by the juice. If you want to adjust such a light wine, the price should be lower, and the bar feels only as mature customers."
酒很好喝，還有娛樂設施可以玩！！,"The wine is delicious, and there are entertainment facilities to play!Intersection"
店員瘋狂推薦楊枝甘露，確實很好喝😋 …,"The clerk crazy recommended Yang Zhi Ganlu, it is really delicious ..."
"先說服務態度，不知道是世足賽很忙（但我覺得服務業不敢是藉口，你都好意思調高低消要賺錢，跟我說人手不足）
來了一個女性服務人員，問他什麼，什麼都不知道，點好酒，等很久，都沒來，另外一位bartender問我們點什麼，回答品項，他說今天沒有賣這個！所以我們是在等什麼？

餐點，這位小姐說今天沒有熱炒，然後看著他一直幫別桌送熱炒？！！？

！！！！！一定要注意⚠️！！！！！
請留意自己喝過、點過什麼飲料食物，
老闆娘，會算錯錢，還說是客人喝醉搞不清楚….
啊不就還好我們都有在記，而且還很剛好清醒著，沒有喝醉。
2200算成2700！
問你我喝幾杯，你都搞不清楚了，2700到底從哪裡來？
賺錢是這種手法，真的讓人覺得很不舒服。
請大家小心。","Let's talk about the attitude of service first.
He came to a female service staff and asked him what he didn't know. I didn't know anything. I waited for a long time and didn't come. Another Bartender asked us what to order and answered the items. He said that he didn't sell this today!So what are we waiting for?

Meal, the lady said that there was no hot fry today, and then watching him always help the table to send hot frying?IntersectionIntersectionIntersection

IntersectionIntersectionIntersectionIntersectionIntersectionBe sure to pay attention ⚠️!IntersectionIntersectionIntersectionIntersection
Please pay attention to what drinks and foods you have ever drinked,
The boss, the wrong money, said that the guest was drunk and couldn't figure out ...
Ah, fortunately, we all remember, and we were just sober and not drunk.
2200 counted as 2700!
Ask you and I drink a few glasses, you can't figure it out, where does 2700 come from?
Making money is really uncomfortable.
Please be careful."
氣氛好，調的shot真的很有特色,"The atmosphere is good, the adjustment shot is really distinctive"
氣氛 酒 老闆娘 各各都完美 尤其老闆娘美麗又大方 完美,"The atmosphere wine boss is perfect, especially the boss is beautiful and generous and perfect"
"空間很大很寬敞 酒也很好喝
老闆娘超親切的～～","The space is very large and spacious, and the wine is also very delicious
The boss is super kind ~~"
"調酒好喝服務人員都很用心的介紹～

音樂也不錯聽

地下室有撞球還有標機可以玩

環境很大很適合一群人來的室內酒吧

假日可能要訂位不然會候位一下","Bart -up and delicious service personnel are introduced very carefully ~

Music is also good

The basement has a ball and a standard machine to play

The environment is very large for a group of people's indoor bar

If you have a place on holidays, you may be waiting for a while"
東西還行...就是坐在吧台有好幾隻小強和我一起享受...,Things are okay ... just sitting on the bar have a few Xiaoqiang to enjoy with me ...
"這裡環境好 氣氛佳，老闆娘很棒
酒保很帥","The environment is good here, the boss is great
Jiu Bao is very handsome"
酷酒吧 讚啦,Cool bars like
不錯不錯  雞翅juicy好吃 店內有一些素質很高的日本人 很放鬆的一天,"Not bad, nice, chicken wings juice delicious shops have some high -quality Japanese in the store that relaxed a day"
"場地很不錯，有撞球跟飛鏢可以免費玩！！！
低消五百可以接受
但酒的味道不給過

當天喝了寶貝睡三天跟蜂蜜檸檬，除了淡（菜單說是最濃的酒）喝起來味道也很單一","The venue is very good. You can play freely with darts!IntersectionIntersection
It can be accepted by 500 lows
But the taste of wine is not given

I drank the baby on the same day to sleep with honey lemon for three days, except that it was light (the menu said the strongest wine) was very single."
"免費的桌球可以打

推推","Free billiards can be played

Push"
"酒好喝、飛鏢好玩
很舒適的環境","Good wine, darts fun
Very comfortable environment"
酒很好喝，環境優良，適合聊天聚會。,"The wine is delicious, the environment is excellent, and it is suitable for chat party."
"調酒好好喝～
茶酒系列 必點😍👍🏻👍🏻👍🏻👍🏻👍🏻 …","Blooming and drinking ~
The tea wine series must be ordered ..."
老闆娘細心，店內空間很舒適！,"The boss is careful, the space in the store is very comfortable!"
環境座位舒適 調酒茶酒好喝 服務人員介紹很專業用心  下班走過來放鬆很不錯👍 …,Environmental seats comfortable bartending tea wine good service personnel Introduction is very professional to come from get off work and relax very well ...
酒保人很nice又很帥！給我特調一杯很適合我的棉花糖Tiffany blue❤️今晚心情特別好～紓解了上班煩悶的心情🥺音樂好聽環境又好～真的很喜歡來這裡喝酒！😀 …,The bunker is very nice and handsome!Give me a special cup that is very suitable for my marshmallow Tiffany Blue ❤️ Tonight is particularly good ~ relieved the boring mood at work. The music is good and the environment is good ~ I really like to come here to drink!😀 😀 ...
"南京東路與建國高架橋交叉點附近，這間橋下的bar倒是相較於現今流行的老屋風、文創風外，更帶點傳統的風格許多，簡單的吧檯以及桌位沙發小包，再配上飛鏢機傳統感充足；而店內似乎也常是附近辦活動場所的首選，來時有可能碰到店家為著即將來臨的活動在做佈置而有些喧鬧。

價位上也是難得見到的兩三年前的調酒價格了，經典調酒的部分還能看到四百元以下在這個區段說實在的是有點難得，不過特調部分也是跟著來到四百以上了。","Near the intersection of Nanjing East Road and the Jianguo viaduct, the BAR under this bridge is more traditional. With the traditional sense of dart machine, it seems that the store is often the first choice for nearby activities. When coming, it is possible to meet the store's upcoming activities.

The price is also rare two or three years ago. The price of bartending. The classic alcoholic part can also see that it is a bit rare to tell this section. However More than a hundred."
環境好 酒保很帥 氣氛很好～❤️❤️❤️,The environment is good and the atmosphere is very handsome ~ ❤️❤️❤️
Bartender 有求必應🫧🤍,Bartender must be in response to b
老闆娘很親切，環境很棒。,The boss is very kind and the environment is great.
"調酒真的沒有到可以這麼高評價的水準，調酒許多細節根本沒有注意，比如沒有冰杯，對於短飲調酒調完直接放入沒有冰杯過的酒杯，對於一般人或許沒差，但這就是細節。
另外有些調酒竟然是把前一位客人多調的倒入加入冰塊!! 如果是水果類調酒這是一種很嚴重的錯誤。","The bartending is really not enough to be so highly evaluated. Many details of bartending do not pay attention. For example, there is no ice cup. For short drinking and bartender, put it directly into the wine glass without ice cups. This is the details.
In addition, some bartending actually poured the previous guests to pour more into the ice cubes !! If it is fruit bartender, this is a very serious error."
有可愛的老闆娘🥰還有浮誇的bartender💖 …,There are cute bosses 有 and exaggerated Bartender💖 ...
"舒適的酒吧
專業好喝的調酒

環遊世界
Tiffany
Mojito","Comfortable bar
Professional delicious bartending

Travel around the world
Tiffany
Mojito"
難得半夜有朋友相聚 久違♡的Bar之旅♡,"Rare in the middle of the night, a long -lost BAR journey ♡"
來剛好遇到週年慶，滿額有抽獎！！開心😃⋯調酒好喝，老闆親切，是個舒服放鬆的地方⋯ …,"He came to meet the anniversary celebration, with a lottery!IntersectionHappy 酒 ⋯ ⋯ 开 开 开 开 开, the boss is kind, is a comfortable and relaxed place ..."
"空間很窄，要玩飛鏢空間會跟後面的卡到。
炸物給我忘記炸，都已經喝完酒我們問才開始做。空間很窄。","The space is very narrow, and the dart space will be stuck with the back.
The fried object forgot to fry, and we asked for drinking after drinking.The space is very narrow."
酒好喝，很安靜，超讚,"The wine is delicious, very quiet, super happy"
有靶有酒有氣氛？您還在猶豫什麼呢,Is there targets and wines?What are you still hesitating?
調酒有水準，餐點中規中矩。可推薦。,"The bartending is standardized, and the meal is quite satisfactory.Recommended."
超讚 可以幫你客製口味 還請了三杯shot 我可以大言不慚的說是我2022最快樂的一晚,I can help you with a customary taste and ask three cups of Shot. I can say that it is my happiest night in 2022
結帳時跟店家提出我們要分開付款，店員竟然回「我們不能分開付哦」，我們回應：「第一次聽到不能分開付的！為什麼不能分開付呢？」店員回：「因為都打在同一張單子上」，此時一旁的酒促竟然在旁邊酸言酸語，更加讓我們幾個客人覺得無言！,"When checking out, we proposed to pay a separate payment with the store. The clerk even returned ""We can't pay it separately."" We responded: ""The first time I hear it cannot be paid separately! Why not pay it separately?"" On the same list, ""at this time the wine promotion was sour next to it, making a few of us feel speechless!"
"Bartender 好讚很會調酒！！！！
說 不想要酒味太重的但能醉的
真的調到很喜歡ㄉ","Bartender is so good to bartender!IntersectionIntersectionIntersection
I don't want the wine taste too heavy but can be drunk
I really like it 喜欢 喜欢 喜欢"
"Bartender們非常熱情～酒也很好喝！
環境偏愉快，有飛鏢機，蠻適合小酌一杯。","Bartender are very enthusiastic ~ wine is also delicious!
The environment is happy, there are darts, which is quite suitable for a drink."
老闆娘人超好！還能告訴闆娘妳今天的心情還有想要的口味，就會有一杯專屬於你的特調～,"The boss is super good!You can also tell Ban Niang, you still have the taste you want today, there will be a cup that dedicated to you ~"
水果手榴彈！有港覺了！must drink this!,Fruit grenades!There is a port!Must Drink This!
"沒有人抽菸的室內環境很nice～
但門口還是有bartender抽菸有留味道
酒好喝 環境不吵 廁所乾淨 客人也安靜","The indoor environment of no one smoke is very nice ~
But there is still Bartender smoking at the door.
Wine delicious environment, no noise toilet, clean, guests are quiet and quiet"
服務人員親切，又很正,The service staff is kind and positive
特調酒好好喝 環境舒服～～😃😃 …,Special wines are good for the environment and the environment is comfortable ~~ 😃😃 ...
從小來到大，還是熟悉的地方好，老闆客人都很好相處，一個人聊天小酌也沒壓力，持續支持啦🙌🙌🙌 …,"From a young age, it is still familiar. The bosses and guests are very good at each other. There is no pressure to chat and drink alone. Continue to support it ..."
氣氛輕鬆、bartender 調酒好喝、裝飾的果乾是自家烘的，好吃！,"The atmosphere is relaxed, Bartender's bartending is delicious, and the dried fruits are baked at home, delicious!"
"交通位置方便，距離捷運站出口約五分鐘左右路程！
調酒很強！重點是老闆很正","The traffic location is convenient, about five minutes from the MRT station exit!
Strong bartending!The point is that the boss is very positive"
若想喝杯酒聊聊天很適合，地下室別有洞天，很大有撞球還可射飛鏢，環境舒適乾淨！！,"If you want to drink a glass of wine and chat, it is suitable. The basement has a hole in the basement.Intersection"
有酒有貓✨,There are wines and cats
"小黃瓜shot超讚 還有加熱狗超特別
來一定要點！👍🏻","Little cucumber shot is super happy and heating dog super special
Come!Bleak"
酒很美，環境不錯。,The wine is beautiful and the environment is good.
服務人員很用心,The service staff is very attentive
"第一次聽過不能分開付的酒吧
需要刷卡還被murmur酸言酸語
倒不如不要開店 傻眼","I have heard the bars that cannot be paid separately for the first time
You need to swipe your card and are sour by Murmur
It's better not to open a shop dumbfounded"
酒真的很棒！沒什麼能挑剔的！不過食物實在有點嚇到我們8個人😂 …,The wine is great!Nothing is picky!But food is a bit scared to 8 people ...
2023/1月 菜單,2023/January menu
小熊軟糖 好喝：P,Little Bear Fund Sugar is delicious: P
跟三五好友放鬆心情聊天或玩樂的好所在，店家也會不定時舉辦活動或請Band演唱，還不賴！,"To relax or play with three or five friends, the store will also hold activities from time to time or ask Band to sing, not bad!"
"店內空間設計讓人覺得舒服,尤其B1讓人特別喜歡,調酒好喝,老闆娘人熱情又親切","The space design in the store makes people feel comfortable, especially B1 makes people particularly like, bartender is delicious, the boss is enthusiastic and kind"
特調B52 必點！,Special B52 must order!
這裡氣氛佳服務好，還有飛鏢吧跟撞球可以玩，推推👍👍 …,"The atmosphere here is good, and there are darts and darts. You can play with the ball, push ..."
好喝，氣氛好❤️,"It's delicious, the atmosphere is good ❤️"
環境很棒 酒很棒,The environment is great and great
"店員都蠻friendly的
樓下有飛鏢撞球可以玩
晚間12點以後只供應啤酒威士忌","The clerk is quite friendly
There are darts downstairs to play the ball to play
After 12 o'clock in the evening, only beer whiskey is supplied"
場地寬敞舒適，酒好喝,"The venue is spacious and comfortable, and the wine is good"
氣氛很好 還有飛鏢跟撞球 不管一兩個人或一兩群人都很適合來這,"The atmosphere is very good, and the darts and the ball hit the ball, regardless of one or two or one or two groups, are suitable for coming here."
場地寬敞，服務態度很好~,The venue is spacious and the service attitude is very good ~
茶酒好喝，店員熱情,"Tea wine is delicious, the clerk is enthusiastic"
"酒普普通通 菜單都是英文
很適合外國人去
然後店滿暗的","Jiupu ordinary menu is all English
Very suitable for foreigners
Then the shop is dark"
熱狗🌭️SHOT超🆒 又可以打撞球 射飛鏢 太爽了,Hot dogs o️Shot super 🆒 can hit the ball and shoot darts too cool
感謝老闆姐姐生日招待 無菸場所舒適空間 遇到的櫻花妹超可愛😆 …,"Thanks to the boss sister's birthday to entertain the smoke -free place, the comfortable space of the cherry blossom girl is super cute ..."
