Original,EN
椅子坐起來不太舒服，Sidecar非常甜，Martini蠻烈的，不錯。,"The chair is not very comfortable to sit, Sidecar is very sweet, Martini is quite strong, good."
小妍很可愛，餐點好吃，章魚燒大推！,"Xiaoyan is very cute, the meal is delicious, and the octopus is pushed!"
信義安和最常來的酒吧沒有之一，不浮誇但舒適的小店，適合與朋友小酌,Xinyi'an and the most common bars are none of them.
吧台老頭擅長藏酒感，平衡感不錯。學徒的專業度有待加強,The old man of the bar is good at hiding wine and a good sense of balance.The professionalism of apprentices needs to be strengthened
"最喜歡來這裡跟大家聊天
超放鬆滴～～～❤️","I like to chat with you the most
Ultra -off and loose drip ~~~ ❤️"
"如此讚的地方
酒好喝 順口 豐富","Such a place of praise
The wine is delicious and smooth"
"普渡眾生👨🏼‍🦲
經典點起來～ …","Purdue sentient beings
Classic point ~ ..."
明亮輕鬆的氣氛，調酒非常好喝，尤其是讓我驚喜的Martini,"The bright and relaxed atmosphere, the bartender is very delicious, especially Martini, who surprised me"
很特別，針對個人口味調，很有層次，每一口不同風味,"Very special, for personal taste, very layered, each bite of different flavors"
舒適安靜的小店，酒也不錯,"A comfortable and quiet shop, the wine is also good"
條通內好喝的酒吧,The delicious bars in the strip
一隻小狗沒出過門似的在店裡面到處亂竄，出來喝個酒還要忍受小狗神經質的腳步聲。Bartender 在吧台抽煙，毫無職人的自覺。,"A puppy did not go out of the door and scrambled everywhere in the shop. When he came out to drink a wine, he had to endure the footsteps of the puppy's nervousness.Bartender smokes in the bar, and is conscious of no person."
調酒不錯有力道，適合跟朋友聊天敘舊的地方,"The bartender is good and powerful, suitable for chatting with friends"
調酒風格明確，深具經典功力，服務更是拳拳到肉，調酒師充滿強大的包容力，每個細節的執行都恰到好處，必然會再訪,"The bartending style is clear, the classic skills are deep, the service is fist to meat, the bartender is full of powerful tolerance, the implementation of each detail is just right, and it will inevitably visit again."
讚爛了 想繼續喝下去 可惜時間不允許,"It's a pity that it is not allowed to continue to drink, but the time is not allowed"
來兩次，第一次點的是百香果。第二次本來想點Ramos Gin Fizz，但鮮奶油沒有了，點了另外一杯甜甜的經典，白巧克力+奶+檸檬，意外的合我口味~,"Come twice, the first ordered is Passion Fruit.The second time I wanted to order Ramos Gin FIZZ, but the fresh cream was gone. I ordered another cup of sweet classic, white chocolate+milk+lemon, unexpectedly merging my taste ~"
"舒舒服服
還有很多天竺鼠車車","Comfortable service
There are also many Geypse car cars"
西西里風味的GIN特調 超級棒,Sicily's flavor GIN special superbic
"老頭很貼心，會依照客人喜好幫客人選擇適合的
酒；也很健談，是一間可以讓人放鬆的Bar","The old man is very intimate and will help the guests choose the right according to the preferences of the guests
Wine; it's also very talkative, a bar that can make people relax"
"酒味道好，品質佳。老闆會針對喜好調整味道👍
店內環境舒適，有店狗，不會影響客人～很可愛～ …","The wine tastes good and the quality is good.The boss will adjust the taste for preferences 👍
The environment in the store is comfortable, and there is a shop dog, which will not affect the guests ~ very cute ~ ..."
經典調酒有夠厲害的日式酒吧,Classic bartending Japanese -style bar
酒不錯，人不多,"Good wine, not many people"
"有趣的琴酒吧！
喝到特別的琴酒","Interesting piano bar!
Drink a special piano wine"
"超讚的mojito 店內氛圍很棒
調酒每一杯都非常厲害","The atmosphere in the superb Mojito store is great
Each cup of bartender is very powerful"
"老闆會依客人喜好做出客人喜歡的酒
是目前最愛的酒吧之一！","The boss will make the wine that the guest likes is based on the preferences of the guests
Is one of the favorite bars!"
大禹嶺紅茶馬丁尼,Dayu Ridge Black Tea Martinny
環境舒適 專業好酒👍👍之後會想再去💗💗💗 …,"After the environment is comfortable and professional, you will want to go again ..."
位於地下室環境靜謐，有得吃有得喝，最近還有A5和牛可以點，下次一定要試試看,"Located in the basement environment is quiet, some have to eat and drink. Recently, there are A5 and cows."
雖然是在夜市，但是他一個安靜的地方，老闆會根據客人的喜好調整味道,"Although it is in the night market, a quiet place, the boss will adjust the taste according to the guest's preference"
微隱身巷子裡的小酒館，每次來就是來見老朋友，還有可愛的店狗鬧鬧陪玩，讓人放鬆，容易忘記時間的地方,"The small tavern in Weiyin's alley, every time I come to see my old friends, and cute shop dogs, make people relax, and it is easy to forget time."
適合聊天放鬆的好地方，即使一個人也不會不自在,"Suitable for a good place to chat and relax, even if a person will not be uncomfortable"
好棒，舒服的空間，親切有趣的老闆，自己來也不會無聊~回想再來😁 …,"Good, comfortable space, kind and interesting boss, I will not be boring by myself ~ I think about it again ..."
調酒師很風趣，詳細介紹使用酒款,"The bartender is very funny, introduce the use of wine in detail"
老闆親切 舒適安靜的地方 適合聊天小酌 喜歡!,"The boss is kind, comfortable and quiet, suitable for chatting and drinking!"
氣氛好 調酒可以依心情選擇 很好喝,"The atmosphere is good, you can choose to choose it according to your mood"
"優質！
去了就知道 無需多言","high quality!
Go if you go, you don’t need to say more"
"朋友聚會好去處
酒都很好喝","A good place for friends to meet
Wine is delicious"
老闆人好親切，熟知各種調酒。而且不貴。,The boss is so kind and familiar with all kinds of bartending.And not expensive.
"好喝的經典
不失個人特色
值得再訪的好地方","A delicious classic
Personal characteristics
Good place worth visiting"
適合聊天小酌，沒有吵雜音樂與人聲。,"Suitable for chatting and drinking, there are no noisy music and voices."
可抽煙..很放鬆,Can smoke ... Very relaxed
舒服的明亮的小店，調酒品質很不錯,"A comfortable and bright shop, the quality of alcohol is very good"
調酒好，又好吃，老闆風趣！,"Blooming, delicious, the boss funny!"
東西很好吃，調酒很好喝！,"Things are delicious, and bartending is delicious!"
調酒用心 很舒服的一間店,A shop with a very comfortable intention of bartender
舒服自在的酒吧！調酒和whiskey皆有很好的水準！,A comfortable bar!Both bartending and Whiskey both have a good level!
"陳設簡約明亮,氣氛輕鬆愉快不喧譁吵鬧","The furnishings are simple and bright, the atmosphere is relaxed and happy, noisy noisy"
氣氛很好、酒好喝！,The atmosphere is very good and the wine is delicious!
餐點用心，飲品調酒優質👍 …,"Meal at the heart, drinking beverages high quality ..."
安靜、調酒好喝,"Quiet, bartender delicious"
"酒好喝
老闆有特色","Wine
The boss has characteristics"
酒好喝 氣氛棒~~~放鬆,The wine is a good atmosphere ~~~ Relax
無酒單來一樣的兩杯...,Two cups with the same wine without wine ...
讚！老闆是大人物,praise!The boss is a big man
咖啡好喝，老闆親切。,The coffee is delicious and the boss is kind.
調酒好喝、氣氛舒適,Sky mixing is delicious and the atmosphere is comfortable
適合放鬆的好所在！,Suitable for relaxation!
除了五星還是五星,Except for five stars or five stars
調酒很棒！,Blooming is great!
很難不愛上的地方,It's hard not to fall in love with
老闆超讚,Boss
氣氛好,Good atmosphere
豪飲好所在,Drink good place
寵物友善,Pet -friendly
氣氛非常輕鬆，所有調酒師都很專業而且友好。琴酒愛好者的絕佳琴酒選擇。馬丁濃縮咖啡確實令人印象深刻。絕對推薦！,"The atmosphere is very easy, all bartenders are very professional and friendly.Pinjou enthusiast's excellent piano wine choice.Martin concentrated coffee is indeed impressive.Absolutely recommended!"
我在台北最喜歡的酒吧。調酒師兼老闆被親切地稱為老頭（“老頭”），他是一位調酒師，對調酒工藝充滿熱愛，而且非常友善。我的三杯酒加一杯，都是客製化的，大約新台幣1700元。,"I am in Taipei's favorite bar.The bartender and boss were affectionately called the old man (""old man""). He is a bartender and is full of love for the bartending technology and is very friendly.My three glasses of wine and one glass are customized, about NT $ 1,700."
"一定是五🌟ㄉ
低消一人500","It must be Wuyao
Low one person 500"
太貴了，而且我覺得雞尾酒真的很甜，不值得這個價格。您的最低費用是固定的，即使您的朋友感到不舒服。您仍然有義務支付最低費用，只喝一杯飲料。一個小酒吧或說精品酒吧，裝飾很好，酒還可以，但是價格昂貴，我認為老闆或調酒師應該更友好，更體貼他們的顧客......,"It's too expensive, and I think cocktails are really sweet, not worth this price.Your minimum fee is fixed, even if your friends are uncomfortable.You still have the obligation to pay the minimum fee and drink only one drink.A small bar or a boutique bar, the decoration is very good, the wine is okay, but the price is expensive. I think the boss or the bartender should be more friendly, and the customer is more physically posing ..."
來自加拿大，我只是想在訪問期間與家人喝一杯。 Placebo 就在附近，所以我們選擇了它。  除了普通的烈酒或啤酒之外，我找不到任何簡單的飲料，但價格仍然超過 10 加元。氣氛很漂亮，是社交和喝一杯的好地方，如果你喜歡的話。,"From Canada, I just want to have a drink with my family during the visit.Placebo is nearby, so we chose it.Except for ordinary spirits or beer, I can't find any simple drinks, but the price still exceeds 10 yuan.The atmosphere is very beautiful, it is a good place for social and drinking a cup, if you like it."
台北 mojito 第一名,Taipei Mojito No. 1
Bar Genao 擁有豐富的威士忌/雞尾酒和熱情好客知識，是一個讓您始終有賓至如歸的感覺的地方。,Bar Genao has rich knowledge of whiskey/cocktail and enthusiastic hospitality. It is a place where you always have guests.
出色的調酒師，超級美味的飲料和極其友好的環境。從現在開始我家的酒吧。,"Outstanding bartenders, super delicious drinks and extremely friendly environments.From now on my bar."
享受夜晚的好地方。,Enjoy a good place at night.
賣淫場所,Places of prostitution
晚上喝酒的好地方,Good place to drink at night
