Original,EN
店長很親切健談，整體用餐環境氣氛很好，食物每道都很好吃，尤其阿心愛上了阿胗這道令人驚艷，非常美味😋,"The manager is very kind and talks. The overall dining environment atmosphere is very good. Each food is delicious. Especially Axin falls in love with Grandma's amazing, very delicious"
氣氛很好，服務也不錯。,The atmosphere is good and the service is good.
全部無雷超好吃～裝潢也漂亮。,All thunder -free is super delicious ~ also beautiful decoration.
"地點差了一點，但是離我們家很近
東西co值高，希望他會繼續開下去","The location is a bit worse, but it's close to our house
East -west CO value, I hope he will continue to open"
食材優 好吃,The ingredients are excellent
鴨肉好吃，擺盤精緻，服務滿分💯,"The duck meat is delicious, exquisitely placed, and the service is full."
鴨肉好吃,Duck meat is delicious
"傑哥老闆
絕對是店內最帥最能喝的男人","Jie Ge Boss
Definitely the most handsome and most capable man in the store"
好吃、好喝，非常值得來的餐廳,"It's delicious, delicious, very worthwhile restaurant"
與同事吃飯聚會的好地方，盡興又開心。,"A good place to eat with colleagues, happy and happy."
餐點、環境、服務都很優質！,"Meals, environment, and services are very high quality!"
掉進火堆的鴨～～超好吃👍👍👍,Ducks falling into the fire ~~ Super delicious 👍👍👍 👍👍👍 👍👍👍 👍👍👍 👍👍👍 👍👍👍 👍👍👍
👍👍 …,👍👍 …
"訂位成功超過一週，甚至電話確認過加人數
結果突然來電店休，主動詢問是否改期也不說清楚店休幾天
浪費時間","The reservation is successful for more than a week, and even the number of adding people has been confirmed by the phone
As a result, I suddenly came to the store and took the initiative to ask if it was clear whether the date was changed for a few days.
Waste time"
菜單很短，有一些不尋常的融合燒烤菜餚，有一些值得注意的熱門菜（開胃菜，尤其是芝麻麵）和錯過的菜（乾的、耐嚼的豬肉菜）。玻璃杯裡沒有葡萄酒。,"The menu is very short, there are some unusual fusion barbecue dishes, some of the popular dishes (appetizers, especially sesame noodles) and missed dishes (dried, chewy pork dishes).There is no wine in the glass."
太美的店，餐也好吃。,"Too beautiful shops, meals are delicious."
好吃👍🏻,Delicious
期待酒吧～,Looking forward to the bar ~
