Original,EN
感覺很溫馨的品酒吧，裡面的藏酒很多，一定可以找到自己喜歡的酒，不定期會舉辦品酒會或品杯會，有專業的講師講解，每次都會有收穫,It feels very warm bars. There are a lot of Tibetan wine inside. You can definitely find your favorite wine. I will hold a wine tasting or cup. There are professional lecturers to explain.
喜歡品酒的朋友，來台北一定要來造訪的地方，環境非常好，酒品的儲存非常好，老字號有堅持的店家,"Friends who like wine tasting, you must come to visit Taipei. The environment is very good, the wine storage is very good."
氣氛好是與好友歡聚的好場所,The atmosphere is a good place to gather with friends
"接待人員親切
找阿波羅就對了🥳 …","Receive personnel kind
It's right to find Apollo ..."
品酒環境很好、很舒適、有質感，老闆很親切、很專業,"The wine tasting environment is very good, comfortable, and textured. The boss is very kind and professional"
"買好酒用說，一定要來''荖籐""","Buy a good wine, use it to say, be sure to come to 'Sato """
店長專業。在這裡品酒可以得到很多酒的知識～,Store manager majors.You can get a lot of wine knowledge here ~
多樣化的酒品，時常舉辦各種品酒會，值得再訪的酒窖,"Diversified wines, often holding various wine tasting meetings, the wine cellar worth visiting"
品嚐美味好喝香檳慶祝一下吧！,Tast it delicious and delicious champagne to celebrate!
管理嚴謹，貯藏安全,Strict management and safe storage
奢華的水晶燈飾酒窖，美酒之外，食物有一定水準，能吃出原味。,"Luxury crystal lighting wine cellar, outside the wine, food has a certain level, and can eat the original flavor."
態度親切，很幫忙顧客解決問題,Kind attitude and help customers solve the problem
對於葡萄酒愛好者而言是非常優質的環境,It is a very high -quality environment for wine enthusiasts
"好酒，好食物
氣氛也非常棒！","Good wine, good food
The atmosphere is also great!"
"環境舒適, 有戶外庭院可抽雪茄","The environment is comfortable, there are outdoor courtyards that can smoke cigars"
氣氛好，餐點用心，酒又好喝,"The atmosphere is good, the meals are attentive, and the wine is delicious"
大隱隱於市,Da Yin Yinshi
酒款選擇多樣、價格非常合理👍 …,Various selection of wines and very reasonable prices 👍 ...
溫馨放鬆的場所，品酒趣味多！,"A warm and relaxed place, wine tasting is much fun!"
空調沒開，喝完酒差點在裡面暈倒⋯,"The air conditioner is not turned on, I almost fainted in it after drinking,"
氣氛佳 酒好喝🥰🥰推推 …,"The atmosphere is delicious, push ..."
環境很舒服,The environment is very comfortable
很棒的氣氛酒不錯,The great atmosphere is good wine
台北最專業的酒窖，沒有之一！,There is no one in Taipei's most professional wine cellar!
什麼奇怪幾絲都有的好店,What are the good shops that are strange?
"氣氛佳。服務好。
專業服務人員","Good atmosphere.Good service.
Professional service personnel"
環境好，專業的品酒知識,"Good environment, professional wine tasting knowledge"
裝潢貴氣逼人。,The decoration is expensive.
無意中找地的好地點,Inadvertently looking for a good place
不同風格，值得,"Different styles, worth it"
高級,upscale
讚！,praise!
小汪好帥,Xiao Wang so handsome
價格合理,Reasonable price
價格稍高,The price is slightly higher
傳的,Transmitted
"一家氣氛非常好的一家店。
他們有各種各樣的葡萄酒，包括威士忌、清酒和燒酒。","A shop with a very good atmosphere.
They have a variety of wines, including whiskey, sake and shochu."
品酒會 介紹台灣少見的冷洩酒(清酒),The wine tasting will introduce the rare cold leak wine (sake) in Taiwan (sake)
台北名人經常光顧的高級酒類商店和酒吧。這是一個非常酷的空間，他們有各種各樣的優質葡萄酒、威士忌，甚至高級清酒。還有一個 VIP 專用休息室，對於有能力的葡萄酒和威士忌愛好者來說，這是一個強烈推薦的餐廳。,"Taipei celebrities often patronize advanced wine shops and bars.This is a very cool space. They have a variety of high -quality wines, whiskey, and even high -end sake.There is also a VIP -specific lounge. For capable wine and whiskey enthusiasts, this is a strongly recommended restaurant."
他們只有幾張桌子，所以安靜而寬敞。各種葡萄酒（來自世界各地）、一些清酒和威士忌。考慮到他們提供的空間、眼鏡和服務，價格並不算過高。食物還可以，但因為喝酒是主要目的:),"They only have a few tables, so they are quiet and spacious.Various wines (from all over the world), sake and whiskey.Considering the space, glasses and services they provide, the price is not too high.Food is okay, but because drinking is the main purpose :)"
獲得年份葡萄酒的好地方。他們推薦的一切都很好,Get a good place to the year of the year.Everything they recommend is very good
喜歡這裡的氣氛和服務。大量的葡萄酒可供選擇！,Like the atmosphere and services here.A large amount of wine is available!
很棒的選擇,Great choice
不錯的商店。謝謝。,Good store.Thanks.
美麗的酒吧。,Beautiful bar.
慢慢品藏,Hidden slowly
酒好喝,Wine
