Original,EN
"空間挑高寬闊，座位間隔安排的很舒服，用餐時的感覺很自在。

服務生推薦的紅白酒都非常順口，尤其搭配餐點又有相輔相成的作用，白醬燉飯味道很香，搭配白酒一口一口很快就吃光了。

每一道餐點都讓人感覺非常用心，我點的鮭魚燉飯鮭魚做五分熟，表皮煎的非常酥脆，肉質卻又十分軟嫩，調味吃起來鹹中帶點甜，問服務生說這是特別從西西里進口的岩鹽才有的風味，不死鹹又有層次感，吃完真的想再續一盤！","The space is high and wide, the seat interval is very comfortable, and the feeling of meals is very comfortable.

The red and white wine recommended by the waiter is very smooth, especially with meals and complementary effects. The white sauce stew is very fragrant, and it will soon be eaten with white wine.

Every meal makes people feel very attentive. The salmon stewed salmon is cooked in five points. The skin is fried very crispy, but the meat is very soft and tender. It is the flavor of the rock salt imported from Sicily. It is not dead and salty and has a sense of layering. I really want to continue it after eating!"
"什麼都好 甜點超讚👍
白酒也好","Everything is good, desserts are superb 甜
Baijiu"
"初訪-套餐：北海道干貝佐赤海膽、濕式熟成松露牛排義大利麵、北愛爾蘭卡法重乳酪蛋糕、女王瑪麗（擂奶茶）。
用餐的環境帶著點慵懶，座位間距寬廣，服務佳。
說說餐點的口感吧，食材新鮮無庸置疑，主廚的技法更將餐點的美味轉化成令人滿足的口腹之欲。松露牛排義大利麵牛排嫩多汁，松露有點睛的提味。赤海膽份量不多，但是卻更能引出干貝的鮮甜。甜點是我覺得內科地區除了廚子市場之外，現存最好吃的甜點了，雖名為是乳酪蛋糕，絲滑的口感讓我驚艷，甜而不膩的味道，2人共食一份剛剛好。期待再訪！","Preliminary visit-package: Hokkaido dried shells, Akaka Chiqi, wet cooked truffle steaks Italian noodles, northern Ilan Kahali cheese cake, queen Mary (擂 milk tea).
The environment of the meal is a little lazy, the seat is wide and the service is good.
Let's talk about the taste of the meal. The ingredients are fresh and unquestionable, and the chef's technique has transformed the deliciousness of the meal into a satisfying appetite.Tulu steaks are tender and juicy, and truffles are ticked.Chi Hai is not in large amount, but it can lead to the sweetness of scallops.Dessert is that I think that in addition to the chef market, I have the best dessert in the existing existing existing existing dessert. Although it is called a cheese cake, the silky taste makes me amazing, sweet but not greasy. EssenceLooking forward to visiting again!"
"氣氛佳 桌距很寬敞
適合週末和家人親友來小聚
套餐: 前菜/湯品/主菜/甜點/飲料
差在主菜（排餐 or 燉飯義大利麵）
各點了一份試試水溫
除了蕈菇蛤蜊之外都蠻推薦的
服務極佳 細節都會注意到
值得再訪 ✅","The atmosphere is very spacious
Suitable for the weekend with family and friends to come to Xiaoju
Package: Qiancai/soup/main course/dessert/drink
Lost in the main course (row meals or stewed rice noodles)
Try the water temperature in each order
It is quite recommended except for mushrooms and clams
The service excellent details will be noticed
It is worth visiting"
"人手不足，等了20分鐘才有人來服務給菜單，甚至我們有預約，但服務生非常有禮、訓練有素。
甜點是今天MVP，因為被前面的老饕牛排嚇到⋯⋯
馬卡龍要是鐵粉才點！😢","There are insufficient manpower. After 20 minutes, someone came to serve the menu, and even we had an appointment, but the waiter was very polite and well -trained.
The dessert is MVP today, because it was scared by the old cow in front ...
If Macaron is iron powder!Bleak"
恰巧路過被講究的裝潢吸引，據說是此餐廳開幕前的第一組訂位，裡面空間寬敞舒適，難得內科又新進駐適合商務用餐的據點，因為剛開幕第二天，用餐前也被店家致電貼心提醒尚未開放刷卡服務，點餐時也多花了點時間了解尚未在菜單上載明的套餐搭配，所幸行政主廚熱情親自幫忙詳細介紹，可以反應出是樂意跟顧客互動的服務模式。但到新開幕餐廳的總總疑慮在上菜後一掃而空，所有餐點口味純熟，從飲料、沙拉、醬汁、擺盤、烹調、份量，幾乎沒有可以多挑剔，後來才知道這已是同老闆開拓的第三家餐廳，結論是大家一致認同必須再回訪，也謝謝為內科增加新據點。,"It happened that it was attracted to the decoration that was particular. It is said that it was the first set of reservations before the opening of the restaurant. The space inside was spacious and comfortable. It was rare to settle in the base that was suitable for business meals. Because the second day of the opening, it was also called by the store before the meal. Intimate reminder has not yet opened the card swiping service, and it also took some time to understand the package matching that has not been loaded on the menu. Fortunately, the administrative chef enthusiastically introduced in detail to introduce the service model that is willing to interact with customers.However, the total doubts of the newly opened restaurant swept away after serving. All meals have a pure taste. From drinks, salads, sauce, plates, cooking, and weight, there is almost no picky. It is the third restaurant that develops with the boss. The conclusion is that everyone has unanimous recognition that they must return to the visit. Thank you for adding a new base for the internal medicine."
"位於內科的餐廳，來慶祝情人節💝～氣氛佳、服務好！可單點或用套餐的方式點
📍香草蒜辣蕈菇蛤蜊：較重口味但是好吃！微辣而已～每顆蛤蜊都很大顆
📍坎帕尼亞馬賽魚湯：很特別的味道，如果搭配麵包沾著吃應該很不錯
📍溼式熟成老饕肋眼牛排：近期吃最好吃的牛排😋烤的外酥內嫩，建議的三分熟也不會過生，裡面非常多汁，而且有18盎司兩個人分可以吃的很過癮，大推👍
📍北海道羅勒大干貝燉飯：干貝很大顆而且新鮮，飯有選偏軟但還是微微吃的到米心
📍冰糖檸檬雞蛋果：喝起來很清爽，好大一杯可以兩個人分😆
📍烤布蕾：很厲害的甜點！跟以往吃到的完全不一樣，介紹時說用了整條香草籽，非常香濃","Located in the restaurant in the Department of Internal Medicine, come to celebrate Valentine's Day 💝 ~ Good atmosphere and good service!You can order a single or set meal.
蕈 Vanilla garlic spicy mushroom clams: heavier taste but delicious!It's just spicy ~ Each clam is very large
赛 Camppania Marseille Fish Soup: Very special taste. It should be very good if it is eaten with bread
饕 Wet -type cooked old rib eye steak: Recently, the best steak is grilled in the outer crispy and tender, and the recommended three -point cooked will not be overlife. It is very juicy inside. Very enjoyable, push ，
大 大 📍 📍 📍 📍 📍 📍 📍 📍 📍 📍 📍 📍 📍: The scallops are very large and fresh.
鸡 Rock sugar lemon chicken egg fruit: it is very refreshing, a big cup can be divided by two people 😆
Baked cloth: Very powerful dessert!It is completely different from what I have eaten in the past. When the introduction, I used the whole vanilla seed, which is very fragrant"
"臨近港墘捷運站，交通方便。
餐點美味，我們點的每一道都蠻好吃的，空間寬敞，餐盤器具也很有質感，從各方面的細節設計就看得出用心。

服務周到很貼心。
如果不趕時間，很適合聚餐慶生約會，能有美好的用餐體驗。","Near the Hong Kong -运 MRT station, convenient transportation.
The meal is delicious. Every we ordered is quite delicious, the space is spacious, and the dishes are also very textured. From the details of various aspects, we can see the intention.

The service is thoughtful and intimate.
If you do n’t rush, you are very suitable for dinner and dating, and you can have a good dining experience."
這道菜讓我回想起童年時在義大利的溫馨午餐，每次吃到這樣的味道，都會讓我感到安心和幸福。,"This dish reminds me of a warm lunch in Italy in my childhood. Every time I eat such a taste, I feel at ease and happiness."
一個人點了套餐 一個人單點，共花費了2500元，雖說價位偏中上，但食物美味很值得，滿額還招待每人紅酒或白酒，生日壽星招待金箔茶，空間跟服務也值得五顆星，連喝不完的外帶杯也如此高級，真的大推。下次若單點義大利麵或是薄餅，應該會較為平價些🥰,"One person ordered a package alone, spent a total of 2,500 yuan. Although the price is medium, the food is delicious. It is also worthy of entertaining each person's red wine or liquor. Star, even the endless take -off cup is so advanced, really pushing.Next time, if a single -point split noodles or pancakes, it should be more cheap"
氣氛很棒！服務人員貼心！今天點了肋眼牛排和小羔羊，肉質鮮嫩 ，值得推薦哦！,"The atmosphere is great!The service staff is intimate!Today, I ordered the rib eye steak and the little lamb. The meat is tender and it is worth recommending!"
前菜干貝生食等級十分鮮嫩，鮭魚炙燒熟度也恰到好處，湯品推薦松露濃湯及馬賽魚湯，豬肋排必點 ！飲品及甜點也感受得出大廚用心。餐廳環境寬敞舒適，主廚細心解說及服務人員貼心服務，完美的一餐 ：）,"The raw raw grade of the former vegetable scallops is very tender, and the salmon is also good. It is also good for salmon. The soup recommends truffle soup and Marseille fish soup. The pork ribs must be ordered!Drinks and desserts also feel the chef intention.The restaurant environment is spacious and comfortable. The chef carefully explains and serves the intimate service of the service staff. A perfect meal :)"
主廚煎牛排的功力很高，商業午餐的茄汁牛排湯麵，感受到新鮮用心熬煮番茄味，搭配義大利麵條，入口很順（好吃到忘了拍），鮭魚燉飯也不錯，香氣十足！,"The chef's skills of fried steaks are very high, and the commercial lunch soup noodles, feel fresh to boil the tomato flavor with freshness, with the Italian noodles, the entrance is very smooth (forgot to shoot) It's full!"
"餐廳好大 但服務生感覺人手不太充足
收盤子忘記換新的
上菜後也沒有盤子可以使用
想要叫服務生但大家都低頭忙自己事
看起來非常的忙 無法眼神交會只能用叫的
Pizza烤好廚師都按鈴了
但沒有外場送餐
就眼睜睜看他放在那裡一陣子
是說 可以自己去端嗎…
上桌時都有點涼了

食物好吃 價格也蠻正常的
吃個中午好像還可以","The restaurant is so big, but the waiter feels that the person is not sufficient
Forgot to change new ones
There are no plates to use after serving
Want to make a waiter, but everyone bowed his head and busy yourself
It looks very busy and can't be used by the eye.
Pizza baked chefs all bells
But there is no food delivery
Just watched him put it there for a while
Is it possible to go to your own ...
It's a bit cold when I put on the table

The food is delicious and the price is quite normal
It seems okay to eat noon"
突然不知道要吃什麼，發現老公公司附近開了一家新店，決定來探訪看看好不好吃。可能是因為晚餐時段沒啥人，服務生有禮貌很客氣，耐心的幫我們介紹菜單，想說他主打活龍蝦當然要點來吃看看，反正我們其實不餓，點的是套餐（兩個人），前菜選麵包，溫度適中沾醬好吃，松露濃湯溫厚順口，主餐的🦞上桌有驚訝（因為海味有點重），但是處理得很棒（不用在那邊搓啊搓挑肉吃），肉質Q彈但我還是想不透如果生猛新鮮，為什麼龍蝦的海味如此重（我本人是味道高敏者），無解。最後的起士蛋糕很中規中矩，整體來說餐點味道服務都有水準之上，但相對來說價格不算親民，店員推薦下次可以來吃午間套餐，若荷包充裕值得二訪。,"Suddenly I didn't know what to eat. I found that a new store opened near her husband's company, and decided to visit to see not to be delicious.It may be because there are no people during dinner. The waiter is polite and polite, and patiently introduce the menu to us. I want to say that he is the main way to eat lobster. , Overcost in bread, the temperature is moderate and the sauce is delicious, the truffle thick soup is warm and smooth, and the main meal is surprised (because the seafood is a bit heavy), but it is greatly handled (do not need to rub it over there, pick the meat to eat) , Meat Q bombs, but I still can't think of it. If it is fierce and fresh, why the lobster is so heavy (I am a high -sensitivity person) and have no solution.The last cheese cake is very satisfactory. Overall, the taste of meals has a standard service, but the price is not close to the people. The clerk recommends that you can come to have a lunch package next time."
龍蝦湯加入茴香讓味道更有層次感，目前是我心中龍蝦湯第一名。生蠔大顆又新鮮，濕式熟成翼板牛排搭配海鹽，讓它的味道彰顯出來！他們竟然也有我的最愛法國🇫🇷M F 茶,"The lobster soup is added to the fennel to make the taste more layered. It is currently the first place in my heart.The oysters are large and fresh, and the wet cooked wingspan steak with sea salt makes it taste!They even have my favorite French 🇫🇷m F tea"
很標準的西餐廳，點的是套餐，包含前菜、湯品、主餐、飲品、甜點。大約3000～4000左右。蝦、海鮮跟羔羊非常完美。服務生也很好。,"Very standard Western restaurants, set meals, including previous dishes, soups, main meals, drinks, desserts.About 3000 to 4000.Shrimp, seafood and lambs are perfect.The waiter is also very good."
"服務態度很好，馬賽魚湯好喝
松露牛排燉飯也不錯，飯保留米芯的口感","The service attitude is very good, Marseille fish soup is delicious
Tuffy steak stew rice is also good, the taste of the rice core is retained"
"龍蝦湯好喝，一喝就想要加點麵包，多享受一個吃法。
牛排處理不錯，熟度跟醬汁我個人很喜歡，雖然有細筋，但瑕不掩瑜。","Lobster soup is delicious. When you drink, you want to add some bread and enjoy one more way of eating.
The steak is good. I personally like the cookedness and sauce. Although there are fine tendons, the flaws are not covered."
"服務、氣氛、餐點都極好的一間義式餐廳
個人覺得CP值相當高 用中間價位的價格就能吃到高檔的食材！相當推薦朋友或家人聚餐的選擇！","A Italian restaurant with excellent service, atmosphere, and meals
Personally, I think that the CP value is quite high -purpose in the middle price. You can eat high -end ingredients!Very recommended friends or family members to choose meals!"
"因為在對面上班，洲子街上的餐廳都吃過，所以一直很好奇這間餐廳，今天點了小圓法、菌菇蛤蜊、法式小羔羊、鮭魚乳酪義大利麵跟橙檸重乳酪，我只能說每道都好吃，服務、餐點、店裝都很棒，餐點價格又相較內湖餐廳親名，我能說以該店各項的品質，在內湖的物價兩倍甚至三倍都能接受。👍👍👍
真擔心以該店的品質，未來會不好訂...😂😂","Because I have eaten in the restaurants on Zhouzi Street, I have always been curious about this restaurant. Today I ordered the small circle, mushrooms, clams, French lambs, salmon cheese, and orange lemon heavy cheese, I It can only be said that every channel is delicious, the service, meal, and store installation are great. The price of meals is compared to Neihu Restaurant. I can say that the quality of the store is twice as the price in Neihu Even three times acceptable.Bleak
I am really worried that the quality of the store will be difficult to order in the future ... 😂😂"
牛排非常好吃～小羔羊也是一級棒。生日當天還有一個小蛋糕唷，行政主廚服務很讚👍大推～,"The steak is very delicious ~ Lamb is also a first -class.There is also a small cake on his birthday, and the administrative chef service is very good."
"第一顆星是給老饕牛排的，但是你們的做法明明就是外焦內嫩的正宗翡冷翠牛排，怎麼沒有在菜單行銷宣傳？
另外半顆星是給野生蝦的醬汁，以及半顆星給龍蝦湯的湯頭，至於龍蝦要扣整整一顆星，怎麼能做到這麼老的肉質。
最後扣最多的是紅酒，虧我還請你們推薦適合老饕牛排的紅酒，怎麼會推一支帶酸莓果醋酸栗的酒，難道只因為評價97分嗎？這個行政主廚的教育訓練要負責。
這支酒只能配瑪格麗特，莓果冰淇淋。牛排跟起士蛋糕都很不達，希望我下次帶家人來吃牛排時能改進了。","The first star is a steak for the old lady, but your approach is obviously the authentic emerald cow steak in the outer coke. Why didn't you promote it in the menu marketing?
The other half of the star is the sauce for wild shrimp, and the soup of half a star to lobster soup. As for the lobster to deduct a whole star, how can you achieve such old meat.
In the end, the most deducted red wine. I also asked you to recommend red wine suitable for old -fashioned steaks. How can you push a wine with sour berry and chestnuts? Is it because of 97 points?The education and training of this administrative chef should be responsible.
This wine can only be equipped with Margaret, berry ice cream.The steak and the cheese cake are very uncomfortable. I hope I can improve when I bring my family to eat steak next time."
餐點好吃、服務周到，環境也很舒適！推一個～🆙(￣∇￣),"The meal is delicious, the service is thoughtful, and the environment is very comfortable!Push one ~ ￣∇￣ (￣∇￣)"
今天帶爸爸來慶生，服務態度超級好，食物也是一百分💯很愉快的用餐體驗❤️謝謝你們現做的巧克力蛋糕 我們都很喜歡,"Today I brought my father to celebrate the birthday, the service attitude is super good, and the food is also a very happy meal experience ❤️ Thank you for your current chocolate cake"
