Original,EN
"環境開放乾淨，空間很大覺得舒適，有設置遊戲機台，可以親子同樂，現場還有live band的演奏。
餐點選擇多，口味好吃","The environment is open and clean, the space is very comfortable, there are game consoles, you can play with parents, and live band performances on the scene.
There are many meals, the taste is delicious"
"牛肉漢堡很好吃，不到$300，有漢堡薯條，紅茶，很可以
不喜歡薯條配番茄醬，店員給了黃芥末醬，讚讚","Beef burgers are delicious, less than $ 300, there are burgers fries, black tea, very good
I don’t like fries with tomato sauce, the clerk gave yellow mustard sauce, praise"
"空間寬敞舒適，但冷氣真的有點太冷～～
上菜特慢
以份量來說價格偏高（這樣將近300吃一場寂寞）
味道中規中矩
之前有次吃燉飯上來整盤是冷的，印象不佳
回訪意願頗低","The space is spacious and comfortable, but the air conditioner is really too cold ~~
Special in serving
In terms of portion, the price is high (so that nearly 300 eats a loneliness)
Fixed taste
It was cold when I had a stewed rice before, and the impression was not good.
The willingness to return to visit is quite low"
"適合包場、大小型聚餐的場地。
團隊服務專業，食材新鮮美味。","Suitable for the venue for charter and large and small dinner.
Team service is professional, the ingredients are fresh and delicious."
新地方。很舒適，餐點咖啡很不錯。,"New place.It's very comfortable, and the meal is very good."
燈光美，氣氛佳，但是對於沒有交通工具的人有點不方便。,"The lights are beautiful and the atmosphere is good, but it is a bit inconvenient for people without transportation."
燈光美氣氛佳，好吃😋 …,"The lights are beautiful, delicious ..."
出餐快速，份量足夠，口味還算不錯。,"The meal is fast, the portion is sufficient, and the taste is pretty good."
還不錯吃👍,Good to eat 👍 👍 👍 👍 👍 👍
很適合聊天的地方，最愛戶外區，彷彿進入另一個世界，棒棒的,"Very suitable for chatting, I love outdoor areas, as if entering another world, great"
空間寬敞，好奇的是海膽海鮮義大利麵怎麼沒看到海膽？,"The space is spacious, and the curiosity is that the sea urchin seafood pasta does not see the sea urchin?"
如果你仔細觀察這間餐廳的評論，會發現一件很詭異的事情，那就是二星評論多，但沒有一星評論，因為一星評論都會被刪掉。這就是一間吃裝潢的餐廳，有價格，有服務，但食物沒有相對應的品質。,"If you carefully observe the comments of this restaurant, you will find a very weird thing, that is, there are many two -star comments, but there is no one -star comment, because one -star comment will be deleted.This is a restaurant that eats decoration. It has prices and services, but food has no corresponding quality."
商業午餐大約300給我用調理包，獅子頭4顆直徑約10元硬幣有夠小，加點了一杯140的冰榛果咖啡，size只有小杯不說，還不好喝。坑爹！,The commercial lunch is about 300 for me. I use a conditioning package. The lion head is about 10 yuan in diameter of about 10 yuan. It is small enough to add a cup of 140 ice hazelnut coffee. SIZE only has a small cup and it is not good.Cheating!
東西好吃有一定的水準，服務也很好，只是份量偏少，是個會再訪的地方，如果份量能再調整就更好了。,"There is a certain level of good things, and the service is very good, but the portion is too small. It is a place to visit again. It would be better if the amount can be adjusted again."
自己的公司，在廠商來訪時招待廠商的好選擇，裝潢佈置非常有水準，沒給五星是希望咖啡豆能夠混一下豆，甜點穩定度可以提高一點，就會很完美,"My own company entertains the good choice of manufacturers when the manufacturer visits. The decoration layout is very standard. If you do n’t give five stars, you hope that coffee beans can mix beans. The stability of the dessert can be improved a little."
在地下一樓，蠻明亮的場地，餐點不錯，餐不含飲料,"On the first floor of the ground, there are pretty bright venues, the meal is good, and the meal does not contain drinks"
不用擔心戶外冷，有暖爐🥰,"Don't worry about the cold outdoor, there is a heater 🥰"
價格合理，環境氣氛好，服務貼心，聽說中午人滿，但是晚上要嘛包場要嘛沒有人，只能說晚上來整個有賺到的感覺👍,"The price is reasonable, the environmental atmosphere is good, the service is intimate, I heard that the people are full at noon, but there is no one in the charter at night, I can only say that there is a feeling of earnings in the whole at night 👍"
菜單會增減調整👍,The menu will increase or decrease and adjust 减
氣氛輕鬆愉快,The atmosphere is relaxed and happy
在辦公大樓B1的一家新咖啡廳。內部明亮舒適，座位大，服務親切，餐點好吃（咖啡、茶飲、早午餐、甜點）寵物友善。附近好停車。,"A new cafe in the office building B1.The interior is bright and comfortable, the seat is large, the service is kind, the meals are delicious (coffee, tea, brunch, dessert) pet friendly.Stop nearby."
環境優雅氣氛佳 適合洽公、約會的地方 餐點也十分好吃 旁邊還有遊戲機可以體驗 下次還會再來！,"The elegant atmosphere of the environment is good for the meals that are suitable for Qiaogong and dating, and there are game consoles. You can experience the next time you will come back!"
"帶小孩來跟附近上班的朋友吃個中餐
員工對待孩童親切不會不耐煩 很棒
餐點也很好吃 下次還可以再來這中午小聚餐","Take a child to eat a Chinese food with friends who work nearby
Employees will not be impatient to treat children
The meal is also very delicious. Next time, you can come again at noon dinner"
時尚又輕鬆的用餐環境，輔以健康有氧的舒食，非常適合在都市叢林生活的你、我，來此放鬆充電😊,"The fashionable and relaxed dining environment, supplemented by healthy and aerobic food, is very suitable for you and me who live in the urban jungle, come here to relax and charge 😊"
環境非常優，適合拍照聚餐，餐點超好吃，闆娘人美心善喔～,"The environment is very good, suitable for taking pictures and dinner, the meal is super delicious, the Ban Niang is beautiful ~"
環境優雅時尚！,Elegant environment!
值得推薦，具潛力的網紅店,"It is worth recommending, potential online celebrity shop"
環境和氛圍都很好，餐點也不錯👍🏻,"The environment and atmosphere are very good, and the meals are also good."
"環境乾淨，廁所乾淨，完美!
(重點是食物很好吃，人員很有禮貌）","The environment is clean, the toilet is clean and perfect!
(The point is that the food is delicious and the staff are polite)"
燈光美氣氛佳,Beautiful light atmosphere
"服務到位。加入Line好友預約很方便
希望還是提供實體菜單","Service is in place.It is convenient to make an appointment to join LINE friends
Hope to provide physical menu"
"甜點好吃
員工友善","Dessert delicious
Friendly employee"
裝潢很漂亮,Very beautiful decoration
餐點好、氣氛佳、環境舒服、服務佳,"Good meals, good atmosphere, comfortable environment, good service"
東西好吃～服務滿意 環境舒適,Extra is delicious ~ service satisfaction environment is comfortable
環境好。東西不難吃,Good environment.Things are not unpalatable
很好吃誒有機會要來❤️,"Very delicious, there is a chance to come ❤️"
科技風網美店，嚐鮮踩點第一選擇,"Science and Technology Wind Net Beauty Store, the first choice of early adopters"
個人喜愛，方便，乾淨，價錢,"Personal love, convenience, clean, price"
媽的，花大錢吃調理包,"Damn, spend a lot of money to eat the adjustment package"
COOLER BAR餐點超好吃,Cooler Bar meals are super delicious
餐點好吃 服務佳,Good meal is delicious service
地點便利，明亮乾淨,"The location is convenient, bright and clean"
氣氛佳,Good atmosphere
食物美味 環境優雅,Food delicious environment is elegant
非常多樣非常好吃,Very diverse and delicious
燈美氣氛佳,Beauty atmosphere is good
謝謝給予評價,Thank you for your evaluation
豬腳好吃,Pig feet are delicious
有點難找,It's a bit difficult to find
環境舒適,Environmental comfort
豬腳好吃,Pig feet are delicious
"我已經嘗試過Cool Bar 3次了。我必須誠實地說。食物與價格不符。我嘗試的一切（早午餐、燴飯、義大利麵）都很平庸。
他們仍然有亮點，那就是他們的空間超級舒適，而且不擁擠。如果您正在尋找一個可以整天聊天的空間。我會推薦它。為了吃得好，你還有其他選擇。

如果您認為我的評論有用，請給我一個喜歡🙂。","I have tried Cool Bar 3 times.I must say honestly.Food is inconsistent with prices.I tried everything (brunch, risotto, and pasta) was mediocre.
They still have highlights, that is, their space is super comfortable and not crowded.If you are looking for a space that can chat all day.I will recommend it.In order to eat well, you have other choices.

If you think my comments are useful, please give me a favorite."
菜單上有很多東西而且非常好吃。座位很寬敞，氣氛也很好。,There are many things on the menu and very delicious.The seats are spacious and the atmosphere is very good.
好的,OK
好,good
