Original,EN,Positive,Negative,Neutral,Compound
"2021/06/09 初訪

白飯沒有人頭吃到飽，建議調頭去吃時時香，因為這裡店員臉很臭，主管臉更臭。入坐都上菜了還沒水，要了兩次才給，後續也沒主動詢問補水，這樣服務費好意思收10%？

本來懶得寫評論，所以菜色也不想拍，結果服務爛到嚇人，不寫不行。

跟瓦城其他品牌的最大差異「白飯沒有吃到飽」。

🔴推薦餐：香煎虱目魚、主廚自製辣油
🟠環境：乾淨、寬敞
🟡服務：超爛
🟢價格：高價位
🔵付款方式：刷卡
🟣優惠：開幕下次送炒飯

沒吃過瓦城集團有這麼爛服務的店！

帶位上來沒主動給水，菜都上了還沒水，要了兩次過5分鐘才給。

店員臉都很臭，穿西裝的應該是主管臉最臭，甚至看她幫其他客人送完水之後翻白眼？

還有水都喝完了，也沒有半次主動來問要不要補水，這種爛服務憑什麼收10%服務費啊？

一家全新的店，應該9成以上客人都沒吃過吧？結果沒主動介紹菜色，只講酒水優惠？滿頭問號。

------餐點------

虎皮鮮蝦捲：普通，吃起來就像外表變腐皮去炸的蝦餅，不用點。

👍香煎虱目魚：超級好吃必點，魚肉肥嫩適中魚肚香濃，酥炸程度剛剛好外脆內軟，加上上面的米香粒很好吃！

👍香香阿嬤紅燒肉：下飯偏甜好吃可以點，但跟時時香的阿婆紅燒肉一樣，兩顆對半切的蛋、紅燒肉、花生、豆乾入菜。

九孔鮑魚滷肉飯：超普通，但是必點，原因是因為，他會給你一罐「主廚自製辣油」👍🌶️超好吃！拌飯拌菜好吃極無敵讚，辣油味濃郁不膩。

👎白飯：台灣越光米，吃起來普通沒有香，口感還不錯。
不過一碗要30元還卻沒裝滿？太小氣了吧。

——————

建議去吃時時香就好了，反正許多菜色口味價格差不多，還能白飯吃到飽。

——————————————————
給星標準：

一星：超雷，沒來吃過的就不要來吃，不會回訪。

二星：未達期待，環境品質多數不行，非常喜歡同類品項的可以吃看看，不會回訪。

三星：普通，個人口味問題，突出品項少或價格貴，遊客可以吃，可能會回訪。

四星：多數品項皆好吃，價格或環境某些地方些許不足，路過會回訪。

五星：非常好吃，口味品質環境皆滿意，會特地為了餐廳回訪該地區。
——————————————————","2021/06/09 First visit

There is no one who is full of rice in the rice rice. It is recommended to take a head to eat, because the clerk's face is stinky here, and the supervisor's face is even more smelly.I did n’t get water after entering the meals. It was required to be given twice, and I did n’t take the initiative to ask the water to replenish the water. So the service fee is good at collecting 10%?

I was too lazy to write comments, so the dishes did not want to shoot. As a result, the service was scary and could not be written.

The biggest difference from other brands of Wacheng, ""The rice is not full.""

虱 Recommended meals: fried milkfish, chef self -made spicy oil
宽 Environment: clean, spacious
🟡 Service: Super bad
🟢 Price: high price
刷 Payment method: credit card
次 Preferent

I have never eaten such a bad service shop in Wacheng Group!

I did n’t take the initiative to give the water, and the vegetables were not yet water. It took 5 minutes to give it twice.

The clerk's face was very stinky. It should be the most stinky face in a suit. Even after seeing her helping other guests after sending water?

There are still water, and I did n’t take the initiative to ask if I want to replenish water for half a time. Why does this rotten service charge 10%of the service fee?

A brand new store should not have eaten more than 90 % of the guests, right?As a result, I did not take the initiative to introduce the dishes. I only talked about wine discounts?A question mark.

------ Meal -------

Tiger skin fresh shrimp rolls: ordinary, it tastes like a shrimp cake that turns rotten skin to fry, no need to order.

： 👍 👍 👍 👍: Super delicious food must be ordered.

烧 👍 嬷 嬷 👍 👍 👍: The meal is sweet and delicious, but like Shi Xiang's grandparent red roast meat, two pairs of half -cut eggs, braised pork, peanuts, and dried beans into dishes.

Jiu Kong abalone braised meat rice: Super ordinary, but it must be ordered, because he will give you a can of ""chef's homemade spicy oil"" 👍🌶️ Super delicious!Bibimbap is delicious and invincible, and the spicy oil taste is rich and not greasy.

米 👎 👎: Taiwan Yueguang rice, there is no fragrance to taste, and the taste is not bad.
But it costs 30 yuan for a bowl, but isn't it full?It's too stingy.

——————————

It is recommended to eat it from time to time. Anyway, many dishes are about the same price, and you can eat it.

—————————————————————————————
Strike standard:

One star: Super Thunder, don't eat if you haven't eaten it, you will not return to visit.

Two stars: I don't expect it. Most of the environmental quality is not good. Those who like similar items can be eaten and will not return to visit.

Samsung: Ordinary, personal taste issues, high or expensive items are high or expensive, tourists can eat or return to visit.

Four stars: Most of the items are delicious, and some are in some places in some places in the price or environment.

Five -star: Very delicious, the taste quality environment is satisfactory, and it will visit the area for the restaurant.
—————————————————————————————",0.129,0.057,0.814,0.9948
"簡單吃個飯 菜色不錯 環境衛生
收盤太快讓我感覺是翻桌率很高的熱炒店","Simply eat a meal, good environmental sanitation
The closing is too fast to make me feel like a hot stir -fry shop with a high table of turning the table",0.162,0.0,0.838,0.6597
"嘗試打造新風格的台菜市場
但員工的配套訓練卻是有落差
在推銷菜色、酒品這一塊非常積極，但因為不提供飲水，等同半強迫點飲料
而在細緻的服務上，還有很大改進空間
例如，因為各道菜很快上桌，但桌上空間有限，因此詢問服務生能否協助將三盤剩一半的菜換小盤，但服務生送回來卻是用三個碗盛裝。我們不知道，服務生自己知不知道習俗中，什麼時候才會用菜碗？後來又跟服務生索取三個小碟，把菜更換過來。
而最後，在我們還沒用完餐，只是在聊天時，服務生又過來說，我幫你們整理桌面，我們還未同意，她就逕行疊盤，卻沒注意到盤中還有牛肉塊。當我們反應時，服務生只是傻傻看著我們，我們也只能苦笑。
期待，未來還能有所期待","Try to create a new style of Taiwan cuisine market
But there is a gap in the supporting training of employees
It is very positive to sell dishes and wines, but because it does not provide drinking water, it is equivalent to half -forced drinking
In terms of meticulous service, there is still a lot of room for improvement
For example, because the various dishes are on the table quickly, but the table space is limited, I asked whether the waiter could assist in the exchange of half of the three dishes remaining, but the waiter returned with three bowls of costumes.We don't know when the waiter knows in the customs, when will it use a vegetable bowl?Later, he asked the waiter for three small dishes and replaced the dishes.
In the end, when we had not finished meals, just when we were chatting, the waiter came over again. I helped you to organize the desktop. Before we agreed, she stacked the disk, but did not notice that there were beef pieces in the plate.When we respond, the waiter just looked at us stupidly, and we could only smile bitterly.
Looking forward to it, you can still look forward to it in the future",0.09,0.063,0.847,0.7422
"上次來A9吃黑武士時發現隔壁開了新餐廳，SHANN SHANN 小香
看到名字想說是時時香的高級版嗎哈哈，這次吃覺得應該真的是！
除了每道菜都貴個100之外，第一次在台菜非飯店喝Aqua Panna哈哈哈哈哈太裝逼跟搶錢了吧😂
不過今日每道都好好吃

醋嫩薑松阪豬：
炎夏吃這好開胃
香煎虱目魚：
這道神好吃！魚肚煎的恰到好處，再加上爆米香，好吃到想哭嗚嗚
黑松露鮮蝦蒸蛋：
這道賣相超讚，松露味很香，讚～不過吃一次就好哈哈下次來會點別的
腐乳空心菜：
好吃好吃

服務也不錯給我們坐靠窗booth 感人
小主管Hana服務很好 笑也很甜美
還推薦我們下載瓦城App
讚讚

美好的週六❤️❤️❤️","Last time I came to A9 to eat a black warrior, I found that a new restaurant was opened next door, Shann Shann Xiaoxiang
I want to say that the name is a high -end version of it, haha, this time I think it should be really!
Except for each dish, it is more expensive, and for the first time, I drank Aqua Panna in Taiwan's non -restaurant hahahahahaha haha
But every day is delicious today

Vinegar tender ginger pine pig:
It's so appetizing in the hot summer
Fried milkfish:
This god is delicious!The fish belly is fried just right, plus the popcorn, so delicious as I want to cry
Black loose fresh shrimp steamed egg:
This selling is superb, the truffle flavor is very fragrant, praise ~ but it ’s good to eat it once haha ​​next time you will order something else
Ferdfered cabbage:
Delicious and delicious

The service is also good for us to sit on the window booth to be touching
Xiao Director Hana service is funny and sweet
I also recommend us to download the Wacheng APP
Praise

Beautiful Saturday ❤️❤️❤️",0.31,0.028,0.663,0.9974
"2024-06-04
開幕時來吃，是瓦城集團裡面較為精緻的餐廳。推薦烏龍氣泡飲。","2024-06-04
It is a more exquisite restaurant in the Wacheng Group.It is recommended that oolong bubble drinks.",0.101,0.0,0.899,0.2023
幾乎每一道菜都很好吃！ 有點重口味，配飯很適合！ 最喜歡四季豆、烏魚子炒飯還有3.5杯雞！ 很可以再訪！,"Almost every dish is delicious!A bit heavy, with rice is very suitable!Favorite four seasons of beans, mullette fried rice and 3.5 cups of chicken!Very can be visited again!",0.0,0.0,1.0,0.0
"#瓦城集團新台灣料理
#不是香奈兒小香
#台灣經典料理加以創意升級
#以鮮橘主色調搭白黃明亮打燈
#九孔鮑魚越光米滷肉飯
#雲林花生口水雞
#黑松露蒸蛋
#超級麻婆豆腐
#醋嫩薑松阪豬
#香煎虱目魚
#台灣腐乳空心菜
#大蛤蠣冬瓜上湯
#台南杏仁豆腐
#屏東綠豆蒜
#臺東洛神花
#台南甘蔗青🐷🐟🐓🥬","#新 New Taiwan cuisine
#Not Chanel Xiaoxiang
#Creative upgrade
#
#
#
#蒸
#Super Mapo Tofu
#
#
#腐
#Soup
#Tainan almond tofu
#
#
#",0.129,0.079,0.792,0.3599
"整體上來說算普通
CP值不高
炒飯偏溼不優
與新潮炒飯有一段差距
炒青菜中規中矩還ok
咖啡肋排有驚豔到，外表焦香淡淡咖啡香，第一次吃到這種餐點還不賴
花生米血骰子牛，感覺只吃到豬血糕味道及口感，無花生香氣、骰子牛切太小完全無牛肉口感，感覺很不優","On the whole
CP value is not high
Stir -fried rice is wet and not good
There is a gap with Xinchao fried rice
Stir -fried vegetables are quite satisfactory
The ribs of coffee are amazing, and the appearance of scorching fragrance is a faint coffee fragrance.
Peanut rice blood dice beef, feels only eating pig blood cake taste and taste, without peanut aroma, dice beef cut too small, completely beef taste, it feels not good",0.105,0.08,0.815,0.4733
"整體口味偏鹹～很下飯！適合配酒
推黑松露鮮蝦蒸蛋✨
麻婆豆腐是豆腐和鴨血各半
醋溜土豆絲🥔唯一口味清淡
油油的沒什麼味道的料理
價位中高","The overall taste is salty ~ very meal!Suitable for wine
Push Black Songli Shrimp Steamed Egg ✨
Mapo tofu is half of the tofu and duck blood
The only taste of vinegar and potatoes is light
There is no taste of oil
High price",0.055,0.047,0.898,0.1007
"第一次來到香香,非常驚喜,很開心有新的台菜的餐廳開幕,今天是第二次來訪,點了與第一次不同的菜,也是非常開心喜歡吃,我想這家店我常常拜訪。推薦他們的鮑魚滷肉飯,烏魚子炒飯也好吃,還有虱目魚,麻婆豆腐等等,都非常好吃。推薦給大家必要來訪的餐廳。","When I came to Xiangxiang for the first time, I was very surprised. I was very happy to open the restaurant with new Taiwanese cuisine. Today is the second visit. I ordered different dishes from the first time. I am also very happy to eat. I think this shop I often visit.Recommended their abalone braised meat rice, mulberry fried rice is also delicious, and milkfish, Mapo tofu, etc., are very delicious.Recommended to the restaurants for everyone.",0.162,0.0,0.838,0.931
第一次嘗試瓦城集團旗下的香香新臺菜，整體而言味道很不錯，每道菜都有驚艷到，但是整體而言，餐點有點偏油，如果牙口不好的，可以避開醋嫩薑松阪豬，有幾塊會咬不動，黑松露鮮蝦蒸蛋超級下飯，香煎虱目魚有放上蔥油，但如果蔥油的部份在瀝掉一點油會更好，豆花很香很嫩，可以來試看看,"For the first time, I tried the Xiangxiang New Terrace of Wacheng Group. The overall taste is very good. Each dish is amazing, but overall, the meal is a bit oily. If the mouth is not good, you can avoid vinegar. Tender ginger pine pigs, there are a few pieces that can not be bitten, black pine fresh shrimp steamed eggs are super rice, fried milkfish with green onion oil, but if the onion oil part is drained a little oil, it will be better. The fragrance is very tender, you can try it",0.149,0.082,0.769,0.817
"沒有主動提供白開水..但要了會給…..加水是將杯子取走 加滿後送回 差點被分到友人有口紅印那杯

整體菜色偏鹹*個人算稍重口味

主打的鮑魚滷肉飯 另人失望（九孔很小一個 其他跟坊間滷肉飯無區別 甚至…以這單價來說有些後悔點了這道招牌菜）

嫩薑松阪豬的豬肉有股腥味

腐乳空心菜鹹到一口就不想再吃了

豬血糕牛肉粒那道菜值得推薦

咖啡肋排也不錯

松露蒸蛋也不錯

約了朋友一起吃飯 感覺有點沒面子

Ps:
現場主管 嗯 就是您…不認為您有誠意*至少每桌誠意不同（我們旁邊兩人桌 他們在反應問題後有了不錯的待遇 看到您在解釋那道菜沒收錢….跟我們這桌的口頭慰問有很大的落差 ） 解決客訴….","I did not take the initiative to provide boiled water ... but I will give it to ... add water to take away the cup and send it back to the friend with a lipstick.

The overall dishes are salty*individual is a little heavy taste

The main abalone braised pork rice is also disappointed (Jiu Kong is very small, one other is no different from the braised meat rice in the room, or even ... In this unit price, some regret or order this signature dish)

The pork of the tender Jiangsaka pig has a fishy smell

I do n’t want to eat it anymore

Pig blood cake and beef grain that is worth recommending

Coffee ribs are also good

Tulu steamed eggs are also good

I got a friend to eat together and feel a bit faceless

Ps:
The on -site supervisor is you ... don't think you have sincerity*at least each table is different (the two people next to us have a good treatment after the response problem. There is a big gap in oral condolences) to solve the customer complaint ...",0.122,0.079,0.799,0.8462
"第一份餐點上，鍋蓋打開就放著⋯飯點了四碗過五分鐘才上，冷氣爆炸冷，熱菜都變成冷麻婆豆腐。
四個人必須要點到六碗飯180元白飯才可以將口味重的五道菜吃完～
不提供水，會期待顧客要點飲品，所以我們點了一瓶氣泡水，日本雖然會期待顧客點飲品但要求水還是會很客氣送上，我們的結論是如果中場沒有休息那可以帶著笑臉服務嗎？這餐廳到底怎麼一回事？
旁邊ㄧ桌有兩位小孩的，後面那桌有小孩的都吃的意興闌珊⋯⋯只有旁邊三位大媽的那桌吃的很開心？只是薑絲炒松阪豬就大叫說像「薑絲炒大腸」的口感耶！ 在旁邊聽了真的有的傻眼。
簡而言之，有小孩的不建議來此餐廳（該餐廳應該也沒有很歡迎）很餓或吃「熱炒」會口渴的也不要來因為餐廳會比較希望你點一手啤酒之類的，
後來吃完跑到美食街再補一碗丸龜製麵才回家。
瓦城啊！增設新品牌也不是這樣吧？","On the first meal, the lid was opened and the meal was put on a meal for four bowls to go up in five minutes.
Four people have to order six bowls of rice 180 yuan for rice to finish the five -tasting five dishes ~
If you do n’t provide water, you will look forward to ordering drinks, so we ordered a bottle of air bubble water. Although Japan will look forward to ordering drinks, it will be polite to send water. Our conclusion is that if there is no rest in the midfield, we can bring a smile with a smiley face. Service?What about this restaurant?
There are two children next to the table. The children who eat them in the back table are eaten. Only the table of the three aunts next to the table is very happy?It's just that ginger fried pine pigs yell like ""ginger silk stir -fried large intestine""!I listened to the real dumbfounded.
In short, some children do not recommend coming to this restaurant (the restaurant should not be very welcome) is very hungry or eat ""hot frying"".
Later, I ran to the food street and replenished a bowl of ball to make noodles before going home.
Wacheng!Isn't it the case for adding a new brand?",0.034,0.05,0.916,-0.5347
很值得一試的新台菜，熟悉的台式元素不同組合的創新台菜，香煎司目魚香脆的皮和嫩魚肉清爽、花生米血骰子牛很下飯，配烏龍氣泡飲茶香還可解膩，虎皮蝦捲當前菜爽口鮮甜～甜點恆春綠豆蒜沒有蒜是屏東的特色綠豆品種。環境也很舒服輕鬆感，很適合和好友用餐小飲聊天的餐廳,"It is worth a try New Terrace, the innovative platform dishes with different combinations of different combinations of desktop elements, the crispy skin and tender fish of the fried fish and the tender fish, and the peanut rice blood dice is very good. Nice, tiger -skinned shrimp rolls are fresh and sweet ~ Dessert Hengchun Mung Bean Garlic without garlic is the characteristic mung bean variety of Pingtung.The environment is also very comfortable and relaxed, it is very suitable for restaurants that chat with friends to drink and chat",0.249,0.0,0.751,0.9764
"餐點味道不錯, 類似熱炒店的中式料理.
服務很好, 內部也算寬敞.
推薦喜歡中式料理的可以來吃吃看.

推薦麻婆豆腐/海瓜子.","The meal tastes good, similar to Chinese cuisine like hot speculation shops.
The service is very good, and the interior is also spacious.
It is recommended that those who like Chinese cuisine can come and eat.

Recommend Mapo tofu/sea melon seeds.",0.305,0.0,0.695,0.9245
"信義區餐廳有了新選擇
花生米血骰子牛
非常適合推薦給外國友人
會愛上台灣米血糕～
醋嫩薑松阪豬 調味適中好吃
黑松露鮮蝦蒸蛋 讓家常蒸蛋變得高級
再搭配一杯白酒 完美。
服務都有笑容非常棒😊","Xinyi District Restaurant has a new choice
Peanut rice blood dice beef
Very suitable for recommended to foreign friends
Will fall in love with Taiwan rice blood cake ~
Vinegar tender ginger pine pig seasonings is moderate and delicious
The steamed eggs of black loose fresh shrimp make the home -often steamed eggs advanced
With a glass of liquor perfection.
The service has a smile very good 笑",0.307,0.026,0.666,0.9734
