Original,EN,Positive,Negative,Neutral,Compound
這是一個絕對美麗的空間，您可以在這裡享用飲料、擴展您的威士忌知識，並挑選一瓶非常稀有、陳年且獨特的 Gordon & MacPhail 威士忌。工作人員非常專業和熱情，會讓您感覺像一個真正的 VIP。一定要與史蒂夫·帕克（Steve Parker）見面並向他問好，他是一個男人、一個神話、一個傳奇。 ;-) 他是個很棒的人，而且非常平易近人。,"This is an absolutely beautiful space. You can enjoy drinks, expand your whiskey knowledge here, and choose a bottle of very rare, aged and unique Gordon & MacPhail whiskey.The staff is very professional and enthusiastic, which will make you feel like a real VIP.Be sure to meet with Steve Parker and ask him hello, he is a man, a myth, and a legend.;-) He is a great person and is very approachable.",0.253,0.0,0.747,0.9685
剛剛發現這個地方來品酒！  這裡是您下一次活動的好地方 - 一流的服務和氛圍。  強烈推薦。,Just discovered this place to taste wine!This is the good place for your next event -first -class service and atmosphere.Strongly recommended.,0.208,0.0,0.792,0.6114
史蒂文和他的團隊在這裡創造了一個很棒的場景，擁有出色的燈光、音響效果和整體氛圍。絕對是私人活動和聚會的絕佳選擇......:),"Steven and his team created a great scene here, with excellent lighting, audio effects and overall atmosphere.Definitely a great choice for private activities and gatherings ...... :)",0.434,0.0,0.566,0.9509
非常好的品嚐葡萄酒/威士忌的場所，期待回來。 🍷🥃 …,"Very good place to taste wine/whiskey, look forward to returning.🍷🥃 🍷🥃 ...",0.151,0.0,0.849,0.4927
多麼奇妙的地方啊！威士忌的選擇真是太棒了。,What a wonderful place!The choice of whiskey is really great.,0.512,0.0,0.488,0.855
"放鬆身心的好地方，享受一杯優質威士忌，也許還可以帶一瓶回家。
享受！","Relax the good place of body and mind, enjoy a cup of high -quality whiskey, may also bring a bottle home.
enjoy!",0.41,0.0,0.59,0.9098
"坐在這裡享用一杯威士忌或葡萄酒真是一種迷人的體驗！
我一定會再回來的！","It is a charming experience to sit here to enjoy a cup of whiskey or wine!
I will definitely come back again!",0.351,0.0,0.649,0.8829
與好朋友品嚐美酒和威士忌的好地方！,Taste the good places for wine and whiskey with good friends!,0.535,0.0,0.465,0.8478
與朋友一起去喝好酒、友善的人、美味的威士忌和美味的食物的好地方,"Go to drink good wine, friendly people, delicious whiskey and delicious food with friends",0.648,0.0,0.352,0.9485
喝優質威士忌的絕佳環境。,Drink an excellent environment for high -quality whiskey.,0.346,0.0,0.654,0.5719
