Original,EN,Positive,Negative,Neutral,Compound
"1.上菜速度尚可，裝潢很有味道，雞軟骨內外熟透入味、香腸下酒，蔬菜熟度適宜沒生菜味，生啤順口喝起來不脹氣，貓咪親人軟嫩可口
2.每次北上出差必來放鬆吃飯地點，光吸貓就可以配好幾杯啤酒","1. The speed of serving is still available, and the decoration is very flavorful. The inner and outer taste of chicken cartilage is cooked in the inside and outside, and the sausages are under sausages.
2. Every time you go to the north, you must relax the meal location.",0.057,0.0,0.943,0.4404
"優點：東西好吃、價格不貴、酒類選擇很多、貓親人可愛乾淨又不會亂、服務親切有禮、店內乾淨
缺點：點了牛肉串跟雞肉串都不算太好吃（但其他的都很棒，香腸跟軟骨很推）、沒有主動提供水（但我也沒要）、廁所有一點點點點點味道（吹毛求疵）
總評：不怕貓的很推薦，愛貓的一定要來","Advantages: delicious things, expensive price, a lot of alcohol choices, lovely and clean cat loved ones, will not be chaotic, service is kind and polite, clean in the store
Disadvantages: The beef skewers and chicken skewers are not too delicious (but the others are great, the sausages and the cartilage are pushed), there is no active water (but I don't want it), a little bit of the toilet, a little bit of taste ( Furious)
Comment: Not afraid of cats, it is recommended, those who love cats must come",0.26,0.113,0.627,0.945
"有貓的居酒屋，大部分貓很親人可以很主動摸跟陪他玩。
烤魚很好吃，肉串比較普通，不過價位都很合理，兩個人點這麼多也沒破千","There are izakaya with cats, and most cats are very relatives who can actively touch him with him.
The grilled fish is delicious and the skewers are relatively ordinary, but the price is reasonable.",0.111,0.0,0.889,0.4588
"6.30訂大概8點有位子，環境很舒適好聊天，還有好多貓咪可以摸。
照片：檸檬柑橘茶解膩、豬肉串還行、梅酒酸甜順口、柚子沙瓦好喝不會像果汁、明太子雞肉串超讚","6.30 Booking about 8 o'clock has a seat, the environment is very comfortable and chats, and many cats can touch.
Photo: Lemon citrus tea is greasy, pork skewers are okay, plum wine is sweet and sour, grapefruit sauce is not like fruit juice, Ming prince chicken skewers are superb",0.215,0.036,0.75,0.8881
果實酒都滿好喝的，很適合不太愛喝酒的女生，一定要先點魚，因為要烤比較久，適合朋友們一塊來吃吃喝喝，會再光顧，貓們很可愛,"Fruit wine is delicious, it is very suitable for girls who do not love drinking too much. Be sure to order fish first, because it is time to bake for a long time. It is suitable for friends to eat and drink, and they will patronize. The cats are cute",0.2,0.056,0.744,0.8286
"貓咪可愛 但店內的衛生要加強下 有蠻多小蟑螂的😵😵😵😵
食物味道還不錯 份量也夠  香魚好大一條

2訪: 貓貓好可愛","Cats are cute but the sanitation in the store has a lot of small cockroaches.
The food tastes good and the weight is good enough.

2 visit: cats and cats so cute",0.349,0.0,0.651,0.9432
今晚跟老婆來慶生，離家裡很近，但這是第一次來哈。店內氛圍不錯，會讓人想喝杯，生啤Orion，算順口，其中我比較喜歡是鯖魚、松阪豬、雞腿串和起司牛，真的不錯。店裡有三隻貓很可愛，可以跟他們玩，也都很乖，真的有趣，會想再來吃的店，推薦給晚上隨時想喝杯的朋友😁😁😁 …,"I came to celebrate my wife tonight, and I was very close to home, but this is the first time I came.The atmosphere in the store is good, it will make people want to drink a cup, raw beer Orion, which is smooth. Among them, I prefer catfish, Matsusaka pigs, chicken leg skewers and cheese cows. It is really good.There are three cats in the store very cute, you can play with them, and they are all very good. It is really interesting. The shops you want to eat again, recommended to friends who want to drink at any time at night ...",0.262,0.0,0.738,0.9845
餐點跟環境以居酒屋來說都非常優質！完全沒有煙味，貓咪又可愛！結帳可以銀行轉帳，跟朋友聚餐拆帳方便,"The meals and the environment are very high -quality for izakaya!There is no smoke at all, cats are cute!You can transfer the bank for a checkout.",0.0,0.1,0.9,-0.4184
"喜歡貓咪的人必來朝聖的居酒屋，一大堆的貓咪陪你一起用餐，貓咪都不怕人。
整體設計是動漫風，很適合拍照。
餐點不馬虎，酒款很有特色，店員超漂亮，週末還有現場演唱。","Those who like cats will come to the izakaya of pilgrimage. A lot of cats will accompany you to dine with you. The cats are not afraid of people.
The overall design is anime style, which is suitable for taking pictures.
The meal is not sloppy, the wine is very distinctive, the clerk is super beautiful, and there are live singing on the weekend.",0.144,0.0,0.856,0.8834
"餐點尚可，份量還算ok，算是中規中矩的居酒屋。
烤物比較特別有孜然羊肉串，清酒鯛魚還不錯吃，剛好想吃的都沒有進貨（如魷魚跟戰斧豬排等），有點可惜。

比較特別的是有好幾隻乖巧溫馴的店貓，會跟客人互動討摸，別有一番樂趣！
不過若是會過敏或較重視餐飲衛生建議思考是否內用，因為貓咪會到處跑，甚至跳到桌上跟你玩，但同時桌上放滿食物😂","The meal is okay, and the portion is OK, which is a satisfactory izakaya.
The grilled objects are particularly cumin lamb skewers. The sake sea bream is pretty good. I just want to eat it (such as squid and Tomahawk, etc.), which is a pity.

The more special thing is that there are several well -tamed shop cats who will interact with the guests, don't have a lot of fun!
However, if you will be allergic or pay more attention to catering hygiene, it is recommended to think about it, because cats will run around and even jump to the table to play with you at the same time, but at the same time, the table is filled with food",0.136,0.034,0.83,0.8438
這是一間客人與貓互動的居酒屋，老闆養了大約有6隻溫馴的貓，很喜歡撒嬌，店裡各種食材及酒類不貴又好吃，位子不多，用餐時間要訂位，很受家庭及年輕人光顧。,This is a izakaya that interacts with cats. The boss has about 6 tamed cats. I like coquettishness. Various ingredients and alcohols in the store are not expensive and delicious. Very patronized by families and young people.,0.062,0.074,0.864,-0.1275
"很多貓咪的居酒屋～貓咪超級可愛粘人～
炒烏龍很好吃～推薦豬鼻豆腐～還有yebisu生啤❤️","Many cat’s izakaya ~ Cats are super cute and sticky ~
Fried oolong is delicious ~ Recommended pork nose tofu ~ and YEBISU raw beer ❤️",0.35,0.0,0.65,0.9081
"東西好吃也不貴
推廣島炒烏龍麵，鍋香氣又多料
奶香金針菇也好吃
娃娃菜也推
炸豆腐外脆內軟
茶泡飯不貴也好吃
五隻貓貓可愛翻 又給嚕
店家也很熱情，讚讚
最後再用烤麻吉做ending

這次開車沒喝酒，酒不貴
下次有機會會再二訪的","It's not expensive for good things
Promote the island fried oolong noodles, the aroma of the pot is expected
Milk incense enoki mushrooms are delicious too
Doll vegetables also push
Fried tofu is crispy and soft inside
Tea is not expensive, it is delicious or delicious
Five cats are cute and toured again
The store is also very enthusiastic, praise
Finally, use grilled Maji to ending

I didn't drink this time, the alcohol is not expensive
Next time I have a chance to visit again",0.25,0.023,0.727,0.974
五隻店貓超親人的，食物好吃😋酒類很多選擇，老闆很親切，是朋友聚餐小酌的好地方🍻,"Five store cats are super loved ones, foods are delicious, and there are many options for wine. The boss is very kind. It is a good place for friends to dinner.",0.459,0.0,0.541,0.969
氣氛很好，東西不錯，蠻新鮮的，但是貓咪會一直來打擾⋯⋯抓身體的毛會飄到餐桌上～,"The atmosphere is very good, the things are good, and it is quite fresh, but the cat will always disturb the hair.",0.213,0.13,0.657,0.0754
好吃好玩的社區型居酒屋，貓貓可愛，精釀啤酒、清酒和威士忌的選擇頗多！菜色中上，不錯吃但可以更好～,"The delicious and fun community izakaya, cats are cute, craft beer, sake and whiskey choices are quite a lot!In the middle of the dish, it is good to eat but it can be better ~",0.296,0.0,0.704,0.8908
"小酌一番，其實是大吃大喝。
每一樣都非常的好吃。尤其明太子山藥、明太子馬鈴薯、胡麻豆腐都很棒。
店家的貓咪們非常的活潑可愛👍👍👍
果實酒的話，柚子酒蠻好喝的。 …","A drink, in fact, eat and drink.
Everything is very delicious.In particular, Prince Ming Yam, Prince Ming Potato, and flax tofu are great.
The cat's cats are very lively and cute
For fruit wine, grapefruit wine is quite delicious.Mowing",0.227,0.0,0.773,0.8899
"點了炒烏龍、起司牛小排、鯖魚、赤蝦、烤蝦、蒜烤香腸、雞翅、三杯酒、三個人用餐，吃完沒有很飽，但也不會空虛，份量算是剛剛好！店貓很多，可以點檯XD

我想饕客就是這麼樸實無華且幸福的吧…","Ordered fried oolong, cheese beef, catfish, red shrimp, grilled shrimp, garlic grilled sausage, chicken wings, three cups of wine, three people to eat, it is not full after eating, but it will not be empty. good!There are a lot of shop cats, you can click XD

I think customers are so simple and happy ...",0.211,0.0,0.789,0.9425
怕貓的人無法享用的日式居酒屋，偏偏又很好吃,The Japanese -style izakaya that people who are afraid of cats can not be enjoyed are delicious and delicious,0.284,0.104,0.613,0.6906
"非常不推，動作極慢，對新客不友善！
我們到的時候只有一桌2位客人，
結果點完餐等了半個小時還沒出餐，
我們點的只是簡單的烤玉米筍、串燒而已，
後面比我們晚到的大桌客人都出餐了！
詢問店員才知，我們是散客「單點」所以單子排在後面...
完全不懂是什麼服務邏輯，
總之除非是已訂位又人數多的熟客
不然不用來這找氣受","Very not pushing, the movement is extremely slow, not friendly to the new customers!
When we arrived, we only had one table and 2 guests,
As a result, I waited for half an hour after ordering the meal.
We just ordered simply roasted corn bamboo shoots and skewers.
Later, the big tables we arrived later were giving meals!
Ask the clerk to know that we are the ""single point"" of the scattered guest, so the single is ranked behind ...
I don’t understand what service logic is,
In short, unless it is a cooked customer who has already reached a lot
Otherwise, don't use it here to find qi",0.039,0.026,0.936,-0.1719
"好吃！食物味道都很特別！
如果晚上八點後在內湖這種美食沙漠
算是個非常好的去處","tasty!The taste of food is very special!
If eight in the evening, in Neihu's food desert
It's a very good place to go",0.244,0.0,0.756,0.7763
服務很親切，且餐點都很好吃，那天點的每道都很喜歡，尤其是烤牛肉串烤的很剛好，有點焦香味但卻不會過老，唯獨烤黃魚稍微鹹了一點點,"The service is very kind, and the meals are delicious. Every day I like it that day, especially the grilled beef skewers are just roasted. It is a bit scorching but it will not be too old.",0.159,0.0,0.841,0.6648
離捷運站不遠，生啤梅酒順口好喝，豬肉串烤得彈性十足，酒蒸蛤蜊以及奶油金針菇非常香，重點是還有三隻可愛的貓貓，絕對值得一來再來,"Not far from the MRT station, the raw beer plum wine is delicious, the pork skewers are full of elasticity, the steamed clams and cream enoki mushrooms are very fragrant. The point is that there are three cute cats.",0.153,0.0,0.847,0.7717
"食物超好吃！老闆娘親切！還有可愛貓咪作陪！
廣島炒烏龍必點～吃完會身心愉悅的那種好吃😎 …","The food is super delicious!The boss is kind!And cute cats accompany!
Hiroshima fried oolong must order ~ the delicious food that can be physically and mentally happy after eating 😎 ...",0.385,0.0,0.615,0.9594
服務親切氣氛放鬆，適合與三五好友聊天的地方，菜餚美味只是價錢稍高。店貓超可愛的,"Relax at the atmosphere of service, suitable for chatting with three or five friends. The delicious dishes are just slightly higher.Shop cat super cute",0.462,0.0,0.538,0.9463
"貓咪親人 運氣好的話會來坐檯. 廁所也很乾淨.
使用手機掃桌上的QR code進網頁點餐, 付款方式可選擇轉帳或現金.","If the cat's loved ones are lucky, you will come to the stage. The toilet is also very clean.
Use your mobile phone to scan the QR Code on the table to order to order, and you can choose to transfer or cash.",0.195,0.0,0.805,0.8655
"喜歡貓咪的要來（貓有點有個性），餐點口味不算差，可惜魚不太像用烤的 。
酒略貴，但還算一家可以再訪的小店 。","Those who like cats (cats are a bit individual), and the taste of meals is not bad, but unfortunately the fish is not as grilled.
The wine is slightly expensive, but there is still a small shop that can be visited again.",0.138,0.0,0.862,0.6404
人很多，嘈雜，位子小，還有外帶單一直來，因此酒和菜都上的非常驚人，而且順序不明。如果不是因為有親人的貓，應該很快就會說後面不出，直接結帳吧。最後是四千多五個人。,"There are a lot of people, noisy, small seats, and taking out the goal, so the wine and vegetables are very amazing and unknown.If it wasn't for a cat with a loved one, you should soon say that you will not come out later, let's check the checkout.Finally, more than 4,000 people.",0.136,0.029,0.835,0.807
"內湖少見讓人充分放鬆的地方
客人之間完全無隔閡  即興可以互相聊起來
在這裡認識很多新朋友

貓咪都超可愛的 非常有個性
每隻店貓都是領養跟搶救來的
是對很有愛心的夫妻共同經營

不定時還有各種活動
尤其每年都聖誕交換禮物超有趣
促進大家之間的交流
每次來都很開心
大家放下身段一起小酌聊天","Neihu is rare to make people fully relax
There is no gap between guests and improvisation at all.
Meet a lot of new friends here

Cats are super cute and very individual
Each shop cat is adopted and rescued
It is the co -operating of a very caring couple

There are various activities from time to time
Especially for Christmas exchange gifts every year is super interesting
Promote the communication between everyone
I am very happy every time I come
Let's put down your body and chat together",0.292,0.02,0.688,0.9841
餐點很不錯，上菜速度還行，有貓貓坐檯大加分,"The meal is very good, and the speed of serving is okay.",0.337,0.0,0.663,0.624
炒烏龍麵來一定要吃😘😘😘大人小孩都愛 貓咪超可愛🥹🥹🥹😍😍😍,Fried oolong noodles must eat 😘😘😘 😘😘😘 😘😘😘 😘😘😘 love cats super cute 🥹🥹🥹😍😍😍,0.508,0.0,0.492,0.9942
"食物好吃 酒類也好喝
用餐不限時 店員也很友善
店貓們超可愛❤🧡💛 …","The food is delicious and delicious
The shop clerk is also very friendly
The shop cats are super cute ❤可 ...",0.511,0.0,0.489,0.9571
奶油金針菇跟明太子玉子燒好吃~ 其他餐點就都普普通通，CP值不算太高，人均消費大約500以上。店裡很多貓咪，完全不怕人，會直接霸佔桌面😹 …,"The cream enoki mushrooms are delicious with Prince Ming Yuzi ~ Other meals are ordinary. The CP value is not too high, and the per capita consumption is about 500 or more.Many cats in the store are not afraid of people at all, they will directly occupy the desktop ...",0.113,0.0,0.887,0.7269
"食物現做牛肉真的超好吃😋
但是雞肉串跟泡菜豬肉就很普通
貓咪都很乖也不會打擾用餐
只是這個價格會選擇附近其他店😵‍💫 …","Food is really delicious now 食
But chicken skewers and kimchi pork are very ordinary
Cats are very good and will not disturb meals
It's just that this price will choose other nearby stores ...",0.232,0.0,0.768,0.8649
"單評食物的話四分
炸雞很嫩也不油膩
松阪豬口感很棒 肉味很香
烤香菇也必點

但是餐廳內的味道我真的不行
沒有討厭貓 也去過其他寵物友善餐廳
不過這裡的動物體味我個人無法接受

再強調一下
食物真的好吃又划算
下次想吃可能會考慮外帶","If you comment on the food alone
Fried chicken is tender and not greasy
Matsusaka pig mouth is great and meaty, fragrant
Baked shiitake mushrooms must also be ordered

But the taste in the restaurant really can't work
I have not hated cats and I have been to other pet friendly restaurants
But the animals here, I personally can't accept it

Emphasize it again
The food is really delicious and cost -effective
I may consider take -away next time I want to eat",0.221,0.042,0.737,0.9648
"Neighborhood watering hole🍺
老闆很會選酒
闆娘親切殷勤
食物美味實在
貓咪們很親人
氣氛舒適像家","Neighborhood Watering Hole🍺
The boss can choose wine
Ban Niang is kind
Food delicious
Cats are very relatives
The atmosphere is comfortable like home",0.344,0.096,0.56,0.8519
"國醫學生最愛居酒屋之一
燒酒沙瓦好喝
串燒茶漬飯好吃
貓很多很可愛
開到1點喔","Chinese medicine students love to stay in izakaya the most
Roasted sandwater is delicious
Skewed tea stain rice is delicious
Many cats are very cute
Open to 1 o'clock",0.373,0.0,0.627,0.9422
還不錯，店內有貓咪很可愛，烏龍麵很好吃～,"Not bad, there are cats in the store very cute, and the oolong noodles are delicious ~",0.413,0.0,0.587,0.8703
食物好吃，氣氛不錯，有貓咪圍繞身旁讓心情愉快。,The food is delicious and the atmosphere is good. Some cats make a happy mood around the body.,0.407,0.0,0.593,0.8834
"沒養貓的貓奴療癒之地🥰
貓貓們很懂得招呼客人，一就座會來巡視每個賓客（虎斑）

餐點好吃，喜歡炸物類～

整體店內的氛圍很歡樂！","Cat slave who does not raise cats healing 🥰
Cats know how to greet guests, and they will come to visit every guest (tabby)

The meal is delicious, I like fried objects ~

The atmosphere in the overall store is very happy!",0.334,0.0,0.666,0.9642
"店內有很多隻可愛的貓！（光是這點就加了好多分）
店員蠻熱情的，有來介紹貓咪的名字及怎麼做牠會理人
酒的部分蠻推薦梅酒類，很順口
其他炒物、炸物也都不錯
裝潢很日式，氣氛很棒~","There are many cute cats in the store!(A lot of points were added to this alone)
The clerk is quite enthusiastic, and the cat's name is introduced and how to do it.
The wine part is quite recommended for plum wine, which is very smooth
Other fried frying and fried items are also good
The decoration is very Japanese, and the atmosphere is great ~",0.206,0.029,0.765,0.9278
用餐環境十分有氛圍，價格親民切餐點口味吸引人，用餐完身上沒什麼油煙味，有很多貓咪在店內，如果怕貓的人可能不適合在此用餐,"The dining environment is very atmospheric. The price is attractive to cut off the taste of the people. There is no smell of oil fume on the meal. There are many cats in the store. If you are afraid of cats, people may not be suitable for meals",0.054,0.122,0.824,-0.3818
"完美的料理～不含味精！！還可以配合客人的需求客製化＾＾
吃完後有滿滿的滿足感
還有多樣的酒可以滿足我！
是我這兩年的最愛去處","Perfect dishes ~ No MSG!IntersectionYou can also cooperate with the needs of guests to customize ＾＾
After eating, I have a full sense of satisfaction
There are diverse wines that can satisfy me!
It's my favorite place in the past two years",0.252,0.042,0.706,0.8997
"三五好友聚會小酌的好地方
老闆老闆娘親切
有店貓可以嚕","A good place for three or five friends to meet
Boss and boss cordial
There is a shop cat",0.261,0.0,0.739,0.7184
"內湖在地人第一次進來
氣氛溫馨，店貓們可愛，啤酒食物都算平價
每樣菜份量兩人吃都蠻剛好
雖然放英文老歌不錯
不過能放日文歌感覺會更有味道
有機會會想再來","The first time in Neihu came in
The atmosphere is warm, the shop cats are cute, and beer foods are all cheap
Each dish, two people eat pretty good
Although it is good to put an old English song
But it will be more flavorful to be able to put on Japanese wenwen songs
If you have a chance, you will want to come again",0.176,0.0,0.824,0.8126
"好吃
不過如果增加多元支付方式例如line pay 更好","tasty
But if you add multiple payment methods, such as LINE PAY is better",0.208,0.146,0.647,0.2848
"餐點好吃 貓咪都很親人 氣氛很舒適
cp值很高的小店","The meals are delicious.
Small shop with high CP value",0.433,0.0,0.567,0.7269
東西好吃，Cp值高，屋內的貓咪很可愛哦,"The things are delicious, the CP value is high, the cat in the house is very cute",0.402,0.0,0.598,0.8553
"貓貓很可愛
食物cp值高","Cats are cute
High food CP value",0.519,0.0,0.481,0.6597
有超可愛店貓，店員服務親切，適合三兩位好友小酌聊天。,"There are super cute shop cats, the clerk has a kind service, suitable for three or two friends to chat with.",0.441,0.0,0.559,0.9246
食物味道還不錯，但價位偏高，食物份量較小，上菜較慢。,"The food tastes good, but the price is high, the food is small, and the food is slow.",0.103,0.0,0.897,0.2382
"食物好吃 店貓可愛
週末人多時上菜速度較慢, 此時就相當考驗客人與店貓的緣分
有緣店貓來寵幸貓奴打發時間
無緣遠觀店貓寥解相思之苦
每隔一陣子就會想來店看看眾可愛的貓","Food delicious shop cat cute
When there are many people on weekends, the food is slower, and the fate of the guests and the store cat at this time
Youyuan store cats come to spoil cat slaves to pass the time
No chance of distant viewing store cats to understand the suffering of acacia
I want to come to the shop every other time to see the cute cats",0.14,0.061,0.799,0.7319
"東西好吃又下酒
酒類多樣化.非常多選擇
店員親切.店貓更是可愛😻
放鬆心靈的好地方！ …","Steamed things and wine
Diversity of alcohol. Very many choices
The clerk is kind. The shop cat is even more cute
Relax the good place of the soul!Mowing",0.352,0.0,0.648,0.9196
"手機點餐超方便 推薦胡麻豆腐沙拉
魚料理的要注意貪吃貓貓","Summary of mobile phones is very convenient to recommend bead tofu salad
Pay attention to the cat's cat for greedy cats",0.113,0.151,0.736,0.0164
"炒烏龍麵
牛肋塊
雞屁股
炸雞
肥腸串+店貓
雞皮+店貓
蒜香香腸
玉子燒
松阪豬","Oolong noodle
Ribs
Chicken buttock
fried chicken
Fat intestinal skewers+shop cat
Chicken Skin+Shop Cat
Sausage
Yuzi
Matsuzaka pig",0.0,0.0,1.0,0.0
好吃好喝 貓也可愛 酒類選擇比一般居酒屋多 推推,"It's delicious, delicious cats and cute wine choices than ordinary izakaya push push",0.51,0.0,0.49,0.886
環境溫馨，食物不錯，貓很可愛,"The environment is warm, the food is good, the cat is very cute",0.447,0.0,0.553,0.796
炸雞超好吃，應該點兩盤才對，下班喝點小酒輕鬆一下的好地方,"The fried chicken is super delicious, you should order two sets. Drink a little wine for a good place after get off work.",0.344,0.0,0.656,0.8885
平價居酒屋，店裡有可愛的貓喔！,"Affordable cottage, there are cute cats in the store!",0.292,0.0,0.708,0.5093
食材新鮮.份量很夠.店貓很可愛🐈,The ingredients are fresh. The portion is enough. The shop cat is very cute,0.318,0.0,0.682,0.6801
串燒料理都很好吃，還有現場駐唱。可惜空間較小，週末假日人很多，要提早訂位。,"Boiled cooking is delicious, and there are live singing.Unfortunately, there is a small space. There are many people on the weekend.",0.156,0.0,0.844,0.5719
