Original,EN,Positive,Negative,Neutral,Compound
"珊珊來遲，但是珊珊不說！

服務很好，
且不會因為生意繁忙而顯得不耐心、細心、親切！！反而是更用心招待每一位進門的顧客，笑臉迎人，與在場幾桌互動就像朋友，整間店感受因此更有溫度！真的很加分！

下次會再造訪，東西、啤酒都很不錯。

可惜上次來，我朋友不喝獺祭（殘念⋯","Shanshan is late, but Shanshan doesn't say!

The service was excellent,
And it won't be patient, careful, and kind because of busy business!IntersectionInstead, it is more intentional to entertain every customer who enters the door. He welcomes people with a smile, and interacts with a few tables present like friends. The whole shop feels more temperature!Really extra points!

I will visit again next time, things and beer are very good.

Unfortunately, last time, my friend did not drink otter festivals (disabled ...",0.322,0.068,0.61,0.9862
"環境舒服、食物跟酒真的都不錯～
點生蠔還有附一小杯柚子酒的shot
我們住附近第一次過來，以後會再訪！","The environment is comfortable, food and wine are really good ~
Ordered oysters and a small cup of grapefruit wine
When we live nearby for the first time, we will visit again in the future!",0.171,0.0,0.829,0.7773
以外送來說，串類的有點偏貴又超小一隻cp不高，炒烏龍味道不錯但有點太油，其他餐點口味都正常，就是松阪炒水蓮的松阪肉為何黑黑的😅看起來有點恐怖⋯⋯可能有些東西真的還是適合現場吃會比較好 …,"As a result, the skewers are a bit expensive and super small. A CP is not high. The fried oolong tastes good but a bit too oily. The taste of other meals is normal. It looks a bit horrible. Maybe something is really suitable for eating on the spot ...",0.078,0.085,0.837,-0.3291
東西好吃，氣氛好,"The things are delicious, the atmosphere is good",0.524,0.0,0.476,0.765
氣氛好 餐點很好吃 很豐富 很適合全家ㄧ起來,"The atmosphere is delicious, delicious, very rich, very suitable for the whole family",0.53,0.0,0.47,0.9061
"吃到後面才想到要拍照⋯
但東西都已經光盤了～😅😅
整個環境氛圍讓人覺得蠻舒服的，以及食物也在水準上，價格非常合理！

會讓人想再次回訪的一間寶藏小店～❤️","After eating it, I thought to take a picture after eating ...
But everything is already a CD ~ 光
The whole environment atmosphere makes people feel quite comfortable, and the food is also at a standard. The price is very reasonable!

A treasure shop that will make people want to return to visit again ~ ❤️",0.152,0.0,0.848,0.8698
適合與朋友小酌吃下酒菜，炒飯特別美味。居酒屋種類不少。趕時間的不適合。,"Suitable for drinking wine with friends, and fried rice is particularly delicious.There are many types of izakaya.Unsuitable for time.",0.147,0.0,0.853,0.4767
唐揚雞很嫩讚！,Tang Yang chicken is very tender!,0.0,0.0,1.0,0.0
"「搏感情」是一家專門的日式居酒屋，其中鹽烤鮭魚頭是他們的招牌菜之一。鹽烤鮭魚頭一上桌，我就被它迷人的香氣所吸引。鮭魚頭烤得恰到好處，外皮微微焦脆，帶有鹽的香氣，散發出令人垂涎的烤香。這道菜的視覺效果也十分誘人，魚頭表面泛著金黃的色澤，讓人忍不住立刻動筷子。

鹽烤鮭魚頭一上桌，我就被它迷人的香氣所吸引。鮭魚頭烤得恰到好處，外皮微微焦脆，帶有鹽的香氣，散發出令人垂涎的烤香。這道菜的視覺效果也十分誘人，魚頭表面泛著金黃的色澤，讓人忍不住立刻動筷子。

我用筷子輕輕一剝，鮭魚頭的肉質柔軟而多汁。魚肉內裡的油脂豐富，與外皮的香脆形成了絕妙的對比。鹽的味道並不過於強烈，只是恰到好處地增強了鮭魚頭的鮮味。每一口都能感受到鮭魚特有的細膩和鮮美，讓人欲罷不能。

這道鹽烤鮭魚頭配上檸檬汁，口感更加多層次。檸檬的酸味增添了一絲清爽，而醬油的鹹味則讓鮭魚的風味更加濃郁。無論是單獨品嚐還是搭配這些調味料，都能帶來不同的味覺體驗。

餐廳的服務也值得稱讚。服務生們親切友好，樂於為我們介紹每一道菜的特色，並提供了適合的建議。用餐環境整潔舒適，給人一種愜意的感覺。","""Fighting Affairs"" is a special Japanese -style izakaya. Among them, salt grilled salmon heads are one of their signature dishes.As soon as the salt -grilled salmon head was on the table, I was attracted by its charming aroma.The salmon head is grilled just right. The skin is slightly crispy, with a salt aroma, exuding a mouth -watering grilled fragrance.The visual effect of this dish is also very tempting. The surface of the fish head is golden color, which makes people unable to move the chopsticks immediately.

As soon as the salt -grilled salmon head was on the table, I was attracted by its charming aroma.The salmon head is grilled just right. The skin is slightly crispy, with a salt aroma, exuding a mouth -watering grilled fragrance.The visual effect of this dish is also very tempting. The surface of the fish head is golden color, which makes people unable to move the chopsticks immediately.

I gently peeled with chopsticks, and the meat of the salmon head was soft and juicy.The oil inside the fish is rich, forming a wonderful contrast with the crispy crispy skin.The taste of salt is not strong, but it just enhances the umami taste of salmon head.Each bite can feel the delicateness and deliciousness of salmon, which makes people want to stop.

This salt -grilled salmon head with lemon juice has a more layered taste.The sour taste of the lemon adds a touch of refreshing, while the salty flavor of soy sauce makes the flavor of salmon more rich.Whether it is a separate taste or with these seasonings, it can bring different taste experience.

The service of the restaurant is also commendable.The waiters are kind and friendly, willing to introduce the characteristics of each dish for us, and provide suitable suggestions.The dining environment is neat and comfortable, giving people a comfortable feeling.",0.14,0.019,0.841,0.9899
"下班後與同事小酌
服務生很親切
東西也好吃 環境也整潔
下次會再多帶朋友來
招待的毛豆很夠味很好吃😍","After get off work with colleagues
The waiter is very kind
The stuff is also delicious and the environment is neat and clean
I will bring more friends next time
The entertaining edamame is delicious enough 😍",0.449,0.0,0.551,0.9778
餐點好好吃，店家服務很好👍，C P值很不錯！是會ㄧ直再來的ㄧ家店！,"The meal is delicious, the store service is very good, the C p value is very good!It is a shop that will come back directly!",0.31,0.0,0.69,0.8713
氣氛很好，有大螢幕看體育球賽！食物多樣，烏龍麵好吃,"The atmosphere is very good, there are big screens to watch sports games!Food diverse, oolong noodles are delicious",0.31,0.0,0.69,0.8012
環境舒服～食物上也都在水準之上！很適合下班後過來小酌一杯,The environment is comfortable ~ food is also above the standard!It's very suitable for a drink after getting off work,0.159,0.0,0.841,0.5562
"食物新鮮好吃 有投影螢幕觀看球賽
原址在金湖路搬過來","Fresh food and delicious projection screen watch the game game
The original site came here on Jinhu Road",0.356,0.0,0.644,0.8074
"串燒醬汁特調，不像一般串燒重口味
生啤、精釀啤酒…選擇多種
服務一級棒！ 👍🏻👍🏻👍🏻 …","Sancong sauce is special, unlike ordinary skewers heavy flavor
Life -raw beer, craft beer ... Choose a variety of
Serving first -class!👍🏻👍🏻👍🏻 👍🏻👍🏻👍🏻 ...",0.054,0.0,0.946,0.4574
菜色很多 服務很好喔👍🏻,Many dishes are very good services 很,0.347,0.0,0.653,0.4927
"內湖隱藏版居酒餐廳好吃到幫他掌聲鼓勵
沒有一個雷👏🏻完勝","The hidden version of the Neihujiu Restaurant is delicious enough to help him applaud encouragement
There is no thunderbolt victory",0.415,0.075,0.51,0.875
店員好熱情，服務態度讚讚讚！東西也都好好吃😆,"The clerk is so enthusiastic, and the service attitude is praised!Things are also delicious 好 好 好 好 好 好 好",0.299,0.0,0.701,0.8445
"明太子雞肉串鮮嫩多汁
午仔魚一夜干新鮮好吃
蛤蜊湯的蛤蜊大顆肉多","Ming Prince Chicken Chicken is fresh and juicy
Wuzai fish all night is fresh and delicious
The clams of the clam soup are large meat",0.274,0.0,0.726,0.8074
"店員熱情好客 和顧客玩遊戲
食物好吃 特別喜歡鱈魚肝沙拉","The clerk enthusiastic hospitality and customers play games
Food is delicious, I like cod liver salad",0.496,0.0,0.504,0.8957
"東西比起一般的居酒屋算是很便宜
cp值很高的一家店
推推","It is cheaper than ordinary izakaya
A store with a high CP value
Push",0.156,0.0,0.844,0.34
"色香味俱全
料多味美實在
👍👍👍👍
不吃後悔
重點
超下酒🍻🍻🍻

鮭魚卵炒飯
大阪燒炒麵
烤生蚵","Color and fragrance
It is beautiful and delicious
Bleak
Regret not to eat
Focus on
Out of wine 🍻🍻🍻 🍻🍻🍻 🍻🍻🍻

Salmon egg fried rice
Osaka burning noodles
Bakery",0.126,0.046,0.828,0.7003
三五好友聚餐小酌的好地方，餐點好吃，老闆娘美麗又阿莎力，開心！,"Three or five friends have a good place for meals. The meals are delicious. The boss is beautiful and Asa Li, happy!",0.509,0.0,0.491,0.9558
幫女兒慶生。平價又好吃的居酒屋。評論就請喝生啤酒，明太子雞腿串鮮嫩多汁，大推～～,"Help your daughter celebrate his birthday.Active and delicious izakaya.If you comment, please drink raw beer.",0.53,0.0,0.47,0.9081
燈光明亮，氣氛佳，老闆年輕創意人很客氣，內湖區難得有這樣的好店，三五好友小酌聚財吃飯的好地方！！,The lights are bright and the atmosphere is good. The young creative people of the boss are very polite. There is a rare shop in Neihu District. Three or five friends have a good place to eat wealth to eat!Intersection,0.349,0.0,0.651,0.9531
"店內氣氛我超喜歡嘚～
闆娘也很熱情服務讚讚👍
我超愛吃海鮮🦞","I like the atmosphere in the store. I like it ~
Ban Niang is also very enthusiastic about serving praise 很
I like to eat seafood 海 海 海 海 海 海 海",0.323,0.08,0.597,0.8748
環境很好！推薦,The environment is very good!recommend,0.0,0.0,1.0,0.0
"第一次來，東西好好吃～
羊肉沒有騷味，跟孜然粉搭配得很平衡。烤豆皮跟豬血糕也好好吃，醬料有中藥的味道。烤牛肋條跟紅酒特搭ㄚ～～～哇沙米章魚也好對我的味😋","Come for the first time, something is delicious ~
The lamb has no smell, and it matches the cumin powder very balanced.The grilled bean skin and pig blood cake are also delicious, and the sauce has the taste of Chinese medicine.Baked beef ribs and red wine are special ~~~ Wow Shami takoya is also good for me 😋",0.23,0.03,0.74,0.9393
來過幾次 餐點好吃 老闆人也很好 來內湖晚上必吃的店家❤️,I have been here a few times to eat delicious bosses.,0.27,0.0,0.73,0.5719
簡單食材味道不簡單，燈光美適合小聚！會再訪！,"Simple ingredients are not simple, and the light is suitable for small gathering!Will visit again!",0.0,0.0,1.0,0.0
用Uber Eats點了四樣東西，結果其中一塊烤鮭魚下巴，尺寸竟然小到懷疑自己點錯，大概是一個正三角形，邊長約七八公分，份量約為正常鮭魚下巴的四分之一，然後竟然要價140元！麻煩店家在網站上把份量寫清楚，否則有種受騙上當的感覺。,"Using Uber Eats, I ordered four things. As a result, one piece of grilled salmon chin, the size was so small that I was doubting that I was wrong. It was about 78 cm in length. Then the price is 140 yuan!Troubled shops write clearly on the website, otherwise they will feel deceived.",0.045,0.144,0.811,-0.7177
食物很好吃，下酒菜的種類很多，酒的品種多樣，非常喜歡💕值得推薦！,"The food is delicious, there are many types of wine and vegetables, and the variety of wine is diverse.",0.171,0.0,0.829,0.5719
明太子雞肉好好吃,Ming Prince Chicken is delicious,0.481,0.0,0.519,0.5719
"餐點每一項都很好吃
環境很好
上菜速度也很快","Every item of the meal is delicious
Good environment
The speed of serving is also fast",0.32,0.0,0.68,0.765
店家服務很好👍 餐點也很好吃，有機會會再回訪😊,The store service is very good.,0.39,0.0,0.61,0.4927
鮭魚卵炒飯、生啤酒、大蛤蜊湯都超美味！,"Salmon egg fried rice, raw beer, and big clams are super delicious!",0.441,0.0,0.559,0.8356
"適合朋友小聚，環境舒服
東西好吃
精釀啤酒超好喝👍🏼👍🏼 …","Suitable for friends to gather, the environment is comfortable
What is delicious
Cast beer is super delicious 啤 ...",0.558,0.0,0.442,0.9565
"東西好吃～環境乾淨
態度親切～下次會再來👍","The things are delicious ~ the environment is clean
Kindness ~ I will come again next time 👍",0.37,0.0,0.63,0.8555
"烏龍麵好好吃🤤
每樣真的都好吃耶
東西很新鮮上菜快！","Oolong noodles are delicious 好
Everything is really delicious
Things are very fresh and fast!",0.469,0.0,0.531,0.8904
來這邊吃很多次了，店員親切東西又好吃！非常推薦🥳,"I have come here to eat many times, the clerk is kind and delicious!Very recommended 🥳",0.366,0.0,0.634,0.7959
google map五星評價送薯條.,Google Map five -star evaluation.,0.0,0.0,1.0,0.0
"氣氛佳、態度親切、東西好吃❤️
已經回訪好幾次了～～每次都如初訪一樣滿意！","Good atmosphere, kind attitude, delicious things ❤️
I have been visiting several times ~~ I am as satisfied as the first visit every time!",0.384,0.0,0.616,0.92
餐點不錯，啤酒類型非常豐富，用餐環境也好，,"The meal is good, the type of beer is very rich, and the dining environment is good.",0.409,0.0,0.591,0.8655
"不得不說，誠意200，暖心耶❤️
一個小小反應，很到位的滿足感👍","I have to say, sincerity 200, warm heart ❤️
A small response, very satisfied 👍",0.396,0.0,0.604,0.8479
打卡送薯條，環境很乾淨，價格還可以，期待限量鹽烤鮭魚頭,"Pickup and send fries, the environment is very clean, the price is okay, I look forward to the limited salt grilled salmon head",0.183,0.071,0.746,0.4576
二訪打卡送酒。跟老婆搏感情！另外每週2、3、4有699暢飲！,"Two visit to punch card to send alcohol.Fighting with his wife!In addition, there are 699 drinking every week 2, 3, and 4!",0.0,0.0,1.0,0.0
店員親切熱情 環境舒服 酒好喝 餐點好吃 適合35好友聚餐的好地方👍👍👍 …,"The clerk is kind and enthusiastic environment, comfortable wine, drink delicious meals, delicious places that are suitable for 35 friends dinner 👍👍👍 ...",0.481,0.0,0.519,0.9657
東西好吃 服務親切 價格實在,East and delicious service intimate price is real price,0.316,0.0,0.684,0.5719
餐點很好吃～ 店員漂亮又親切💗,The meal is delicious ~ The clerk is beautiful and kind 💗,0.679,0.0,0.321,0.9509
聚餐小酌的好地方～～～大推～～～東西好吃！酒類品項又超多～～,A good place for meals ~~~ Push ~~~ It ’s delicious!There are so many wine items ~~,0.166,0.0,0.834,0.4926
多樣的啤酒，日本酒，威士忌，還有美味餐點，適合朋友聚餐喝喝小酒放鬆的好地方。,"Various beer, Japanese wine, whiskey, and delicious meals, suitable for friends to drink small wine to relax.",0.409,0.0,0.591,0.8658
環境佳、妹子多、服務好~~重點菜色非常厲害（老闆的顏值爆表）難怪食物特別好吃~非常推薦圖的美食！,"The environment is good, there are many girls, and the service is good ~~ The key dishes are very powerful (the boss's face value is explosive) No wonder the food is particularly delicious ~ It is recommended to be very delicious!",0.378,0.039,0.583,0.9594
餐點超好吃。味道很棒,The meal is super delicious.The taste is great,0.571,0.0,0.429,0.8402
下班放鬆吃飯的好地方💯東西好吃～氣氛也讚👍 …,Good place for relaxing and eating after get off work 吃 It ’s delicious ~ The atmosphere is also praised ...,0.433,0.0,0.567,0.9186
烏龍麵鹹度剛好 麵條q彈有勁 豬肉串小吃不油膩,Wulong noodles are just noodles Q bombs strong pork skewers are not greasy,0.216,0.0,0.784,0.5106
餐點好吃 服務態度很好很有耐心,The delicious service attitude is very good and patient,0.496,0.0,0.504,0.7841
陶板牛肉很嫩很好吃 啤酒也非常順口 推推！,"Pottery beef is very tender, delicious beer and very smooth push!",0.299,0.0,0.701,0.6452
N次回訪～每樣都好好吃，非常棒的一間燒烤店，老闆娘服務態度很好，吃得開心,"N times return to visit ~ Every time it is delicious, a great barbecue restaurant, the boss lady has a good service attitude, and I am happy to eat",0.365,0.0,0.635,0.9371
"很有氣氛的店家
喝喝小酒的最佳選擇","Very atmospheric shop
The best choice for drinking small wine",0.318,0.0,0.682,0.6369
"第二次來吃
食物都很美味不馬乎

不敢吃豬血糕的我
他們家豬血糕我可以
QQ表皮微焦再灑上辣粉 很夠勁！","Come to eat the second time
The food is delicious and unhappy

I dare not eat pig blood cake
I can
It is strong enough to sprinkle the spicy powder with QQ epidermis!",0.169,0.156,0.674,0.1429
喝酒的好鄰居～鹽烤豆皮、鮭魚炒飯、明太子雞肉必點！好吃！,"Good neighbors of drinking ~ salt grilled bean skin, salmon fried rice, and Ming prince chicken must order!tasty!",0.17,0.0,0.83,0.5399
"環境氣氛佳、餐點美味、老闆親切！
是會再回訪的店～","Good environmental atmosphere, delicious meals, and cordial boss!
It ’s a shop that I will return again ~",0.301,0.0,0.699,0.784
"食物很美味 室內也沒油煙味
燈光美氣氛佳 大推","The food is delicious and there is no smell of oil fume indoors
The beautiful atmosphere is great",0.402,0.151,0.447,0.8519
聚會的好地方👍 …,A good place for the party 好 ...,0.483,0.0,0.517,0.6808
裝潢很舒服的居酒屋 食物也好吃 值得一訪😋 …,"Food of izakaya with a very comfortable decoration is also delicious, it is worth visiting ...",0.414,0.0,0.586,0.8479
"東西真的是我吃過好吃的前幾名
環境有雅乾淨 讓人很舒服
服務親切熱情 是您值得一再回味的地方","Things are really the top few foods I have ever eaten
The environment is clean and clean, it is very comfortable
Careful and enthusiastic service is where you deserve repeatedly",0.402,0.0,0.598,0.9343
"說實在是因為看到4.9顆星過去的，吃完只覺得評價果然是參考用
炒飯的飯很乾，其他各食材的等級應該也不是很好，料理方式也待加強，如果覺得自己是懂吃的人不建議來吃
如果只是圖個熱鬧氛圍，平日你應該會失望","To be honest, because I saw 4.9 stars, I only felt that evaluation was really referenced for reference.
The rice of fried rice is very dry, and the level of other ingredients should not be very good. The cooking method is to be strengthened.
If it's just a lively atmosphere, you should be disappointed on weekdays",0.137,0.087,0.776,0.5068
老闆人好親切！東西也好吃新鮮～好開心可以找到這麼棒的地方🥰 …,The boss is so kind!It ’s so delicious if things are delicious ~ You can find such a great place ...,0.416,0.0,0.584,0.9304
