Original,EN,Positive,Negative,Neutral,Compound
"餐點好吃😋！
5/19再訪！
這是一家不尊重用餐人的餐廳！離打烊時間還有一大段時間，服務人員完全沒有考量我們在用餐，就在我們周圍掃地、拖地，觀感非常不好👎！非常欠缺在職教育及水準！ …","The meal is delicious!
5/19 visit again!
This is a restaurant that does not respect meals!There is still a long time before the snooze time. The service staff did not consider that we were dining at all. Just sweeping and mopping the floor around us. The view is very bad!Very lack of job education and level!Mowing",0.059,0.1,0.841,-0.3819
"餐點蠻特別的 也好吃
推薦必點菜飯 看起來很平凡 但吃起來不平凡
甜點是現場表演的手作白蘭地提拉米蘇秀 有吃有看","The meal is quite special or delicious
Recommended meals, the rice looks very ordinary but taste extraordinary
The dessert is the handicraft of the live performance Bailan Diramisu.",0.19,0.0,0.81,0.5965
第一次到飯Bar有驚艷的感覺，創意料理除了創意還兼顧口感及風味，生菜包蠶絲蝦佐凱撒醬真是絕配，造型像菇的饅頭包芝麻醬也十分視覺系。整個餐廳寬敞舒適，燈具及角落佈置也處處吸引目光，想家族聚餐或與友人會面，飯Bar都是最佳選擇。,"The first time I arrived in rice, I felt amazing. In addition to creative cuisine, creative cuisine also took into account the taste and flavor. The lettuce bag of the silk shrimp San Caesar sauce was really perfect.The entire restaurant is spacious and comfortable, and the lamps and corners are also attracted everywhere. If you want to meet with your friends or meet with your friends, the rice BAR is the best choice.",0.3,0.0,0.7,0.9786
改良式的中餐，好吃，屬於小份量！,"Improved Chinese food, delicious, is a small amount!",0.542,0.0,0.458,0.7959
服務很好，餐點好吃，甜點很厲害，醉精釀啤酒好喝！,"The service is very good, the meal is delicious, the dessert is very powerful, and the drunk craft beer is delicious!",0.432,0.074,0.494,0.9114
環境明亮、乾淨，服務親切、熱誠，停車也方便，這次單點了幾個菜色，都十分美味，沒有雷。東坡肉底層的肉比較柴，有些可惜～搭配的東方美人茶真的去油解膩！水煮牛夠麻辣鹹香，印象深刻。謝謝慶生還會免費招待甜點，讓人覺得窩心。整體價位適中、菜量足、選擇豐富。若要挑剔，就是桌距較小，桌面也不大，所以桌面一下就被菜盤佔滿，或者放不下，另因有隔板，所以服務人員上菜、收拾都很卡。再來就是上菜速度超快，大家為了想「趁熱吃」，用餐時難免就有倉促感，若能適度調整上菜速度，或許用餐經驗會更美好～,"The environment is bright and clean, the service is cordial, enthusiastic, and convenient to park. This time, a few dishes were ordered to order, all of which were very delicious, without thunder.The bottom layer of Dongpo meat is more firewood, and there are some unfortunate ~ The matching Oriental beauty tea is really oiling and greasy!The boiled beef is spicy and salty, impressed.Thank you Qing Sheng for free entertaining desserts, making people feel at ease.The overall price is moderate, the amount of dishes is sufficient, and the choice is rich.If you want to be picky, the desktop distance is small and the desktop is not large, so the desktop is filled with the dish, or it cannot be put. In addition, because there are partitions, the service staff is very stuck in the food and cleaning.Then there is the speed of serving the food. In order to ""eat hot"", everyone will inevitably feel a sense of warehousing when dining. If you can adjust the speed of the food moderately, maybe the dining experience will be better ~",0.137,0.027,0.836,0.9682
"2023/01/25二訪，隔壁有付費停車場（$40/時，$160/天），開車來很方便，初四幫媽咪慶生，服務超棒，火焰現做提拉米蘇依然推薦👍這次沒點桌菜，單點也很好吃，只是份量有分2~3或4~5人，店家有提醒我們很貼心，但我們只有六位大人所以$5000大洋左右就吃很飽了，整體CP值高
2022/12/17初訪，每道菜的調味適中，不會太油或太鹹，很喜歡五花肉黃瓜薄片沾蒜味醬油，掛在鐵架上很像曬棉被，東坡肉很香可惜肉略柴，金沙蝦仁炒蛋滿夠味，蘿蔓炸蝦酥脆又不會太油，湯品也很鮮美，其他道菜都在水準之上，幾乎沒有雷，酥炸銀絲卷佐煉乳也很棒，最後的提拉米蘇現場表演蠻有噱頭，不會太甜膩的一道甜點，店內裝潢漂亮，廁所也乾淨，是會回訪的店","2023/01/25 Visit, there is a paid parking lot next door ($ 40/hour, $ 160/day). It is very convenient to drive. I did n’t order a table for the second time, and the single order was very delicious, but the portion was divided into 2 ~ 3 or 4 to 5 people. The store reminded us to be intimate, but we only have six adults, so we have enough to eat at about $ 5000. High CP value
2022/12/17 Initial visit, the seasoning of each dish is moderate, it will not be too oily or too salty. I like pork belly cucumber slices of slices of slices of garlic flavor soy sauce. It is like a quilt on the iron frame. The meat is slightly firewood, the scrambled eggs of the golden sandy shrimp are full of flavor, the fried shrimp fried shrimp is crispy and not too oily, the soup is also very delicious. Other dishes are above the standard, there are almost no thunder, and the crispy silver rolls are also very Best, the last Tiramisu on -site performance was quite gimmick. It would not be too sweet. The interior of the store was beautiful and the toilet was clean.",0.143,0.024,0.833,0.9836
"很好吃😋
適合家庭聚餐 朋友聚會，
裝潢時髦好看 環境乾淨整齊
飲料也很好喝😋
甜點 火焰提拉米蘇現場製作。
是值得推薦的 川菜餐廳❤️","Very delicious 😋
Suitable for family dinner friends gatherings,
Fashionable decoration, good -looking environment, clean and neat
The drink is also very delicious 很
Dessert Flame Tiramisu on -site production.
It is a recommended Sichuan cuisine restaurant ❤️",0.387,0.0,0.613,0.9661
"已回訪2次！

✨環境
明亮舒適且寬敞
2樓空間更適合兩人用餐

🤵🏻‍♀️服務
服務人員超級親切還很熱情
路過還會跟我們聊天🤣
有次更麻煩店家在午休時間幫我冰蛋糕
真的是非常感謝❤️

🥘 料理
食材新鮮且份量足夠
喜歡麻辣料理一定要來吃🥳

-

以下私心推薦餐點
每道都很下飯！白飯直接吃三碗😝

🐮水煮牛
會辣🌶️ 肉片份量足夠
拌飯超好吃😋

🐷 肥腸乾干鍋
會辣🌶️ 喜歡肥腸必點這道
肥腸入味 一樣超級下飯🤤

🦐 蝦鬆
不會辣，搭配蘿美葉一起吃非常清爽
大人小孩都會喜歡的料理
很適合點來當前菜！

🦀️ 蟹黃豆腐煲
不會辣，很適合拌飯吃
小朋友也會喜歡的料理

-

會再回訪🥳","Two times have been visited!

Rigid environment
Bright, comfortable and spacious
The space on the 2nd floor is more suitable for two people to eat

🤵🏻‍♀️ Service
The service staff is super kind and enthusiastic
You will chat with us when you pass by 跟
Once I was more troublesome, the store helped me ice cake during lunch break
Thank you very much ❤️

🥘 🥘 🥘 🥘
The ingredients are fresh and the portion is sufficient
If you like spicy food, you must come to eat 喜欢

-

The following selfish recommendation meals
Each is very good!Eat three bowls directly in white rice

🐮 🐮 🐮 🐮 🐮
It will spicy 片️ The amount of meat is sufficient
Bibimbap is super delicious 好

🐷 fat intestine dry pot
Will spicy 肥️ If you like fat intestines, you must order this
The fat intestines are as delicious as meals

Shy shrimp pine
It's not spicy, it's very refreshing to eat with Luomei leaves
Cooks that adults and children will like
Very suitable for the current dish!

腐️ Crab yellow tofu pot
Not spicy, very suitable for bibimbap to eat
Children will also like dishes

-

Will back to visit again",0.167,0.039,0.794,0.9867
"餐點：個人覺得最有記憶點的是上海菜飯，因為認識的上海人一直說菜飯很好吃，讓我很期待，果然沒讓我失望，我覺得很像沒有鍋巴的煲仔飯，雖然講的很廉價的感覺，但真的好好吃。
東坡肉也不錯，但也就是想像得到的味道。
蒜泥白肉，個人本來就不愛，但我認為這家做的應該算不錯，因為我吃起來沒有那種我會怕的油膩感。
服務：服務生很逗趣會跟我們說笑話，點餐也會跟我們討論份量。
氣氛：我們在二樓，不太有人打擾，所以氣氛很好。","Meal: I personally think that the most memorable is Shanghai vegetable rice, because people who know the Shanghai people have always said that the rice and rice are delicious, making me look forward to it. It really doesn't disappoint me. Although it is very cheap, it is really delicious.
Dongpo meat is also good, but it is the taste that you can imagine.
Garlic white and white meat, individuals do n’t love it, but I think this one should be good, because I do n’t have the greasy feeling I will be afraid.
Services: The waiter is funny to tell us jokes, and ordering will also discuss the amount with us.
Atmosphere: We are on the second floor, and we are not too disturbed, so the atmosphere is very good.",0.219,0.0,0.781,0.9854
"朋友推薦👍 東坡肉 入口即化之可惜隨受互分稍微瘦了點， 但跟點水樓不相上下， 發現連爆香的蒜頭炒菜的蒜頭 都很新鮮，這一點小細節都注意到，這家的餐點沒得挑剔，沒有地雷菜。尤其是菜飯那可真是好吃， 邊謙量肉架 搭配瓜類真的是 入口口感極佳不油膩爽口 搭配的佐料 濃淡口味佳。
但建議三到四個人以上來吃要不然很難點餐。","Friends recommend that the entrance of the meat of the Dongpo is a pity that it is a bit thinner with each other, but it is comparable to the Dianshui Tower, and found that the garlic of the garlic that sauté the garlic is very fresh. This small details are noticed. This meal is not picky, there is no motto dish.Especially the vegetable rice is really delicious. Bianqian's meat rack with melon is really the mouthful taste of excellent entrance taste, not greasy and refreshing.
However, it is recommended to eat three to four people to eat.",0.176,0.039,0.785,0.9479
中午和同事來吃聚餐，這次一群人點了A套餐，盤盤驚艷又精緻好吃。其中最喜歡美人茶遇東坡肉、蠶絲拉長蝦跟南洋叻沙湯了。老闆主廚也親自來服務，個個親切又Nice，網路上其他負評都是過分負面，我吃過這麼多餐廳，這家的服務跟料理真的非常優秀！推薦要來吃！,"At noon, I came to eat dinner with colleagues. This time, a group of people ordered a set meal.Among them, the most beautiful tea meets Dongpo meat, silk stretch shrimp and Nanyang Laksa soup.The boss and the chef also served in person, all of them were kind and nice. Other negative reviews on the Internet were too negative. I have eaten so many restaurants. This service and dishes are really excellent!Recommended to eat!",0.127,0.086,0.787,0.554
整體環境很漂亮，今天吃的每一道菜都很美味，不論是牛小排還是東坡肉配鹹光餅，肉質都很軟不材，軟殼蟹沙拉拌入鹹蛋黃讓口感層次更豐富，時蔬部分也都很軟爛小朋友不會咬不動，調味鹹淡也都恰到好處，最後以提拉米蘇華麗收尾，家庭聚餐非常推薦,"The overall environment is very beautiful. Every dish I ate today is delicious. Whether it is a cow small steak or a salted light cake, the meat is very soft and poor. The soft shell crab salad is mixed with the salted egg yolk to make the taste more abundant. The current vegetable parts are also very soft and rotten. Children will not be able to bite, and the seasoning and salty are just right. Finally, the titramisu is gorgeous, and the family dinner is very recommended.",0.137,0.068,0.795,0.794
"飯BAR 🍚

就在公司附近非常近，常中午休息時間經過看到一群群的上班族在此聚餐，今天終於來嚐鮮看看👀

服務很好，也有簡單易點的多人套餐（三人/四人/多人都有），菜色味道都很特別。適合多人一起分享。👍🏼","Fan Bar 🍚

It is very close to the company. I often see a group of office workers who dinner at noon.

The service is very good, and there are simple and easy -to -order multi -person sets (all three/four/multi -person). The taste of the dishes is very special.Suitable for many people to share together.Bleak",0.169,0.0,0.831,0.8622
"今天帶著難得來台北的媽媽來吃飯
之前兩次經驗都蠻好的
覺得好吃又精緻
這次經驗讓人胃口盡失
也帶著內疚，好好一頓飯被毀了
在吃飯之前，虧我還大大稱讚了一番

我們點了四人套餐
總共九道菜(包含甜點)
外加一道加點的東坡肉

在沙拉上桌不到幾分鐘
一轉眼所有的菜都要一起上來
我們真的是措手不及
一邊要吃沙拉
一邊移動桌上的菜讓服務生放其他的菜
完全沒有時間好好吃
她們就這樣一道一道一直上來
沒有停下來的意思
更扯的是，才剛剛上來的菜
立刻說幫我們換小盤子？？？？？
這看起來是不是像極了一則“趕”人的故事??

沒有看過這麼誇張的
一下子所有的菜都是冷的
東坡肉也變硬的

還好在桌子擺滿菜後再也沒有空間
我們要求湯最後上
否則不知道是不是喝冰的湯品？？

不知道這是什麼策略
一間這麼不便宜的餐廳
會認為這樣的上菜速度是合理的
明顯就是趕快把菜塞給客戶
吃完趕快走的步調
雖然服務生的態度良好
但說真的
今天吃任何一道菜都不覺得有味道
三大兩小，將近3000元的料理
還有很多很多更好的選擇
這間可以Pass了","Today, my mother who came to Taipei to come to eat for dinner today
The previous two experiences are pretty good
I feel delicious and delicate
This experience makes people lose my appetite
Also guilty, a good meal was destroyed
Before eating, I also praised it greatly

We ordered a four -person package
A total of nine dishes (including desserts)
Plus a point of adding a little Dongpo meat

Less than a few minutes on the desk on salad
In a blink of an eye, all the dishes must come up together
We are really caught off guard
I have to eat salad while
Move the dishes on the table for the waiter to put other dishes
There is no time to taste good at all
They just come up one by one
The meaning of not stopping
What is even more tip is, the dishes just come up
Immediately said to help us change a small plate?IntersectionIntersectionIntersectionIntersection
Does this look like a ""rushing"" story?

Haven't seen so exaggerated
All the dishes are cold all of a sudden
Dongpo meat is also hardened

Fortunately, there is no room after the table is full of vegetables
We ask the soup to last
Otherwise, don't know if you drink ice soup?Intersection

I don't know what this strategy is
A restaurant with such an incomplete restaurant
It will think that this kind of food is reasonable
Obviously, hurry up the vegetables to the customer
Hurry up after eating
Although the waiter has a good attitude
Really
I don't feel tasteful to eat any dish today
Three big and two small, nearly 3,000 yuan cuisine
There are many, many better options
This can be pass",0.106,0.048,0.846,0.9518
"價位偏高
但菜色好吃
份量也不少
適合聚餐來吃","High price
But the dishes are delicious
There are a lot of portion
Suitable for dinner to eat",0.229,0.0,0.771,0.7227
"小清新，好吃😋
白飯也很香Q","Little fresh, delicious 好
Bai rice is also very fragrant Q",0.376,0.0,0.624,0.6629
2023 08. 套餐划算實吃。菜飯非常好吃、軟殼蟹很推，蒸魚很新鮮。最特別的是現作提拉米蘇,"2023 08. The package is cost -effective.The vegetable rice is very delicious, the soft shell crab is pushed, and the steamed fish is very fresh.The most special is the current Tiramisu",0.2,0.0,0.8,0.8047
"平日的午餐，3個人點了4道菜，每一道都很好吃，肥腸阿干鍋超推薦、風味多層次、麻而不死辣，連吃辣功力很弱的我都能接受。
座位寬敞，裝潢設計優，服務好，用餐氛圍相當好，是可以一再光臨的好店。","On a weekday lunch, 3 people ordered 4 dishes, each of which was delicious. The fat intestine Agan pot was super recommended, the flavor was multi -layered, and it was not hot.
The seats are spacious, the decoration is excellent, the service is good, and the dining atmosphere is quite good. It is a good shop that can be visited again and again.",0.283,0.0,0.717,0.9686
店家服務良好，訂位時同步點菜請店家先行準備，中午用餐完全不需擔心會耽誤下午上班時間，創意台菜料理每道都很好吃入味，4位女生點4人套餐可以吃到很飽！非常推薦，店裡生意很好務必訂位。,"The store's service is good. When you order, you can order the store to prepare first. You do n’t need to worry about delaying the work time in the afternoon at noon. Each of the creative Taiwanese dishes is delicious. full!It is very recommended that the business in the store must be booked.",0.189,0.046,0.765,0.8395
香腸上桌是熱的好吃，海蜇頭味道較淡偏清爽，醉雞酒味濃爽口肉嫩，此三拼一盤彼此味道剛好，東坡肉偏甜很Q軟，可再加點像麵包口感的燒餅，水煮牛比較麻微辣有寬冬粉豆芽金針菇椒麻香，喜歡干鍋肥腸，口感不算脆比較Q有椒香不會辣，上湯娃娃菜有冰箱的味道不太好聞就這道菜沒吃完看評論很推才點看看結果後悔點了，桌邊現做的提拉米蘇感覺➕了很多酒實際吃沒什麼酒味，口味口感很有層次，炒過咖啡豆火焰燒過的提拉米蘇吃起來是冰的不會太甜膩反而有飯後解膩解辣感，整體上菜出餐很快，有點太快了..吃兩口就要喬位子上菜，因桌子不夠大餐具也很多，以上最喜歡的是東坡肉的東方美人茶，餐桌可惜沒有濕紙巾，手沾到東坡肉的醬蠻黏的，室內裝潢跟碗盤都蠻好看新穎的，餐點都蠻精緻的，最燙的餐點是豆沙鍋餅，其他熱食餐點有點不夠熱,"The sausage is hot and delicious. The flavor of the sea bulls is lighter and refreshing. The drunk chicken wine is strong and tender. These three pieces of taste are just right. Dongpo meat is sweet and soft. The boiled beef is relatively tingling with wide winter powder bean sprouts and golden chin mushroom pepper and hemp. I like dry pot fat intestines. I did n’t eat this dish after watching the comments, so I clicked it to look at it. I regret it. The Tiramisu I made by the table feels that there is a lot of wine. There is no wine taste. The taste is very layered. The burning Tiramisu tastes ice and not too sweet, but has a feeling of relief and spicy after meals. The overall food and meals are fast, which is a bit too fast .. Because the table is not large enough, there are a lot of tableware. The above favorite is Dongfang beauty tea with Dongpo meat. Unfortunately, there is no wet paper towel, and the sauce of Dongpo meat is quite sticky. The interior decoration and dishes are pretty novel. The meals are pretty delicate. The hottest meal is bean and soy pot cake. Other hot meals are a bit hot enough.",0.15,0.053,0.797,0.976
海鮮弄到雞的海鮮很硬，娃菜難咬，蚌蚌湯蛤蜊有些有沙，蒜味頗嗆，比起其他鱈魚算還可以。,"The seafood to get the chicken is very hard, the baby dishes are hard to bite, the mussel soup clams have some sand, and the garlic taste is quite frustrated. It is okay than other cod.",0.047,0.167,0.787,-0.5975
"原想就在内科附近能有什麼美食, 隨便找個離辦公室附近的餐廳吃個便飯就好, 沒想到真的是意外的驚喜。
首先是餐廳的服務態度真的是夠暖心，完全是噓寒問暖且賓至如歸的那種感受，看我們有人在搧風,立馬過來問空調是不夠. 還主動提供點餐建議, 對於怕麻煩且有選擇障礙的我們來說, 真的是太有幫助了。
結果直接點了四人套餐，雖然這次沒有個別評論每道菜色，但是真的不誇張, 每道菜都是驚豔, 口味不落俗套, 也不嘩眾取寵, 各有特色, 而且菜的口味層次感很重外, 即使用平時常見的菜色，主廚都能用些巧思做點變化，吃起來的感受立馬升級到另個境界，可見主廚對於料理這方面的用心。
強力推薦這家餐廳, 只是用餐時間人較多些, 可以及早訂位.
很開心的一次用餐經驗, 也感謝店家的用心, 讓我覺得內科不再是個美沙了。","I wanted to have any food near the Department of Internal Medicine. Just find a restaurant near the office to eat a meal. I didn't expect it to be really surprised.
The first is that the service attitude of the restaurant is really warm enough. It is the feeling of being warm and warm and home. Seeing that someone is fanning, I immediately come over and ask the air conditioner. For us, we are really helpful.
As a result, the four -person package was directly ordered. Although there were no individual comments this time, each dish was really not exaggerated. Each dish was amazing, the taste was not cooked, and the taste was not available. In addition, even if the usual dishes are used, the chef can use some ingenuity to make some changes, and the feeling of eating immediately upgrade to another realm. It can be seen that the chef's intention to cook in this area.
I recommend this restaurant strongly, but there are more people in the meal time. You can book your seat early.
I am very happy to have a meal experience, and I also thank the store for their intentions. It makes me feel that the Department of Internal Medicine is no longer a Meisha.",0.117,0.019,0.864,0.9429
今天部門聚餐，兩大桌，店內裝潢新穎，每個餐點口味都挺不錯，花雕遇到雞軟嫩好吃，辣子跑跑雞帶點辣感但不會太辣，不太吃辣的人也能享受，避風塘岸豬骨甜甜好滋味，東坡肉包餅也讓整體不會太膩，牛肉和魚就比較一般口感，整體是間很不錯的聚餐地點👍👍👍 …,"Today's departmental dinner, two large tables, novel interior decoration, each meal taste is pretty good, flower carving encounters chicken, tender and delicious, spicy people running chicken with a little spicy feeling, but not too spicy, not too spicy people, not too spicy people, not too spicy people, not too spicy people, not too spicy people. You can also enjoy. The pork bone of the wind and shore is sweet and sweet. Dongpo meat baked cakes also make the overall not too greasy. Beef and fish will have a general taste. The overall is a very good dinner place ...",0.222,0.0,0.778,0.9743
"服務人員很親切
上菜很快
吃得蠻飽的
座位舒適
是聚餐的好選擇","The service staff is very kind
Catering is fast
Pretty full
Comfortable seat
Is a good choice for dinner",0.466,0.0,0.534,0.92
"餐點集結美觀、創意、美味～
味道很剛好不會太鹹也不會太甜
盤子有些有蜜蜂圖案對應餐廳的Logo設計
甜點直接在桌邊製作一邊解說提拉米蘇由來及做法
不只有餵飽人們的胃也餵飽人們的眼睛
用餐一個段落會主動更換盤子
座位還算寬敞，裝潢整體和諧舒服沒有過多醒目燈光
服務也很周到
整體感受度很高！
旁邊就有地下停車場交通便利！
2人約會甚至8-10人也可以考慮的餐廳～","The meal gathers beautiful, creative, delicious ~
The taste is just not too salty or too sweet
Some of the plates have a bee pattern corresponding to the LOGO design of the restaurant
Desserts are directly explained at the table and explained Tiramisu.
Not only the feed people’s stomach, but also people ’s eyes
A section of meals will take the initiative to change the plate
The seat is quite spacious, the overall decoration is harmonious and comfortable, there is no too much eye -catching light
The service is also very thoughtful
The overall experience is high!
Next to it is convenient for underground parking lots!
The restaurant that 2 people can consider dating or even 8-10 people ~",0.16,0.021,0.82,0.9573
整體吃起來很喜歡的台菜 店員也很親切再介紹跟推薦 本日最受歡迎的是東坡肉配上他們的鹹光餅 還有美人腿也很好吃 以及蟹黃豆腐 基本上直接把它們熱門的菜都點一輪就很夠也很好吃 久久沒吃台式就會思念的口味,"The Taiwanese restaurant who likes the overall taste is also very kindly introduced to the most popular with the recommendation. The most popular this day is that Dongpo meat with their salty cakes and the beautiful legs are delicious and the crab yellow tofu is basically popular. The dishes are enough for a round, it is very delicious and delicious for a long time without eating table style.",0.343,0.0,0.657,0.9846
包廂環境簡單，店經理招呼很熱情，惟店員上菜時需再注意桌邊客人感受，後疫情時代仍要注意手不要經過客人食物上方，或貼著客人身邊上菜，讓人不知道該怎麼用餐。,"The box environment is simple, and the store manager is very enthusiastic. However, when the shop staff is serving, pay attention to the feelings of the guests on the table. In the post -epidemic era, pay attention not to go through the food of the guests, or put the food around the guests. Dine.",0.061,0.049,0.89,0.4005
"聚餐好地方
用餐空間舒適
每道菜都很好吃
上菜超快
大推","Good place for dinner
Cost space is comfortable
Every dish is delicious
Super fast serving
Push",0.535,0.0,0.465,0.93
環境優美，餐點都無雷很適合三五好友聚餐,"The environment is beautiful, and the meals are not thunderous, it is suitable for three or five friends to dinner",0.28,0.0,0.72,0.7906
"不確定是不是以前的飯Bar
但不論如何菜色花樣超級到位
餐點精緻且味道好吃
不太適合2個人來用餐
（當天我就是兩個人來用餐…）
較適合4人或以上（最好是以上）
這樣可以第一案很多菜色
還會想再來吃看看其他餐點
不過餐廳的服務人員偏冷淡
—————————
二訪
上菜速度之快
餐食維持良好品質
老皮嫩肉比較偏鹹
服務雖然不熱絡但該做到的都做到","I'm not sure if it was the previous rice BAR
But no matter how the dishes are superb in place
The meal is exquisite and delicious
Not very suitable for 2 people to eat
(I was two people to dine that day ...)
More suitable for 4 or more (preferably above)
This can be in the first case a lot of dishes
I still want to eat again to see other meals
But the service staff of the restaurant is cold
————————————
Second visit
Fast on the speed of serving
Maintain good quality for meals
The old skin tender meat is relatively salty
Although the service is not warm, everything should be done",0.126,0.036,0.837,0.9372
"中式創意料理，剝皮辣椒蛋很下飯，茶點搭配東坡肉很特別。

用餐環境舒適明亮，餐廳正旁邊就是停車場，不過是機械停車位。

店員服務親切，整體都在水準之上的餐廳。","Chinese -style creative dishes, peeling pepper eggs are very good, refreshments with Dongpo meat are special.

The dining environment is comfortable and bright. The restaurant is next to the parking lot, but it is a mechanical parking space.

The clerk's service is cordial, and the overall restaurant is above the standard.",0.179,0.0,0.821,0.7904
好吃，也不算貴😆 …,"It's delicious, it's not expensive ...",0.425,0.0,0.575,0.5719
"二訪飯Bar - 內湖聚餐首選
用餐環境乾淨整潔，特殊節日還有不同裝飾，很有感覺～
餐點味道都很好，幾乎每一道菜都很好吃。店員能依照人數推薦餐點，份量適中。
有機會可以再訪。","Two Visit Bar
The dining environment is clean and tidy, and there are different decorations in special festivals. It feels very likely ~
The meal tastes very good, and almost every dish is delicious.The clerk can recommend meals according to the number of people, and the portion is moderate.
You can visit again.",0.241,0.0,0.759,0.9168
雖然這次只有兩人來吃，很多菜色吃不到有些可惜，但招牌的東坡肉跟蟹黃豆腐煲都很好吃，尤其是東坡肉會搭配東方美人茶解膩，十分爽口！下次會想再找多一些人一起來吃其他的菜色。,"Although only two people come to eat this time, it is a pity that many dishes are not eaten, but the signature Dongpo meat and crab tofu pot are delicious. Especially Dongpo meat will be greasy with Oriental beauty tea, which is very refreshing!Next time I want to find more people to eat other dishes together.",0.183,0.024,0.793,0.908
